,query,evalue
ALW85_RS00005,b3702,1.6299999999999998e-172
ALW85_RS00010,b3701,9.5e-87
ALW85_RS00015,b3699,0.0
ALW85_RS00020,b0468,6.4300000000000006e-27
ALW85_RS00025,b4022,4.53e-37
ALW85_RS00055,b1114,0.0
ALW85_RS00065,b2892,2.5100000000000002e-173
ALW85_RS00075,b1262,3.71e-39
ALW85_RS00080,b1263,4.88e-64
ALW85_RS00085,b3360,2.98e-93
ALW85_RS00090,b2556,6.65e-54
ALW85_RS00100,b2554,2.68e-171
ALW85_RS00110,b2557,0.0
ALW85_RS00115,b4167,5.93e-83
ALW85_RS00120,b4397,1.9399999999999998e-69
ALW85_RS00130,b1749,1.04e-50
ALW85_RS00145,b0774,1.66e-83
ALW85_RS00150,b4142,1.2500000000000001e-29
ALW85_RS00155,b4143,0.0
ALW85_RS00160,b1271,1.3099999999999999e-48
ALW85_RS00170,b0436,5.6300000000000005e-103
ALW85_RS00175,b0437,5.93e-110
ALW85_RS00180,b0438,0.0
ALW85_RS00185,b0439,0.0
ALW85_RS00195,b0955,2.65e-65
ALW85_RS00200,b3035,5.97e-57
ALW85_RS00210,b3994,0.0
ALW85_RS00215,b3057,7.01e-75
ALW85_RS00225,b0525,6.200000000000001e-66
ALW85_RS00235,b0526,0.0
ALW85_RS00245,b1889,2.1699999999999997e-89
ALW85_RS00250,b1890,2.09e-127
ALW85_RS00265,b2218,4.54e-77
ALW85_RS00275,b0729,8.73e-118
ALW85_RS00285,b3182,1.0299999999999999e-30
ALW85_RS00325,b1254,3.05e-50
ALW85_RS00330,b2961,2.93e-107
ALW85_RS00340,b2311,5.24e-36
ALW85_RS00350,b3204,6.45e-24
ALW85_RS00355,b3203,7.659999999999999e-28
ALW85_RS00360,b3202,3.42e-121
ALW85_RS00365,b3201,2.3e-107
ALW85_RS00370,b3200,2.26e-15
ALW85_RS00380,b0750,1.96e-28
ALW85_RS00385,b0790,1.0100000000000001e-79
ALW85_RS00390,b0789,2.14e-76
ALW85_RS00395,b0143,3.69e-118
ALW85_RS00400,b0142,2.16e-34
ALW85_RS00410,b0134,1.15e-85
ALW85_RS00415,b0133,1.46e-80
ALW85_RS00425,b4162,4.5899999999999995e-82
ALW85_RS00440,b4161,2.1600000000000002e-72
ALW85_RS00445,b4207,2.72e-18
ALW85_RS00485,b2500,2.1400000000000002e-64
ALW85_RS00490,b2499,2.66e-145
ALW85_RS00495,b2493,9.25e-26
ALW85_RS00520,b2507,0.0
ALW85_RS00525,b2508,0.0
ALW85_RS00540,b2496,8.6e-33
ALW85_RS00550,b3523,3.2999999999999998e-108
ALW85_RS00570,b3771,2.82e-136
ALW85_RS00575,b2828,2.18e-90
ALW85_RS00590,b2472,3.63e-155
ALW85_RS00715,b1040,2.5e-12
ALW85_RS00730,b0212,1.82e-61
ALW85_RS00735,b0213,5.82e-22
ALW85_RS00740,b0214,2.83e-53
ALW85_RS00745,b0215,1.35e-70
ALW85_RS00750,b3073,2.77e-81
ALW85_RS00760,b2518,2.2e-58
ALW85_RS00765,b2517,2.37e-135
ALW85_RS00775,b2516,6.32e-15
ALW85_RS00785,b2514,2.4700000000000003e-166
ALW85_RS00790,b2513,3.28e-12
ALW85_RS00795,b2512,5.99e-46
ALW85_RS00800,b2511,2.18e-154
ALW85_RS00810,b2089,4.45e-71
ALW85_RS00895,b3164,0.0
ALW85_RS00900,b3165,6.25e-35
ALW85_RS00905,b2530,1.6000000000000002e-73
ALW85_RS00935,b0893,0.0
ALW85_RS00940,b0469,4.39e-66
ALW85_RS00945,b0545,1.57e-25
ALW85_RS00955,b1134,3.28e-30
ALW85_RS01000,b3042,2.9e-14
ALW85_RS01005,b3765,5.23e-178
ALW85_RS01010,b4052,0.0
ALW85_RS01015,b4203,2.8599999999999998e-46
ALW85_RS01020,b4202,2.62e-35
ALW85_RS01030,b4200,3.73e-53
ALW85_RS01040,b3738,2.5e-76
ALW85_RS01050,b3736,1.27e-46
ALW85_RS01055,b3735,1.32e-38
ALW85_RS01060,b3734,0.0
ALW85_RS01065,b3733,3.05e-125
ALW85_RS01070,b3732,0.0
ALW85_RS01075,b3731,1.5599999999999998e-45
ALW85_RS01080,b3730,4.1899999999999997e-168
ALW85_RS01085,b3729,0.0
ALW85_RS01090,b1864,6.83e-96
ALW85_RS01095,b1863,4.91e-47
ALW85_RS01100,b1861,1.38e-51
ALW85_RS01105,b1860,1.43e-173
ALW85_RS01110,b0736,4.4400000000000004e-31
ALW85_RS01115,b0737,2.2099999999999997e-61
ALW85_RS01130,b0740,4.4999999999999997e-94
ALW85_RS01135,b0741,9.48e-31
ALW85_RS01140,b0742,9.25e-17
ALW85_RS01145,b2777,1.23e-14
ALW85_RS01150,b0444,8.610000000000001e-32
ALW85_RS01155,b3058,3.18e-26
ALW85_RS01160,b3059,6.2e-38
ALW85_RS01165,b3064,1.1299999999999999e-136
ALW85_RS01170,b3065,4.4499999999999995e-23
ALW85_RS01180,b3066,2.29e-145
ALW85_RS01185,b3067,0.0
ALW85_RS01240,b0281,2.5199999999999996e-128
ALW85_RS01265,b0644,1.8000000000000002e-29
ALW85_RS01360,b1158,3.03e-48
ALW85_RS01415,b0456,5.4199999999999996e-30
ALW85_RS01455,b0168,5.79e-106
ALW85_RS01460,b3643,1.62e-91
ALW85_RS01465,b2954,9.18e-71
ALW85_RS01470,b2955,2.87e-118
ALW85_RS01495,b2960,1.45e-73
ALW85_RS01500,b3991,1.07e-65
ALW85_RS01575,b2297,0.0
ALW85_RS01595,b1072,9.980000000000001e-21
ALW85_RS01600,b1073,4.36e-39
ALW85_RS01605,b1074,1.13e-49
ALW85_RS01610,b1075,7.86e-49
ALW85_RS01615,b1076,4.9399999999999994e-89
ALW85_RS01620,b1077,2.3199999999999997e-74
ALW85_RS01625,b1078,4.29e-141
ALW85_RS01630,b1079,3.5700000000000004e-56
ALW85_RS01635,b1080,4.13e-134
ALW85_RS01640,b1081,8.99e-76
ALW85_RS01645,b1082,8.959999999999999e-81
ALW85_RS01650,b1083,1.0699999999999999e-53
ALW85_RS01700,b2962,5.64e-28
ALW85_RS01705,b2501,1.0600000000000001e-122
ALW85_RS01710,b3137,1.72e-51
ALW85_RS01715,b1854,7.34e-162
ALW85_RS01720,b2926,6.67e-177
ALW85_RS01725,b1779,2.3800000000000003e-173
ALW85_RS01730,b2935,0.0
ALW85_RS01755,b2231,0.0
ALW85_RS01760,b0907,1.62e-144
ALW85_RS01770,b2599,1.8300000000000002e-56
ALW85_RS01775,b2021,1.2300000000000001e-37
ALW85_RS01785,b3811,2.37e-78
ALW85_RS01810,b3026,5.829999999999999e-41
ALW85_RS01815,b4113,1.43e-57
ALW85_RS01830,b0121,3.1499999999999994e-54
ALW85_RS01850,b4179,0.0
ALW85_RS01855,b4180,1.02e-79
ALW85_RS01860,b3005,7.28e-30
ALW85_RS01880,b3248,1.5e-45
ALW85_RS01885,b0636,3.58e-45
ALW85_RS01890,b0637,1.05e-24
ALW85_RS01895,b0639,1.17e-44
ALW85_RS01900,b0115,1.4e-115
ALW85_RS01905,b0114,0.0
ALW85_RS01910,b0529,3.95e-86
ALW85_RS01920,b1876,1.2900000000000001e-26
ALW85_RS01940,b3650,0.0
ALW85_RS01955,b3426,5.13e-40
ALW85_RS01960,b3449,1.15e-11
ALW85_RS01975,b0574,8.39e-19
ALW85_RS02000,b2047,7.570000000000001e-35
ALW85_RS02015,b4471,3.61e-119
ALW85_RS02045,b3706,5.3e-172
ALW85_RS02050,b3705,3.08e-123
ALW85_RS02055,b4557,1.2200000000000001e-21
ALW85_RS02080,b0386,1.72e-37
ALW85_RS02085,b2952,6.45e-22
ALW85_RS02090,b2953,1.59e-19
ALW85_RS02100,b2029,3.05e-48
ALW85_RS02105,b1852,5e-137
ALW85_RS02130,b3321,7.750000000000001e-56
ALW85_RS02135,b3320,2.3e-83
ALW85_RS02140,b3319,3.61e-76
ALW85_RS02145,b3318,4.64e-25
ALW85_RS02150,b3317,9.79e-133
ALW85_RS02155,b3315,1.18e-40
ALW85_RS02160,b3314,1.11e-110
ALW85_RS02165,b3313,4.1400000000000004e-73
ALW85_RS02175,b3311,1.5100000000000001e-27
