Gene Name,Accession-1,Left-End-Position,Right-End-Position,Product,replicon
S0001,S0001,189,255,S0001-MONOMER,AE014073.1
S0002,S0002,335,2798,S0002-MONOMER,AE014073.1
S0003,S0003,2799,3732,S0003-MONOMER,AE014073.1
S0004,S0004,3732,5019,S0004-MONOMER,AE014073.1
S0005,S0005,5241,5529,S0005-MONOMER,AE014073.1
S0006,S0006,5681,6458,S0006-MONOMER,AE014073.1
S0008,S0008,8236,9190,S0008-MONOMER,AE014073.1
S0009,S0009,9304,9892,S0009-MONOMER,AE014073.1
S0010,S0010,9926,10493,S0010-MONOMER,AE014073.1
S0012,S0012,10641,11355,S0012-MONOMER,AE014073.1
S0011,S0011,10714,11314,S0011-MONOMER,AE014073.1
S0013,S0013,11380,11785,S0013-MONOMER,AE014073.1
S0014,S0014,12161,14078,S0014-MONOMER,AE014073.1
S0015,S0015,14166,15297,S0015-MONOMER,AE014073.1
S0017,S0017,15400,15610,S0017-MONOMER,AE014073.1
S0016,S0016,15601,15656,S0016-misc_RNA,AE014073.1
S0018,S0018,16138,17305,S0018-MONOMER,AE014073.1
S0019,S0019,17370,18270,S0019-MONOMER,AE014073.1
S0020,S0020,18682,19186,S0020-MONOMER,AE014073.1
S0021,S0021,19104,19380,S0021-MONOMER,AE014073.1
S0022,S0022,19768,19954,S0022-MONOMER,AE014073.1
S0023,S0023,20134,20353,S0023-MONOMER,AE014073.1
S0024,S0024,20360,21302,S0024-MONOMER,AE014073.1
S0025,S0025,21344,24161,S0025-MONOMER,AE014073.1
S0026,S0026,24160,24655,S0026-MONOMER,AE014073.1
S0027,S0027,24741,25191,S0027-MONOMER,AE014073.1
S0028,S0028,25192,26143,S0028-MONOMER,AE014073.1
S0029,S0029,26208,27123,S0029-MONOMER,AE014073.1
S0030,S0030,27289,28111,S0030-MONOMER,AE014073.1
S0031,S0031,28566,29715,S0031-MONOMER,AE014073.1
S0032,S0032,29732,32954,S0032-MONOMER,AE014073.1
S0033,S0033,33110,33611,S0033-MONOMER,AE014073.1
S0034,S0034,33696,34308,S0034-MONOMER,AE014073.1
S0035,S0035,34292,35186,S0035-MONOMER,AE014073.1
S0036,S0036,35186,36755,S0036-MONOMER,AE014073.1
S0037,S0037,36813,38031,S0037-MONOMER,AE014073.1
S0038,S0038,38159,39302,S0038-MONOMER,AE014073.1
S0039,S0039,39332,40847,S0039-MONOMER,AE014073.1
S0040,S0040,41166,41973,S0040-MONOMER,AE014073.1
S0042,S0042,42979,44266,S0042-MONOMER,AE014073.1
S0043,S0043,44262,44550,S0043-MONOMER,AE014073.1
S0044,S0044,44608,46003,S0044-MONOMER,AE014073.1
S0045,S0045,46050,46581,S0045-MONOMER,AE014073.1
S0046,S0046,46573,48436,S0046-MONOMER,AE014073.1
S0047,S0047,48626,49106,S0047-MONOMER,AE014073.1
S0048,S0048,49183,50026,S0048-MONOMER,AE014073.1
S0049,S0049,50032,50410,S0049-MONOMER,AE014073.1
S0050,S0050,50412,51234,S0050-MONOMER,AE014073.1
S0051,S0051,51230,52220,S0051-MONOMER,AE014073.1
S0052,S0052,52219,53506,S0052-MONOMER,AE014073.1
S0053,S0053,53558,55913,S0053-MONOMER,AE014073.1
S0054,S0054,56167,56983,S0054-MONOMER,AE014073.1
S0055,S0055,57099,57759,S0055-MONOMER,AE014073.1
S0056,S0056,57770,60677,S0056-MONOMER,AE014073.1
S0057,S0057,60841,63193,S0057-MONOMER,AE014073.1
S0058,S0058,63267,63963,S0058-MONOMER,AE014073.1
S0059,S0059,64162,65665,S0059-MONOMER,AE014073.1
S0060,S0060,65675,67376,S0060-MONOMER,AE014073.1
S0061,S0061,67714,68593,S0061-MONOMER,AE014073.1
S0062,S0062,68678,69443,S0062-MONOMER,AE014073.1
S0063,S0063,69556,70255,S0063-MONOMER,AE014073.1
S0064,S0064,70238,71849,S0064-MONOMER,AE014073.1
S0065,S0065,71824,72808,S0065-MONOMER,AE014073.1
S0066,S0066,72971,74627,S0066-MONOMER,AE014073.1
S0067,S0067,74948,76127,S0067-MONOMER,AE014073.1
S0068,S0068,76175,76781,S0068-MONOMER,AE014073.1
S0069,S0069,76791,78192,S0069-MONOMER,AE014073.1
S0070,S0070,78194,79289,S0070-MONOMER,AE014073.1
S0071,S0071,79285,80857,S0071-MONOMER,AE014073.1
S0072,S0072,80949,81036,S0072-MONOMER,AE014073.1
S0073,S0073,81517,82639,S0073-MONOMER,AE014073.1
S0074,S0074,82872,84681,S0074-MONOMER,AE014073.1
S0075,S0075,84683,85175,S0075-MONOMER,AE014073.1
S0076,S0076,85187,85274,S0076-MONOMER,AE014073.1
S0077,S0077,85355,86360,S0077-MONOMER,AE014073.1
S0078,S0078,86482,86758,S0078-MONOMER,AE014073.1
