id,me_id,name,formula,compartment,type
sertrna_sec_c,,,,,CURATE
alatrna_c,,,,,REMOVE
argtrna_c,,,,,REMOVE
asntrna_c,,,,,REMOVE
asptrna_c,,,,,REMOVE
bwco1gdp_c,,,,,REMOVE
bwco_c,,,,,REMOVE
bwcogdp_c,,,,,REMOVE
cystrna_c,,,,,REMOVE
fmettrna_c,,,,,REMOVE
glntrna_c,,,,,REMOVE
glutrna_c,,,,,REMOVE
glytrna_c,,,,,REMOVE
histrna_c,,,,,REMOVE
iletrna_c,,,,,REMOVE
leutrna_c,,,,,REMOVE
lipopb_c,,,,,REMOVE
lystrna_c,,,,,REMOVE
mettrna_c,,,,,REMOVE
octapb_c,,,,,REMOVE
phetrna_c,,,,,REMOVE
protrna_c,,,,,REMOVE
sectrna_c,,,,,REMOVE
sertrna[sec]_c,,,,,REMOVE
sertrna_c,,,,,REMOVE
thrtrna_c,,,,,REMOVE
trnaala_c,,,,,REMOVE
trnaarg_c,,,,,REMOVE
trnaasn_c,,,,,REMOVE
trnaasp_c,,,,,REMOVE
trnacys_c,,,,,REMOVE
trnagln_c,,,,,REMOVE
trnaglu_c,,,,,REMOVE
trnagly_c,,,,,REMOVE
trnahis_c,,,,,REMOVE
trnaile_c,,,,,REMOVE
trnaleu_c,,,,,REMOVE
trnalys_c,,,,,REMOVE
trnamet_c,,,,,REMOVE
trnaphe_c,,,,,REMOVE
trnapro_c,,,,,REMOVE
trnasecys_c,,,,,REMOVE
trnaser_c,,,,,REMOVE
trnathr_c,,,,,REMOVE
trnatrp_c,,,,,REMOVE
trnatyr_c,,,,,REMOVE
trnaval_c,,,,,REMOVE
trptrna_c,,,,,REMOVE
tyrtrna_c,,,,,REMOVE
valtrna_c,,,,,REMOVE
wco_c,,,,,REMOVE
2fe1s_c,,,,,REMOVE
dsbard_p,S3816-MONOMER,,,,REPLACE
dsbcrd_p,S3078-MONOMER,,,,REPLACE
dsbcox_p,S3078-MONOMER_mod_Oxidized(1),,,,REPLACE
dsbdrd_c,S4557-MONOMER,,,,REPLACE
dsbdox_c,S4557-MONOMER_mod_Oxidized(1),,,,REPLACE
dsbgrd_p,S0528-MONOMER,,,,REPLACE
dsbgox_p,S0528-MONOMER_mod_Oxidized(1),,,,REPLACE
lpp_p,S1839-MONOMER,,,,REPLACE
alpp_p,S1839-MONOMER_mod_palmitate(1),,,,REPLACE
moadamp_c,S0775-MONOMER_mod_amp(1),,,,REPLACE
