,value
ABAYE_RS00005,MONOMER
ABAYE_RS00010,MONOMER
ABAYE_RS00015,MONOMER
ABAYE_RS00020,MONOMER
ABAYE_RS00025,MONOMER
ABAYE_RS00030,MONOMER
ABAYE_RS00035,MONOMER
ABAYE_RS00040,MONOMER
ABAYE_RS00045,MONOMER
ABAYE_RS00050,MONOMER
ABAYE_RS00055,MONOMER
ABAYE_RS00060,MONOMER
ABAYE_RS00065,MONOMER
ABAYE_RS00070,MONOMER
ABAYE_RS00075,MONOMER
ABAYE_RS00080,MONOMER
ABAYE_RS00085,MONOMER
ABAYE_RS00090,MONOMER
ABAYE_RS00095,MONOMER
ABAYE_RS00105,MONOMER
ABAYE_RS00110,MONOMER
ABAYE_RS00115,MONOMER
ABAYE_RS00120,MONOMER
ABAYE_RS00130,MONOMER
ABAYE_RS00135,MONOMER
ABAYE_RS00140,MONOMER
ABAYE_RS00145,MONOMER
ABAYE_RS00150,MONOMER
ABAYE_RS00155,MONOMER
ABAYE_RS00160,MONOMER
ABAYE_RS00165,MONOMER
ABAYE_RS00170,MONOMER
ABAYE_RS00175,MONOMER
ABAYE_RS00180,MONOMER
ABAYE_RS00185,MONOMER
ABAYE_RS00190,MONOMER
ABAYE_RS00195,MONOMER
ABAYE_RS00200,MONOMER
ABAYE_RS00205,MONOMER
ABAYE_RS00210,MONOMER
ABAYE_RS00215,MONOMER
ABAYE_RS00220,MONOMER
ABAYE_RS00225,MONOMER
ABAYE_RS00230,MONOMER
ABAYE_RS00235,MONOMER
ABAYE_RS00240,MONOMER
ABAYE_RS00245,MONOMER
ABAYE_RS00250,MONOMER
ABAYE_RS00255,MONOMER
ABAYE_RS00260,MONOMER
ABAYE_RS00265,MONOMER
ABAYE_RS00270,MONOMER
ABAYE_RS00275,MONOMER
ABAYE_RS00280,MONOMER
ABAYE_RS00285,MONOMER
ABAYE_RS00290,MONOMER
ABAYE_RS00295,MONOMER
ABAYE_RS00300,MONOMER
ABAYE_RS00305,MONOMER
ABAYE_RS00310,MONOMER
ABAYE_RS00315,MONOMER
ABAYE_RS00320,MONOMER
ABAYE_RS00325,MONOMER
ABAYE_RS00330,MONOMER
ABAYE_RS00335,MONOMER
ABAYE_RS00340,MONOMER
ABAYE_RS00345,MONOMER
ABAYE_RS00355,MONOMER
ABAYE_RS00360,MONOMER
ABAYE_RS00365,MONOMER
ABAYE_RS00370,MONOMER
ABAYE_RS00375,MONOMER
ABAYE_RS00380,MONOMER
ABAYE_RS00385,MONOMER
ABAYE_RS00390,MONOMER
ABAYE_RS00395,MONOMER
ABAYE_RS00400,MONOMER
ABAYE_RS00405,MONOMER
ABAYE_RS00410,MONOMER
ABAYE_RS00415,MONOMER
ABAYE_RS00420,MONOMER
ABAYE_RS00425,MONOMER
ABAYE_RS00430,MONOMER
ABAYE_RS00435,MONOMER
ABAYE_RS00440,MONOMER
ABAYE_RS00445,MONOMER
ABAYE_RS00450,MONOMER
ABAYE_RS00460,MONOMER
ABAYE_RS00475,MONOMER
ABAYE_RS00480,MONOMER
ABAYE_RS00485,MONOMER
ABAYE_RS00490,MONOMER
ABAYE_RS00495,MONOMER
ABAYE_RS00500,MONOMER
ABAYE_RS00505,MONOMER
ABAYE_RS00510,MONOMER
ABAYE_RS00515,MONOMER
ABAYE_RS00520,MONOMER
ABAYE_RS00525,MONOMER
ABAYE_RS00530,MONOMER
ABAYE_RS00535,MONOMER
ABAYE_RS00540,MONOMER
ABAYE_RS00545,MONOMER
ABAYE_RS00550,MONOMER
ABAYE_RS00555,MONOMER
ABAYE_RS00560,MONOMER
ABAYE_RS00565,MONOMER
ABAYE_RS00570,MONOMER
ABAYE_RS00575,MONOMER
ABAYE_RS00580,MONOMER
ABAYE_RS00585,MONOMER
ABAYE_RS00590,MONOMER
ABAYE_RS00595,MONOMER
ABAYE_RS00600,MONOMER
ABAYE_RS00605,MONOMER
ABAYE_RS00610,MONOMER
ABAYE_RS00615,MONOMER
ABAYE_RS00620,MONOMER
ABAYE_RS00625,rRNA
ABAYE_RS00630,tRNA
ABAYE_RS00635,tRNA
ABAYE_RS00640,rRNA
ABAYE_RS00645,rRNA
ABAYE_RS00650,MONOMER
ABAYE_RS00655,MONOMER
ABAYE_RS00660,MONOMER
ABAYE_RS00665,MONOMER
ABAYE_RS00670,MONOMER
ABAYE_RS00675,MONOMER
ABAYE_RS00680,MONOMER
ABAYE_RS00685,MONOMER
ABAYE_RS00690,MONOMER
ABAYE_RS00695,MONOMER
ABAYE_RS00700,MONOMER
ABAYE_RS00705,MONOMER
ABAYE_RS00710,MONOMER
ABAYE_RS00715,MONOMER
ABAYE_RS00720,MONOMER
ABAYE_RS00725,MONOMER
ABAYE_RS00730,MONOMER
ABAYE_RS00735,MONOMER
ABAYE_RS00740,MONOMER
