,value
G0-10701,RNA
G0-10706,RNA
G0-10738,RNA
G0-16635,RNA
G0-16694,RNA
G0-16695,RNA
G0-16696,RNA
G0-16697,RNA
G0-16698,RNA
G0-16699,RNA
G0-17076,RNA
G0-17079,RNA
G0-8861,RNA
b0001,MONOMER
b0002,MONOMER
b0003,MONOMER
b0004,MONOMER
b0005,MONOMER
b0006,MONOMER
b0007,MONOMER
b0008,MONOMER
b0009,MONOMER
b0010,MONOMER
b0011,MONOMER
b0012,MONOMER
b0013,MONOMER
b0014,MONOMER
b0015,MONOMER
b0016,MONOMER
b0018,MONOMER
b0019,MONOMER
b0020,MONOMER
b0021,MONOMER
b0022,MONOMER
b0023,MONOMER
b0024,MONOMER
b0025,MONOMER
b0026,MONOMER
b0027,MONOMER
b0028,MONOMER
b0029,MONOMER
b0030,MONOMER
b0031,MONOMER
b0032,MONOMER
b0033,MONOMER
b0034,MONOMER
b0035,MONOMER
b0036,MONOMER
b0037,MONOMER
b0038,MONOMER
b0039,MONOMER
b0040,MONOMER
b0041,MONOMER
b0042,MONOMER
b0043,MONOMER
b0044,MONOMER
b0045,MONOMER
b0046,MONOMER
b0047,MONOMER
b0048,MONOMER
b0049,MONOMER
b0050,MONOMER
b0051,MONOMER
b0052,MONOMER
b0053,MONOMER
b0054,MONOMER
b0055,MONOMER
b0056,MONOMER
b0057,MONOMER
b0058,MONOMER
b0059,MONOMER
b0060,MONOMER
b0061,MONOMER
b0062,MONOMER
b0063,MONOMER
b0064,MONOMER
b0065,MONOMER
b0066,MONOMER
b0067,MONOMER
b0068,MONOMER
b0069,MONOMER
b0070,MONOMER
b0071,MONOMER
b0072,MONOMER
b0073,MONOMER
b0074,MONOMER
b0075,MONOMER
b0076,MONOMER
b0077,MONOMER
b0078,MONOMER
b0080,MONOMER
b0081,MONOMER
b0082,MONOMER
b0083,MONOMER
b0084,MONOMER
b0085,MONOMER
b0086,MONOMER
b0087,MONOMER
b0088,MONOMER
b0089,MONOMER
b0090,MONOMER
b0091,MONOMER
b0092,MONOMER
b0093,MONOMER
b0094,MONOMER
b0095,MONOMER
b0096,MONOMER
b0097,MONOMER
b0098,MONOMER
b0099,MONOMER
b0101,MONOMER
b0102,MONOMER
b0103,MONOMER
b0104,MONOMER
b0106,MONOMER
b0107,MONOMER
b0108,MONOMER
b0109,MONOMER
b0110,MONOMER
b0111,MONOMER
b0112,MONOMER
b0113,MONOMER
b0114,MONOMER
b0115,MONOMER
b0116,MONOMER
b0117,MONOMER
b0118,MONOMER
b0119,MONOMER
b0120,MONOMER
b0121,MONOMER
b0122,MONOMER
b0123,MONOMER
b0124,MONOMER
b0125,MONOMER
b0126,MONOMER
b0127,MONOMER
b0128,MONOMER
b0129,MONOMER
b0130,MONOMER
b0131,MONOMER
b0132,MONOMER
b0133,MONOMER
b0134,MONOMER
b0135,MONOMER
b0136,MONOMER
b0137,MONOMER
b0138,MONOMER
b0139,MONOMER
b0140,MONOMER
b0141,MONOMER
b0142,MONOMER
b0143,MONOMER
b0144,MONOMER
b0145,MONOMER
b0146,MONOMER
b0147,MONOMER
b0148,MONOMER
b0149,MONOMER
b0150,MONOMER
b0151,MONOMER
b0152,MONOMER
b0153,MONOMER
b0154,MONOMER
b0155,MONOMER
b0156,MONOMER
b0157,MONOMER
b0158,MONOMER
b0159,MONOMER
b0160,MONOMER
b0161,MONOMER
b0162,MONOMER
b0163,MONOMER
b0164,MONOMER
b0166,MONOMER
b0167,MONOMER
b0168,MONOMER
b0169,MONOMER
b0170,MONOMER
b0171,MONOMER
b0172,MONOMER
b0173,MONOMER
b0174,MONOMER
b0175,MONOMER
b0176,MONOMER
b0177,MONOMER
b0178,MONOMER
b0179,MONOMER
b0180,MONOMER
b0181,MONOMER
b0182,MONOMER
b0183,MONOMER
b0184,MONOMER
b0185,MONOMER
b0186,MONOMER
b0187,MONOMER
b0188,MONOMER
b0189,MONOMER
b0190,MONOMER
b0191,MONOMER
b0192,MONOMER
b0193,MONOMER
b0194,MONOMER
b0195,MONOMER
b0196,MONOMER
b0197,MONOMER
b0198,MONOMER
b0199,MONOMER
b0200,MONOMER
b0201,rRNA
b0202,tRNA
b0203,tRNA
b0204,rRNA
b0205,rRNA
b0206,tRNA
b0207,MONOMER
b0208,MONOMER
b0209,MONOMER
b0210,MONOMER
b0211,MONOMER
b0212,MONOMER
b0213,MONOMER
b0214,MONOMER
b0215,MONOMER
b0216,tRNA
b0217,MONOMER
b0218,MONOMER
b0219,MONOMER
b0220,MONOMER
b0221,MONOMER
b0222,MONOMER
b0223,MONOMER
b0224,MONOMER
b0225,MONOMER
b0226,MONOMER
b0227,MONOMER
b0228,MONOMER
b0229,MONOMER
b0230,MONOMER
b0231,MONOMER
b0232,MONOMER
b0233,MONOMER
b0234,MONOMER
b0235,MONOMER
b0236,MONOMER
b0237,MONOMER
b0238,MONOMER
b0239,MONOMER
b0240,MONOMER
b0241,MONOMER
b0242,MONOMER
b0243,MONOMER
b0244,tRNA
b0245,MONOMER
b0246,MONOMER
b0247,MONOMER
b0248,MONOMER
b0249,MONOMER
b0250,MONOMER
b0251,MONOMER
b0252,MONOMER
b0253,MONOMER
b0254,MONOMER
b0256,MONOMER
b0258,MONOMER
b0259,MONOMER
b0260,MONOMER
b0261,MONOMER
b0262,MONOMER
b0263,MONOMER
b0264,MONOMER
b0265,MONOMER
b0266,MONOMER
b0267,MONOMER
b0268,MONOMER
b0269,MONOMER
b0270,MONOMER
b0271,MONOMER
b0272,MONOMER
b0273,MONOMER
b0274,MONOMER
b0275,MONOMER
b0276,MONOMER
b0277,MONOMER
b0278,MONOMER
b0279,MONOMER
b0280,MONOMER
b0281,MONOMER
b0282,MONOMER
b0283,MONOMER
b0284,MONOMER
b0285,MONOMER
b0286,MONOMER
b0287,MONOMER
b0288,MONOMER
b0289,MONOMER
b0290,MONOMER
b0291,MONOMER
b0292,MONOMER
b0293,MONOMER
b0294,MONOMER
b0295,MONOMER
b0296,MONOMER
b0297,MONOMER
b0298,MONOMER
b0299,MONOMER
b0300,MONOMER
b0301,MONOMER
b0303,MONOMER
b0304,MONOMER
b0305,MONOMER
b0306,MONOMER
b0307,MONOMER
b0308,MONOMER
b0310,MONOMER
b0311,MONOMER
b0312,MONOMER
b0313,MONOMER
b0314,MONOMER
b0315,MONOMER
b0316,MONOMER
b0317,MONOMER
b0318,MONOMER
b0319,MONOMER
b0320,MONOMER
b0321,MONOMER
b0323,MONOMER
b0324,MONOMER
b0325,MONOMER
b0326,MONOMER
b0327,MONOMER
b0328,MONOMER
b0329,MONOMER
b0330,MONOMER
b0331,MONOMER
b0333,MONOMER
b0334,MONOMER
b0335,MONOMER
b0336,MONOMER
b0337,MONOMER
b0338,MONOMER
b0339,MONOMER
b0340,MONOMER
b0341,MONOMER
b0342,MONOMER
b0343,MONOMER
b0344,MONOMER
b0345,MONOMER
b0346,MONOMER
b0347,MONOMER
b0348,MONOMER
b0349,MONOMER
b0350,MONOMER
b0351,MONOMER
b0352,MONOMER
b0353,MONOMER
b0354,MONOMER
b0355,MONOMER
b0356,MONOMER
b0357,MONOMER
b0358,MONOMER
b0360,MONOMER
b0361,MONOMER
b0363,MONOMER
b0364,MONOMER
b0365,MONOMER
b0366,MONOMER
b0367,MONOMER
b0368,MONOMER
b0369,MONOMER
b0372,MONOMER
b0373,MONOMER
b0375,MONOMER
b0376,MONOMER
b0377,MONOMER
b0378,MONOMER
b0379,MONOMER
b0380,MONOMER
b0381,MONOMER
