Reaction,Complexes
12PPDRtex,CPLX0-7530 OR CPLX0-7534 OR G6700-MONOMER OR CPLX0-7533
12PPDStex,CPLX0-7530 OR CPLX0-7534 OR G6700-MONOMER OR CPLX0-7533
14GLUCANabcpp,ABC-16-CPLX
14GLUCANtexi,CPLX0-7655
23CAMPtex,CPLX0-7530 OR CPLX0-7534 OR G6700-MONOMER OR CPLX0-7533
23CCMPtex,CPLX0-7530 OR CPLX0-7534 OR G6700-MONOMER OR CPLX0-7533
23CGMPtex,CPLX0-7530 OR CPLX0-7534 OR G6700-MONOMER OR CPLX0-7533
23CUMPtex,CPLX0-7530 OR CPLX0-7534 OR G6700-MONOMER OR CPLX0-7533
23DAPPAtex,CPLX0-7530 OR CPLX0-7534 OR G6700-MONOMER OR CPLX0-7533
23PDE2pp,CPDB-MONOMER
23PDE4pp,CPDB-MONOMER
23PDE7pp,CPDB-MONOMER
23PDE9pp,CPDB-MONOMER
26DAHtex,CPLX0-7530 OR CPLX0-7534 OR G6700-MONOMER OR CPLX0-7533
2AGPA120tipp,EG12455-MONOMER
2AGPA140tipp,EG12455-MONOMER
2AGPA141tipp,EG12455-MONOMER
2AGPA160tipp,EG12455-MONOMER
2AGPA161tipp,EG12455-MONOMER
2AGPA180tipp,EG12455-MONOMER
2AGPA181tipp,EG12455-MONOMER
2AGPE120tipp,EG12455-MONOMER
2AGPE140tipp,EG12455-MONOMER
2AGPE141tipp,EG12455-MONOMER
2AGPE160tipp,EG12455-MONOMER
2AGPE161tipp,EG12455-MONOMER
2AGPE180tipp,EG12455-MONOMER
2AGPE181tipp,EG12455-MONOMER
2AGPEAT120,AAS-MONOMER_mod_mg2(1)
2AGPEAT140,AAS-MONOMER_mod_mg2(1)
2AGPEAT141,AAS-MONOMER_mod_mg2(1)
2AGPEAT160,AAS-MONOMER_mod_mg2(1)
2AGPEAT161,AAS-MONOMER_mod_mg2(1)
2AGPEAT180,AAS-MONOMER_mod_mg2(1)
2AGPEAT181,AAS-MONOMER_mod_mg2(1)
2AGPG120tipp,EG12455-MONOMER
2AGPG140tipp,EG12455-MONOMER
2AGPG141tipp,EG12455-MONOMER
2AGPG160tipp,EG12455-MONOMER
2AGPG161tipp,EG12455-MONOMER
2AGPG180tipp,EG12455-MONOMER
2AGPG181tipp,EG12455-MONOMER
2AGPGAT120,AAS-MONOMER_mod_mg2(1)
2AGPGAT140,AAS-MONOMER_mod_mg2(1)
2AGPGAT141,AAS-MONOMER_mod_mg2(1)
2AGPGAT160,AAS-MONOMER_mod_mg2(1)
2AGPGAT161,AAS-MONOMER_mod_mg2(1)
2AGPGAT180,AAS-MONOMER_mod_mg2(1)
2AGPGAT181,AAS-MONOMER_mod_mg2(1)
2DGULRGx,CPLX0-235
2DGULRGy,CPLX0-235
2DGULRx,CPLX0-235
2DGULRy,CPLX0-235
2MAHMP,G6246-MONOMER_mod_mg2(1) OR G6580-MONOMER
34dhpactex,CPLX0-7530 OR CPLX0-7534 OR G6700-MONOMER OR CPLX0-7533
3AMACHYD,G6520-MONOMER
3AMPtex,CPLX0-7530 OR CPLX0-7534 OR G6700-MONOMER OR CPLX0-7533
3CMPtex,CPLX0-7530 OR CPLX0-7534 OR G6700-MONOMER OR CPLX0-7533
3GMPtex,CPLX0-7534 OR G6700-MONOMER OR CPLX0-7533 OR CPLX0-7530
3HAD100,FABA-CPLX OR FABZ-CPLX
3HAD120,FABZ-CPLX OR FABA-CPLX
3HAD121,FABZ-CPLX OR FABA-CPLX
3HAD140,FABA-CPLX OR FABZ-CPLX
3HAD141,FABA-CPLX OR FABZ-CPLX
3HAD160,FABA-CPLX OR FABZ-CPLX
3HAD161,FABZ-CPLX OR FABA-CPLX
3HAD180,FABA-CPLX OR FABZ-CPLX
3HAD181,FABA-CPLX OR FABZ-CPLX
3HAD40,FABA-CPLX OR FABZ-CPLX
3HAD60,FABA-CPLX OR FABZ-CPLX
3HAD80,FABA-CPLX OR FABZ-CPLX
3HCINNMH,MHPHYDROXY-MONOMER
3HPPPNH,MHPHYDROXY-MONOMER
3HPPtex,G6700-MONOMER OR CPLX0-7534 OR CPLX0-7533 OR CPLX0-7530
3KGK,LYXK-CPLX_mod_mg2(1)
3NTD2pp,CPDB-MONOMER
3NTD4pp,CPDB-MONOMER
3NTD7pp,CPDB-MONOMER
3NTD9pp,CPDB-MONOMER
3OAR100,3-OXOACYL-ACP-REDUCT-MONOMER
3OAR120,3-OXOACYL-ACP-REDUCT-MONOMER
3OAR121,3-OXOACYL-ACP-REDUCT-MONOMER
3OAR140,3-OXOACYL-ACP-REDUCT-MONOMER
3OAR141,3-OXOACYL-ACP-REDUCT-MONOMER
3OAR160,3-OXOACYL-ACP-REDUCT-MONOMER
3OAR161,3-OXOACYL-ACP-REDUCT-MONOMER
3OAR180,3-OXOACYL-ACP-REDUCT-MONOMER
3OAR181,3-OXOACYL-ACP-REDUCT-MONOMER
3OAR40,3-OXOACYL-ACP-REDUCT-MONOMER
3OAR60,3-OXOACYL-ACP-REDUCT-MONOMER
3OAR80,3-OXOACYL-ACP-REDUCT-MONOMER
3OAS100,FABB-CPLX OR 3-OXOACYL-ACP-SYNTHII-CPLX
3OAS120,3-OXOACYL-ACP-SYNTHII-CPLX OR FABB-CPLX
3OAS121,FABB-CPLX
3OAS140,FABB-CPLX OR 3-OXOACYL-ACP-SYNTHII-CPLX
3OAS141,FABB-CPLX
3OAS160,FABB-CPLX OR 3-OXOACYL-ACP-SYNTHII-CPLX
3OAS161,FABB-CPLX
3OAS180,3-OXOACYL-ACP-SYNTHII-CPLX OR FABB-CPLX
3OAS181,3-OXOACYL-ACP-SYNTHII-CPLX
3OAS60,3-OXOACYL-ACP-SYNTHII-CPLX OR FABB-CPLX
3OAS80,FABB-CPLX OR 3-OXOACYL-ACP-SYNTHII-CPLX
3OXCOAT,G6718-MONOMER
