TU_id,replicon,genes,start,stop,tss,strand,rho_dependent,rnapol
TU1R65-3311_from_STM4165-MONOMER,AE006468.2,STM0411,466562,466909,,+,True,STM4165-MONOMER
TU1R65-5932_from_STM4165-MONOMER,AE006468.2,STM0467,524427,524542,,+,True,STM4165-MONOMER
TU1R65-4793_from_STM4165-MONOMER,"AE006468.2,AE006468.2,AE006468.2,AE006468.2","STM3256,STM3255,STM3254,STM3253",3422612,3426638,,+,True,STM4165-MONOMER
TU1R65-3676_from_STM4165-MONOMER,"AE006468.2,AE006468.2,AE006468.2,AE006468.2,AE006468.2,AE006468.2,AE006468.2,AE006468.2,AE006468.2","STM1109,STM1108,STM1107,STM1106,STM1105,STM1104,STM1103,STM1102,STM1101",1188209,1197258,,+,True,STM4165-MONOMER
TU1R65-5183_from_STM4165-MONOMER,"AE006468.2,AE006468.2","STM4042,STM4041",4251789,4252771,,-,True,STM4165-MONOMER
TU1R65-4044_from_STM4165-MONOMER,"AE006468.2,AE006468.2","STM1756,STM1755",1851053,1852404,,+,True,STM4165-MONOMER
TU1R65-4409_from_STM4165-MONOMER,AE006468.2,STM2509,2622291,2622647,,-,True,STM4165-MONOMER
TU1R65-5551_from_STM4165-MONOMER,AE006468.2,STM3964,4168573,4169526,,-,True,STM4165-MONOMER
TU1R65-3295_from_STM4165-MONOMER,AE006468.2,STM0384,437718,438038,,+,True,STM4165-MONOMER
TU1R65-5916_from_STM4165-MONOMER,AE006468.2,STM0602,663679,664767,,-,True,STM4165-MONOMER
TU1R65-4777_from_STM4165-MONOMER,AE006468.2,STM3223,3391013,3392011,,+,True,STM4165-MONOMER
TU1R65-3660_from_STM4165-MONOMER,AE006468.2,STM1076,1168512,1168970,,-,True,STM4165-MONOMER
TU1R65-5167_from_STM4165-MONOMER,AE006468.2,STM4002,4210137,4210361,,+,True,STM4165-MONOMER
TU1R65-4028_from_STM4165-MONOMER,"AE006468.2,AE006468.2","STM1721,STM1720",1816774,1818283,,-,True,STM4165-MONOMER
TU1R65-4393_from_STM4165-MONOMER,AE006468.2,STM2480,2591761,2593461,,+,True,STM4165-MONOMER
TU1R65-5535_from_STM4165-MONOMER,AE006468.2,STM4126,4343993,4345393,,-,True,STM4165-MONOMER
TU1R65-3279_from_STM4165-MONOMER,AE006468.2,STM0349,391991,392350,,+,True,STM4165-MONOMER
TU1R65-5900_from_STM4165-MONOMER,AE006468.2,STM0801,869336,870244,,-,True,STM4165-MONOMER
TU1R65-4761_from_STM4165-MONOMER,"AE006468.2,AE006468.2,AE006468.2,AE006468.2","STM3194,STM3193,STM3192,STM3191",3354509,3357687,,+,True,STM4165-MONOMER
TU1R65-3644_from_STM4165-MONOMER,"AE006468.2,AE006468.2","STM1050,STM1049",1136464,1139483,,+,True,STM4165-MONOMER
TU1R65-5151_from_STM4165-MONOMER,"AE006468.2,AE006468.2,AE006468.2,AE006468.2","STM3976,STM3975,STM3974,STM3973",4180517,4182929,,+,True,STM4165-MONOMER
TU1R65-4012_from_STM4165-MONOMER,AE006468.2,STM1698,1790151,1791524,,-,True,STM4165-MONOMER
TU1R65-4377_from_STM4165-MONOMER,"AE006468.2,AE006468.2,AE006468.2,AE006468.2","STM2444,STM2443,STM2442,STM2441",2552629,2556440,,-,True,STM4165-MONOMER
TU1R65-5519_from_STM4165-MONOMER,AE006468.2,STM4309,4556484,4557884,,-,True,STM4165-MONOMER
TU1R65-3263_from_STM4165-MONOMER,AE006468.2,STM0319,364529,364930,,+,True,STM4165-MONOMER
TU1R65-5884_from_STM4165-MONOMER,AE006468.2,STM0904,974377,974769,,-,True,STM4165-MONOMER
TU1R65-4745_from_STM4165-MONOMER,AE006468.2,STM3162,3322329,3322988,,+,True,STM4165-MONOMER
TU1R65-3631_from_STM4165-MONOMER,AE006468.2,STM1026,1113938,1114450,,-,True,STM4165-MONOMER
TU1R65-5135_from_STM4165-MONOMER,"AE006468.2,AE006468.2","STM3942,STM3941",4149573,4150489,,+,True,STM4165-MONOMER
TU1R65-3996_from_STM4165-MONOMER,AE006468.2,STM1667,1759687,1760244,,-,True,STM4165-MONOMER
TU1R65-4361_from_STM4165-MONOMER,AE006468.2,STM2407,2523331,2523657,,+,True,STM4165-MONOMER
TU1R65-5503_from_STM4165-MONOMER,AE006468.2,STM4406,4643334,4643606,,+,True,STM4165-MONOMER
TU1R65-3247_from_STM4165-MONOMER,AE006468.2,STM0297,340756,340953,,+,True,STM4165-MONOMER
TU1R65-5868_from_STM4165-MONOMER,AE006468.2,STM1089,1177531,1177851,,+,True,STM4165-MONOMER
TU1R65-4729_from_STM4165-MONOMER,"AE006468.2,AE006468.2,AE006468.2","STM3137,STM3136,STM3135",3296135,3300326,,+,True,STM4165-MONOMER
TU1R65-3615_from_STM4165-MONOMER,AE006468.2,STM1002,1093861,1095075,,+,True,STM4165-MONOMER
TU1R65-5119_from_STM4165-MONOMER,AE006468.2,STM3900,4108748,4108846,,+,True,STM4165-MONOMER
TU1R65-3980_from_STM4165-MONOMER,AE006468.2,STM1641,1731328,1735230,,-,True,STM4165-MONOMER
TU1R65-5487_from_STM4165-MONOMER,AE006468.2,STM4552,4810379,4810615,,+,True,STM4165-MONOMER
TU1R65-4348_from_STM4165-MONOMER,AE006468.2,STM2378,2488621,2489835,,-,True,STM4165-MONOMER
TU1R65-3231_from_STM4165-MONOMER,AE006468.2,STM0264,303403,304134,,+,True,STM4165-MONOMER
TU1R65-5852_from_STM4165-MONOMER,AE006468.2,STM1299,1378627,1379970,,-,True,STM4165-MONOMER
TU1R65-4713_from_STM4165-MONOMER,AE006468.2,STM3104,3263121,3264257,,+,True,STM4165-MONOMER
TU1R65-3599_from_STM4165-MONOMER,AE006468.2,STM0978,1062637,1063920,,+,True,STM4165-MONOMER
TU1R65-5081_from_STM4165-MONOMER,AE006468.2,STM3808,4009390,4009818,,-,True,STM4165-MONOMER
TU1R65-5103_from_STM4165-MONOMER,"AE006468.2,AE006468.2","STM3862,STM3861",4069048,4072436,,-,True,STM4165-MONOMER
TU1R65-3964_from_STM4165-MONOMER,AE006468.2,STM1607,1697532,1698200,,-,True,STM4165-MONOMER
TU1R65-5471_from_STM4165-MONOMER,AE006468.2,STM4578,4833242,4834210,,+,True,STM4165-MONOMER
TU1R65-4332_from_STM4165-MONOMER,"AE006468.2,AE006468.2,AE006468.2,AE006468.2","STM2354,STM2353,STM2352,STM2351",2462130,2465272,,-,True,STM4165-MONOMER
TU1R65-3215_from_STM4165-MONOMER,"AE006468.2,AE006468.2","STM0240,STM0239",280693,281657,,+,True,STM4165-MONOMER
TU1R65-5836_from_STM4165-MONOMER,AE006468.2,STM1462,1536297,1537412,,+,True,STM4165-MONOMER
TU1R65-4697_from_STM4165-MONOMER,"AE006468.2,AE006468.2,AE006468.2","STM3070,STM3069,STM3068",3229517,3232929,,-,True,STM4165-MONOMER
TU1R65-3583_from_STM4165-MONOMER,AE006468.2,STM0953,1030350,1030568,,-,True,STM4165-MONOMER
TU1R65-5065_from_STM4165-MONOMER,"AE006468.2,AE006468.2,AE006468.2","STM3785,STM3784,STM3783",3983676,3985194,,-,True,STM4165-MONOMER
TU1R65-5087_from_STM4165-MONOMER,"AE006468.2,AE006468.2,AE006468.2,AE006468.2","STM3830,STM3829,STM3828,STM3827",4029225,4033957,,-,True,STM4165-MONOMER
TU1R65-3948_from_STM4165-MONOMER,AE006468.2,STM1583,1669498,1670130,,-,True,STM4165-MONOMER
TU1R65-5455_from_STM4165-MONOMER,AE006468.2,STM4549,4807546,4808004,,-,True,STM4165-MONOMER
TU1R65-4316_from_STM4165-MONOMER,AE006468.2,STM2329,2439892,2440044,,-,True,STM4165-MONOMER
TU1R65-3199_from_STM4165-MONOMER,"AE006468.2,AE006468.2","STM0214,STM0213",249290,252816,,-,True,STM4165-MONOMER
TU1R65-5820_from_STM4165-MONOMER,AE006468.2,STM1592,1679308,1679541,,-,True,STM4165-MONOMER
TU1R65-4681_from_STM4165-MONOMER,"AE006468.2,AE006468.2","STM3041,STM3040",3199225,3201633,,-,True,STM4165-MONOMER
TU1R65-3567_from_STM4165-MONOMER,AE006468.2,STM0923,994234,994911,,+,True,STM4165-MONOMER
TU1R65-5049_from_STM4165-MONOMER,AE006468.2,STM3756,3954081,3954698,,+,True,STM4165-MONOMER
TU1R65-3932_from_STM4165-MONOMER,"AE006468.2,AE006468.2,AE006468.2","STM1560,STM1559,STM1558",1636053,1642494,,-,True,STM4165-MONOMER
TU1R65-5439_from_STM4165-MONOMER,"AE006468.2,AE006468.2","STM4525,STM4524",4777624,4780619,,-,True,STM4165-MONOMER
TU1R65-4300_from_STM4165-MONOMER,"AE006468.2,AE006468.2","STM2283,STM2282",2387529,2389962,,-,True,STM4165-MONOMER
TU1R65-3183_from_STM4165-MONOMER,AE006468.2,STM0180,211031,211411,,-,True,STM4165-MONOMER
TU1R65-4665_from_STM4165-MONOMER,AE006468.2,STM3017,3177580,3178341,,-,True,STM4165-MONOMER
TU1R65-3551_from_STM4165-MONOMER,AE006468.2,STM0896,965344,965736,,-,True,STM4165-MONOMER
TU1R65-5033_from_STM4165-MONOMER,AE006468.2,STM3726,3921143,3921952,,-,True,STM4165-MONOMER
TU1R65-3916_from_STM4165-MONOMER,AE006468.2,STM1527,1604146,1605093,,+,True,STM4165-MONOMER
TU1R65-5423_from_STM4165-MONOMER,"AE006468.2,AE006468.2","STM4501,STM4500",4753959,4755852,,-,True,STM4165-MONOMER
TU1R65-4284_from_STM4165-MONOMER,"AE006468.2,AE006468.2","STM2240,STM2239",2339183,2340555,,-,True,STM4165-MONOMER
TU1R65-3167_from_STM4165-MONOMER,"AE006468.2,AE006468.2","STM0147,STM0146",169354,170768,,+,True,STM4165-MONOMER
TU1R65-4649_from_STM4165-MONOMER,"AE006468.2,AE006468.2","STM2990,STM2989",3141070,3141249,,+,True,STM4165-MONOMER
TU1R65-5791_from_STM4165-MONOMER,AE006468.2,STM1749,1843122,1845800,,+,True,STM4165-MONOMER
TU1R65-3535_from_STM4165-MONOMER,AE006468.2,STM0860,933181,933606,,-,True,STM4165-MONOMER
TU1R65-5017_from_STM4165-MONOMER,"AE006468.2,AE006468.2","STM3691,STM3690",3880513,3885625,,+,True,STM4165-MONOMER
TU1R65-3900_from_STM4165-MONOMER,AE006468.2,STM1500,1579540,1579848,,-,True,STM4165-MONOMER
TU1R65-5407_from_STM4165-MONOMER,"AE006468.2,AE006468.2,AE006468.2","STM4467,STM4466,STM4465",4707284,4710563,,-,True,STM4165-MONOMER
