,value
STM0411,TU1R65-3311
STM0467,TU1R65-5932
STM3256,TU1R65-4793
STM3255,TU1R65-4793
STM3254,TU1R65-4793
STM3253,TU1R65-4793
STM1109,TU1R65-3676
STM1108,TU1R65-3676
STM1107,TU1R65-3676
STM1106,TU1R65-3676
STM1105,TU1R65-3676
STM1104,TU1R65-3676
STM1103,TU1R65-3676
STM1102,TU1R65-3676
STM1101,TU1R65-3676
STM4042,TU1R65-5183
STM4041,TU1R65-5183
STM1756,TU1R65-4044
STM1755,TU1R65-4044
STM2509,TU1R65-4409
STM3964,TU1R65-5551
STM0384,TU1R65-3295
STM0602,TU1R65-5916
STM3223,TU1R65-4777
STM1076,TU1R65-3660
STM4002,TU1R65-5167
STM1721,TU1R65-4028
STM1720,TU1R65-4028
STM2480,TU1R65-4393
STM4126,TU1R65-5535
STM0349,TU1R65-3279
STM0801,TU1R65-5900
STM3194,TU1R65-4761
STM3193,TU1R65-4761
STM3192,TU1R65-4761
STM3191,TU1R65-4761
STM1050,TU1R65-3644
STM1049,TU1R65-3644
STM3976,TU1R65-5151
STM3975,TU1R65-5151
STM3974,TU1R65-5151
STM3973,TU1R65-5151
STM1698,TU1R65-4012
STM2444,TU1R65-4377
STM2443,TU1R65-4377
STM2442,TU1R65-4377
STM2441,TU1R65-4377
STM4309,TU1R65-5519
STM0319,TU1R65-3263
STM0904,TU1R65-5884
STM3162,TU1R65-4745
STM1026,TU1R65-3631
STM3942,TU1R65-5135
STM3941,TU1R65-5135
STM1667,TU1R65-3996
STM2407,TU1R65-4361
STM4406,TU1R65-5503
STM0297,TU1R65-3247
STM1089,TU1R65-5868
STM3137,TU1R65-4729
STM3136,TU1R65-4729
STM3135,TU1R65-4729
STM1002,TU1R65-3615
STM3900,TU1R65-5119
STM1641,TU1R65-3980
STM4552,TU1R65-5487
STM2378,TU1R65-4348
STM0264,TU1R65-3231
STM1299,TU1R65-5852
STM3104,TU1R65-4713
STM0978,TU1R65-3599
STM3808,TU1R65-5081
STM3862,TU1R65-5103
STM3861,TU1R65-5103
STM1607,TU1R65-3964
STM4578,TU1R65-5471
STM2354,TU1R65-4332
STM2353,TU1R65-4332
STM2352,TU1R65-4332
STM2351,TU1R65-4332
STM0240,TU1R65-3215
STM0239,TU1R65-3215
STM1462,TU1R65-5836
STM3070,TU1R65-4697
STM3069,TU1R65-4697
STM3068,TU1R65-4697
STM0953,TU1R65-3583
STM3785,TU1R65-5065
STM3784,TU1R65-5065
STM3783,TU1R65-5065
STM3830,TU1R65-5087
STM3829,TU1R65-5087
STM3828,TU1R65-5087
STM3827,TU1R65-5087
STM1583,TU1R65-3948
STM4549,TU1R65-5455
STM2329,TU1R65-4316
STM0214,TU1R65-3199
STM0213,TU1R65-3199
STM1592,TU1R65-5820
STM3041,TU1R65-4681
STM3040,TU1R65-4681
STM0923,TU1R65-3567
STM3756,TU1R65-5049
STM1560,TU1R65-3932
STM1559,TU1R65-3932
STM1558,TU1R65-3932
STM4525,TU1R65-5439
STM4524,TU1R65-5439
STM2283,TU1R65-4300
STM2282,TU1R65-4300
STM0180,TU1R65-3183
STM3017,TU1R65-4665
STM0896,TU1R65-3551
STM3726,TU1R65-5033
STM1527,TU1R65-3916
STM4501,TU1R65-5423
STM4500,TU1R65-5423
STM2240,TU1R65-4284
STM2239,TU1R65-4284
STM0147,TU1R65-3167
STM0146,TU1R65-3167
STM2990,TU1R65-4649
STM2989,TU1R65-4649
STM1749,TU1R65-5791
STM0860,TU1R65-3535
STM3691,TU1R65-5017
STM3690,TU1R65-5017
STM1500,TU1R65-3900
STM4467,TU1R65-5407
STM4466,TU1R65-5407
STM4465,TU1R65-5407
STM2213,TU1R65-4268
STM2212,TU1R65-4268
STM0114,TU1R65-3151
STM2968,TU1R65-4633
STM1841,TU1R65-5775
STM0830,TU1R65-3519
STM0829,TU1R65-3519
STM0828,TU1R65-3519
STM1473,TU1R65-3884
STM4436,TU1R65-5391
STM2184,TU1R65-4252
STM0084,TU1R65-3135
STM2926,TU1R65-4617
STM1983,TU1R65-5759
STM0792,TU1R65-3503
STM3630,TU1R65-4985
STM3629,TU1R65-4985
STM3628,TU1R65-4985
STM3627,TU1R65-4985
STM3626,TU1R65-4985
STM1447,TU1R65-3868
STM4411,TU1R65-5375
STM4410,TU1R65-5375
STM4409,TU1R65-5375
STM2156A,TU1R65-4236
STM0051,TU1R65-3119
STM0050,TU1R65-3119
STM2877,TU1R65-4601
STM2876,TU1R65-4601
STM2170,TU1R65-5743
STM0758,TU1R65-3487
STM3599,TU1R65-4969
STM1422,TU1R65-3852
STM1421,TU1R65-3852
STM1420,TU1R65-3852
STM1419,TU1R65-3852
STM4377,TU1R65-5359
STM2122,TU1R65-4220
STM0019,TU1R65-3103
STM2838,TU1R65-4585
STM2837,TU1R65-4585
STM2371,TU1R65-5727
STM0723,TU1R65-3471
STM0722,TU1R65-3471
STM3576,TU1R65-4953
STM1378,TU1R65-3836
STM4339,TU1R65-5343
STM2066,TU1R65-4204
STM4599,TU1R65-3087
STM2813,TU1R65-4569
STM2478,TU1R65-5711
STM0695,TU1R65-3455
STM3545,TU1R65-4937
STM1350,TU1R65-3820
STM4311,TU1R65-5327
STM2007,TU1R65-4188
PSLT064,TU1R65-3071
STM2779,TU1R65-4553
STM2646,TU1R65-5695
STM0668,TU1R65-3439
STM3517,TU1R65-4921
STM3516,TU1R65-4921
STM1324,TU1R65-3804
STM4284,TU1R65-5311
STM1982,TU1R65-4172
PSLT040,TU1R65-3055
STM2753,TU1R65-4537
STM2752,TU1R65-4537
STM2751,TU1R65-4537
STM2750,TU1R65-4537
STM2839,TU1R65-5679
STM0633,TU1R65-3423
STM3487,TU1R65-4905
STM3486,TU1R65-4905
STM1294,TU1R65-3788
STM1293,TU1R65-3788
STM4253,TU1R65-5295
STM4252,TU1R65-5295
STM1951,TU1R65-4156
PSLT014,TU1R65-3039
STM2718,TU1R65-4521
STM2717,TU1R65-4521
STM2716,TU1R65-4521
STM3013,TU1R65-5663
STM0599,TU1R65-3407
STM0598,TU1R65-3407
STM0597,TU1R65-3407
STM0596,TU1R65-3407
STM0595,TU1R65-3407
STM3455,TU1R65-4889
STM1272,TU1R65-3772
STM1271,TU1R65-3772
STM4226,TU1R65-5279
STM1925,TU1R65-4140
STM1924,TU1R65-4140
STM2686,TU1R65-4505
STM3129,TU1R65-5647
STM0559,TU1R65-3391
STM0558,TU1R65-3391
STM0557,TU1R65-3391
STM3407,TU1R65-4873
STM3406,TU1R65-4873
STM4185,TU1R65-5263
STM1895,TU1R65-4124
STM1894,TU1R65-4124
STM2665,TU1R65-4489
STM2663,TU1R65-4489
STM3246,TU1R65-5631
STM0516,TU1R65-3375
STM0515,TU1R65-3375
STM3376,TU1R65-4857
STM1224,TU1R65-3740
STM4155,TU1R65-5247
STM1869A,TU1R65-4108
