Complex	Complex_compartment	Protein	Protein_compartment	translocase_pathway
SYNPCC7942_0782-MONOMER	Membrane	SYNPCC7942_RS04055()	Membrane	s
SYNPCC7942_0401-MONOMER	Inner_Membrane	SYNPCC7942_RS02045()	Inner_Membrane	s
SYNPCC7942_0016-MONOMER	Membrane	SYNPCC7942_RS00085()	Membrane	s
SYNPCC7942_0750-MONOMER	Membrane	SYNPCC7942_RS03885()	Membrane	s
SYNPCC7942_0369-MONOMER	Membrane	SYNPCC7942_RS01880()	Membrane	s
SYNPCC7942_1473-MONOMER	Membrane	SYNPCC7942_RS07530()	Membrane	s
SYNPCC7942_0353-MONOMER	Membrane	SYNPCC7942_RS01795()	Membrane	s
SYNPCC7942_1457-MONOMER	Membrane	SYNPCC7942_RS07455()	Membrane	s
SYNPCC7942_1441-MONOMER	Inner_Membrane	SYNPCC7942_RS07370()	Inner_Membrane	s
SYNPCC7942_1811-MONOMER	Membrane	SYNPCC7942_RS09200()	Membrane	s
SYNPCC7942_2441-MONOMER	Inner_Membrane	SYNPCC7942_RS12405()	Inner_Membrane	s
SYNPCC7942_0289-MONOMER	Inner_Membrane	SYNPCC7942_RS01470()	Inner_Membrane	s
SYNPCC7942_0622-MONOMER	Membrane	SYNPCC7942_RS03190()	Membrane	s
SYNPCC7942_0238-MONOMER	Membrane	SYNPCC7942_RS01210()	Membrane	s
SYNPCC7942_1728-MONOMER	Membrane	SYNPCC7942_RS08795()	Membrane	s
SYNPCC7942_1345-MONOMER	Inner_Membrane	SYNPCC7942_RS06875()	Inner_Membrane	s
SYNPCC7942_0590-MONOMER	Membrane	SYNPCC7942_RS03025()	Membrane	s
SYNPCC7942_1329-MONOMER	Membrane	SYNPCC7942_RS06795()	Membrane	s
SYNPCC7942_2326-MONOMER	Membrane	SYNPCC7942_RS11825()	Membrane	s
SYNPCC7942_1680-MONOMER	Inner_Membrane	SYNPCC7942_RS08560()	Inner_Membrane	s
SYNPCC7942_0558-MONOMER	Membrane	SYNPCC7942_RS02840()	Membrane	s
SYNPCC7942_2032-MONOMER	Membrane	SYNPCC7942_RS10310()	Membrane	s
SYNPCC7942_0526-MONOMER	Inner_Membrane	SYNPCC7942_RS02675()	Inner_Membrane	s
SYNPCC7942_0142-MONOMER	Inner_Membrane	SYNPCC7942_RS00720()	Inner_Membrane	s
SYNPCC7942_1616-MONOMER	Membrane	SYNPCC7942_RS08245()	Membrane	s
SYNPCC7942_2246-MONOMER	Inner_Membrane	SYNPCC7942_RS11405()	Inner_Membrane	s
SYNPCC7942_1233-MONOMER	Membrane	SYNPCC7942_RS06320()	Membrane	s
SYNPCC7942_0478-MONOMER	Membrane	SYNPCC7942_RS02435()	Membrane	s
SYNPCC7942_2214-MONOMER	Inner_Membrane	SYNPCC7942_RS11245()	Inner_Membrane	s
SYNPCC7942_0811-MONOMER	Membrane	SYNPCC7942_RS04195()	Membrane	s
SYNPCC7942_2182-MONOMER	Membrane	SYNPCC7942_RS11090()	Membrane	s
SYNPCC7942_1169-MONOMER	Periplasm	SYNPCC7942_RS05995()	Periplasm	s
SYNPCC7942_1904-MONOMER	Inner_Membrane	SYNPCC7942_RS09655()	Inner_Membrane	s
SYNPCC7942_0779-MONOMER	Membrane	SYNPCC7942_RS04040()	Membrane	s
SYNPCC7942_0398-MONOMER	Membrane	SYNPCC7942_RS02030()	Membrane	s
SYNPCC7942_0763-MONOMER	Membrane	SYNPCC7942_0763()	Membrane	s
SYNPCC7942_0382-MONOMER	Membrane	SYNPCC7942_RS01950()	Membrane	s
SYNPCC7942_1872-MONOMER	Membrane	SYNPCC7942_RS09495()	Membrane	s
SYNPCC7942_1486-MONOMER	Inner_Membrane	SYNPCC7942_RS07595()	Inner_Membrane	s
SYNPCC7942_0366-MONOMER	Membrane	SYNPCC7942_RS01865()	Membrane	s
SYNPCC7942_1470-MONOMER	Membrane	SYNPCC7942_1470()	Membrane	s
SYNPCC7942_2470-MONOMER	Membrane	SYNPCC7942_RS12555()	Membrane	s
SYNPCC7942_2454-MONOMER	Inner_Membrane	SYNPCC7942_2454()	Inner_Membrane	s
SYNPCC7942_0683-MONOMER	Membrane	SYNPCC7942_RS03500()	Membrane	s
SYNPCC7942_2438-MONOMER	Membrane	SYNPCC7942_RS12385()	Membrane	s
SYNPCC7942_1056-MONOMER	Membrane	SYNPCC7942_RS05415()	Membrane	s
SYNPCC7942_2422-MONOMER	Membrane	SYNPCC7942_RS12305()	Membrane	s
SYNPCC7942_1406-MONOMER	Inner_Membrane	SYNPCC7942_RS07195()	Inner_Membrane	s
SYNPCC7942_0619-MONOMER	Membrane	SYNPCC7942_RS03175()	Membrane	s
SYNPCC7942_0235-MONOMER	Membrane	SYNPCC7942_RS01195()	Membrane	s
SYNPCC7942_0970-MONOMER	Inner_Membrane	SYNPCC7942_RS04985()	Inner_Membrane	s
SYNPCC7942_1709-MONOMER	Membrane	SYNPCC7942_RS08695()	Membrane	s
SYNPCC7942_1693-MONOMER	Membrane	SYNPCC7942_RS08620()	Membrane	s
SYNPCC7942_0571-MONOMER	Inner_Membrane	SYNPCC7942_RS02905()	Inner_Membrane	s
