Complex,Complex_compartment,Protein,Protein_compartment,translocase_pathway
GMET_RS11215-MONOMER,Inner_Membrane,Gmet_2227(),Periplasm,t
GMET_RS12650-MONOMER,Outer_Membrane,Gmet_2517(),Outer_Membrane,sb
GMET_RS00195-MONOMER,Inner_Membrane,Gmet_0039(),Inner_Membrane,r
GMET_RS02045-MONOMER,Inner_Membrane,Gmet_0409(),Inner_Membrane,r
GMET_RS15425-MONOMER,Periplasm,Gmet_3078(),Periplasm,s
GMET_RS16355-MONOMER,Outer_Membrane,Gmet_3262(),Outer_Membrane,pla
GMET_RS06685-MONOMER,Inner_Membrane,Gmet_1326(),Inner_Membrane,r
GMET_RS17005-MONOMER,Inner_Membrane,Gmet_3393(),Inner_Membrane,r
CPLX_DHNAOT4-0,Inner_Membrane,Gmet_3393(),Inner_Membrane,r
CPLX2LZ9-15,Inner_Membrane,Gmet_0249(),Inner_Membrane,p
CPLX2LZ9-13,Inner_Membrane,Gmet_0249(),Inner_Membrane,p
GMET_RS01250-MONOMER,Inner_Membrane,Gmet_0249(),Inner_Membrane,p
CPLX_CYOO2pp-0,Inner_Membrane,Gmet_0249(),Inner_Membrane,p
CPLX2LZ9-15,Inner_Membrane,Gmet_0250(),Inner_Membrane,r
GMET_RS01255-MONOMER,Inner_Membrane,Gmet_0250(),Inner_Membrane,r
CPLX_CYOO2pp-0,Inner_Membrane,Gmet_0250(),Inner_Membrane,r
CPLX2LZ9-15,Inner_Membrane,Gmet_0252(),Inner_Membrane,p
CPLX2LZ9-13,Inner_Membrane,Gmet_0252(),Inner_Membrane,p
GMET_RS01265-MONOMER,Inner_Membrane,Gmet_0252(),Inner_Membrane,p
CPLX_CYOO2pp-0,Inner_Membrane,Gmet_0252(),Inner_Membrane,p
GMET_RS06935-MONOMER,Periplasm,Gmet_1377(),Periplasm,s
GMET_RS03805-MONOMER,Inner_Membrane,Gmet_0760(),Inner_Membrane,r
GMET_RS09635-MONOMER,Inner_Membrane,Gmet_1906(),Periplasm,s
CPLX2LZ9-3,Inner_Membrane,Gmet_1906(),Periplasm,s
GMET_RS09625-MONOMER,Inner_Membrane,Gmet_1904(),Inner_Membrane,r
CPLX2LZ9-3,Inner_Membrane,Gmet_1904(),Inner_Membrane,r
CPLX2LZ9-3,Inner_Membrane,Gmet_1905(),Inner_Membrane,r
GMET_RS09630-MONOMER,Inner_Membrane,Gmet_1905(),Inner_Membrane,r
GMET_RS15650-MONOMER,Periplasm,Gmet_3122(),Periplasm,s
GMET_RS12085-MONOMER,Inner_Membrane,Gmet_2400(),Inner_Membrane,r
GMET_RS17750-MONOMER,Outer_Membrane,Gmet_3538(),Inner_Membrane,s
CPLX2LZ9-7,Inner_Membrane,Gmet_2600(),Inner_Membrane,r
GMET_RS13050-MONOMER,Inner_Membrane,Gmet_2600(),Inner_Membrane,r
CPLX_BCR6pp-0,Inner_Membrane,Gmet_2600(),Inner_Membrane,r
CPLX_BCR6pp-2,Inner_Membrane,Gmet_2600(),Inner_Membrane,r
GMET_RS00430-MONOMER,Inner_Membrane,Gmet_0086(),Inner_Membrane,r
CPLX2LZ9-19,Inner_Membrane,Gmet_0152(),Inner_Membrane,p
CPLX2LZ9-5,Inner_Membrane,Gmet_0152(),Inner_Membrane,p
GMET_RS00765-MONOMER,Inner_Membrane,Gmet_0152(),Inner_Membrane,p
CPLX2LZ9-19,Inner_Membrane,Gmet_0171(),Inner_Membrane,r
CPLX2LZ9-5,Inner_Membrane,Gmet_0171(),Inner_Membrane,r
GMET_RS00860-MONOMER,Inner_Membrane,Gmet_0171(),Inner_Membrane,r
CPLX2LZ9-19,Inner_Membrane,Gmet_0165(),Inner_Membrane,r
CPLX2LZ9-5,Inner_Membrane,Gmet_0165(),Inner_Membrane,r
GMET_RS00830-MONOMER,Inner_Membrane,Gmet_0165(),Inner_Membrane,r
CPLX2LZ9-19,Inner_Membrane,Gmet_0167(),Inner_Membrane,p
CPLX2LZ9-5,Inner_Membrane,Gmet_0167(),Inner_Membrane,p
GMET_RS00840-MONOMER,Inner_Membrane,Gmet_0167(),Inner_Membrane,p
CPLX2LZ9-20,Inner_Membrane,Gmet_3344(),Inner_Membrane,r
GMET_RS16760-MONOMER,Inner_Membrane,Gmet_3344(),Inner_Membrane,r
CPLX_NADH17pp-0,Inner_Membrane,Gmet_3344(),Inner_Membrane,r
