,value
SGL_RS00005,MONOMER
SGL_RS00010,MONOMER
SGL_RS00015,MONOMER
SGL_RS00020,MONOMER
SGL_RS00025,MONOMER
SGL_RS00030,MONOMER
SGL_RS00035,MONOMER
SGL_RS00040,MONOMER
SGL_RS00045,MONOMER
SGL_RS00050,MONOMER
SGL_RS00055,MONOMER
SGL_RS00060,MONOMER
SGL_RS00065,MONOMER
SGL_RS00070,MONOMER
SGL_RS00075,MONOMER
SGL_RS00080,MONOMER
SGL_RS00085,MONOMER
SGL_RS00090,MONOMER
SGL_RS00095,MONOMER
SGL_RS00100,MONOMER
SGL_RS00105,MONOMER
SGL_RS00110,MONOMER
SGL_RS00115,MONOMER
SGL_RS00120,MONOMER
SGL_RS00125,MONOMER
SGL_RS00130,MONOMER
SGL_RS00135,MONOMER
SGL_RS00140,MONOMER
SGL_RS00145,MONOMER
SGL_RS00150,MONOMER
SGL_RS00155,MONOMER
SGL_RS00160,MONOMER
SGL_RS00165,MONOMER
SGL_RS00170,MONOMER
SGL_RS00175,MONOMER
SGL_RS00180,MONOMER
SGL_RS00185,MONOMER
SGL_RS00190,MONOMER
SGL_RS00195,MONOMER
SGL_RS00200,MONOMER
SGL_RS00205,MONOMER
SGL_RS00210,MONOMER
SGL_RS00215,MONOMER
SGL_RS00220,MONOMER
SGL_RS00225,MONOMER
SGL_RS00230,MONOMER
SGL_RS00235,MONOMER
SGL_RS00240,MONOMER
SGL_RS00245,MONOMER
SGL_RS00250,MONOMER
SGL_RS00255,MONOMER
SGL_RS00260,MONOMER
SGL_RS00265,MONOMER
SGL_RS00270,MONOMER
SGL_RS00275,MONOMER
SGL_RS00280,MONOMER
SGL_RS00285,MONOMER
SGL_RS00290,MONOMER
SGL_RS00295,MONOMER
SGL_RS00300,MONOMER
SGL_RS00305,MONOMER
SGL_RS00315,MONOMER
SGL_RS00320,MONOMER
SGL_RS00330,MONOMER
SGL_RS00335,MONOMER
SGL_RS00340,MONOMER
SGL_RS00345,MONOMER
SGL_RS00350,MONOMER
SGL_RS00355,MONOMER
SGL_RS00360,MONOMER
SGL_RS00365,MONOMER
SGL_RS00370,MONOMER
SGL_RS00375,MONOMER
SGL_RS00385,MONOMER
SGL_RS00390,MONOMER
SGL_RS00395,MONOMER
SGL_RS00400,MONOMER
SGL_RS00405,MONOMER
SGL_RS00410,MONOMER
SGL_RS00415,MONOMER
SGL_RS00420,MONOMER
SGL_RS00425,MONOMER
SGL_RS00430,MONOMER
SGL_RS00435,MONOMER
SGL_RS00440,MONOMER
SGL_RS00445,MONOMER
SGL_RS00450,MONOMER
SGL_RS00455,MONOMER
SGL_RS00465,MONOMER
SGL_RS00470,MONOMER
SGL_RS00475,MONOMER
SGL_RS00480,MONOMER
SGL_RS00485,MONOMER
SGL_RS00490,MONOMER
SGL_RS00495,MONOMER
SGL_RS00500,MONOMER
SGL_RS00510,MONOMER
SGL_RS00515,MONOMER
SGL_RS00520,MONOMER
SGL_RS00525,MONOMER
SGL_RS00530,MONOMER
SGL_RS00535,MONOMER
SGL_RS00540,MONOMER
SGL_RS00545,MONOMER
SGL_RS00550,MONOMER
SGL_RS00555,MONOMER
SGL_RS00560,MONOMER
SGL_RS00565,MONOMER
SGL_RS00570,MONOMER
SGL_RS00575,MONOMER
SGL_RS00580,MONOMER
SGL_RS00585,MONOMER
SGL_RS00590,MONOMER
SGL_RS00595,MONOMER
SGL_RS00600,MONOMER
SGL_RS00605,MONOMER
SGL_RS00610,MONOMER
SGL_RS00615,MONOMER
SGL_RS00620,MONOMER
SGL_RS00625,MONOMER
SGL_RS00635,MONOMER
SGL_RS00640,MONOMER
SGL_RS00645,MONOMER
SGL_RS00650,MONOMER
SGL_RS00655,MONOMER
SGL_RS00660,MONOMER
SGL_RS00665,MONOMER
SGL_RS00670,MONOMER
SGL_RS00675,MONOMER
SGL_RS00680,MONOMER
SGL_RS00685,MONOMER
SGL_RS00690,MONOMER
SGL_RS00695,MONOMER
