Gene Name,Accession-1,Left-End-Position,Right-End-Position,Product,replicon
SGL_RS11745,SGL_RS11745,2087803,2087875,SGL_RS11745-tRNA,NC_000911.1
SGL_RS14840,SGL_RS14840,2785940,2786717,SGL_RS14840-MONOMER,NC_000911.1
SGL_RS07530,SGL_RS07530,1215452,1216151,SGL_RS07530-MONOMER,NC_000911.1
SGL_RS06740,SGL_RS06740,1042608,1042953,SGL_RS06740-MONOMER,NC_000911.1
SGL_RS18595,SGL_RS18595,0,294,SGL_RS18595-MONOMER,SGL_RS18595
SGL_RS16950,SGL_RS16950,3257691,3259887,SGL_RS16950-MONOMER,NC_000911.1
SGL_RS01225,SGL_RS01225,0,1728,SGL_RS01225-MONOMER,SGL_RS01225
SGL_RS17280,SGL_RS17280,3331624,3332821,SGL_RS17280-MONOMER,NC_000911.1
SGL_RS01085,SGL_RS01085,0,627,SGL_RS01085-MONOMER,SGL_RS01085
SGL_RS03615,SGL_RS03615,365273,365621,SGL_RS03615-MONOMER,NC_000911.1
SGL_RS06980,SGL_RS06980,1093625,1094495,SGL_RS06980-MONOMER,NC_000911.1
SGL_RS05860,SGL_RS05860,843612,844221,SGL_RS05860-MONOMER,NC_000911.1
SGL_RS04395,SGL_RS04395,545249,545588,SGL_RS04395-MONOMER,NC_000911.1
SGL_RS00580,SGL_RS00580,0,435,SGL_RS00580-MONOMER,SGL_RS00580
SGL_RS06435,SGL_RS06435,976705,977842,SGL_RS06435-MONOMER,NC_000911.1
SGL_RS10495,SGL_RS10495,1826258,1826708,SGL_RS10495-MONOMER,NC_000911.1
SGL_RS09170,SGL_RS09170,1560386,1561424,SGL_RS09170-MONOMER,NC_000911.1
SGL_RS05310,SGL_RS05310,737866,738808,SGL_RS05310-MONOMER,NC_000911.1
SGL_RS03015,SGL_RS03015,247116,247569,SGL_RS03015-MONOMER,NC_000911.1
SGL_RS15875,SGL_RS15875,3009462,3010095,SGL_RS15875-MONOMER,NC_000911.1
SGL_RS13905,SGL_RS13905,2581943,2582366,SGL_RS13905-MONOMER,NC_000911.1
SGL_RS11165,SGL_RS11165,1965484,1965949,SGL_RS11165-MONOMER,NC_000911.1
SGL_RS17520,SGL_RS17520,3386776,3388465,SGL_RS17520-MONOMER,NC_000911.1
SGL_RS03450,SGL_RS03450,336746,337760,SGL_RS03450-MONOMER,NC_000911.1
SGL_RS12735,SGL_RS12735,2309412,2310471,SGL_RS12735-MONOMER,NC_000911.1
SGL_RS11370,SGL_RS11370,2012753,2013485,SGL_RS11370-MONOMER,NC_000911.1
SGL_RS12315,SGL_RS12315,2224788,2225079,SGL_RS12315-MONOMER,NC_000911.1
SGL_RS13520,SGL_RS13520,2504414,2506043,SGL_RS13520-MONOMER,NC_000911.1
SGL_RS00430,SGL_RS00430,0,246,SGL_RS00430-MONOMER,SGL_RS00430
SGL_RS15315,SGL_RS15315,2886181,2887513,SGL_RS15315-MONOMER,NC_000911.1
SGL_RS07280,SGL_RS07280,1157028,1158909,SGL_RS07280-MONOMER,NC_000911.1
SGL_RS01265,SGL_RS01265,0,222,SGL_RS01265-MONOMER,SGL_RS01265
SGL_RS18850,SGL_RS18850,1616903,>1617466,SGL_RS18850-MONOMER,NC_000911.1
SGL_RS08445,SGL_RS08445,1399297,1400311,SGL_RS08445-MONOMER,NC_000911.1
SGL_RS15290,SGL_RS15290,2880765,2881155,SGL_RS15290-MONOMER,NC_000911.1
SGL_RS18110,SGL_RS18110,3520596,3521694,SGL_RS18110-MONOMER,NC_000911.1
SGL_RS15235,SGL_RS15235,2868766,2869561,SGL_RS15235-MONOMER,NC_000911.1
