Reaction	Complexes
12PPDRtex	YPO1222-MONOMER
12PPDStex	YPO1222-MONOMER
14GLUCANabcpp	CPLX_14GLUCANabcpp-0
14GLUCANtexi	YPO3711-MONOMER
23CAMPtex	YPO1222-MONOMER
23CCMPtex	YPO1222-MONOMER
23CGMPtex	YPO1222-MONOMER
23CUMPtex	YPO1222-MONOMER
23DAPPAtex	YPO1222-MONOMER
23PDE2pp	YPO3530-MONOMER
23PDE4pp	YPO3530-MONOMER
23PDE7pp	YPO3530-MONOMER
23PDE9pp	YPO3530-MONOMER
26DAHtex	YPO1222-MONOMER
2AGPA120tipp	YPO0792-MONOMER
2AGPA140tipp	YPO0792-MONOMER
2AGPA141tipp	YPO0792-MONOMER
2AGPA160tipp	YPO0792-MONOMER
2AGPA161tipp	YPO0792-MONOMER
2AGPA180tipp	YPO0792-MONOMER
2AGPA181tipp	YPO0792-MONOMER
2AGPE120tipp	YPO0792-MONOMER
2AGPE140tipp	YPO0792-MONOMER
2AGPE141tipp	YPO0792-MONOMER
2AGPE160tipp	YPO0792-MONOMER
2AGPE161tipp	YPO0792-MONOMER
2AGPE180tipp	YPO0792-MONOMER
2AGPE181tipp	YPO0792-MONOMER
2AGPEAT120	YPO0793-MONOMER_mod_mg2(1)
2AGPEAT140	YPO0793-MONOMER_mod_mg2(1)
2AGPEAT141	YPO0793-MONOMER_mod_mg2(1)
2AGPEAT160	YPO0793-MONOMER_mod_mg2(1)
2AGPEAT161	YPO0793-MONOMER_mod_mg2(1)
2AGPEAT180	YPO0793-MONOMER_mod_mg2(1)
2AGPEAT181	YPO0793-MONOMER_mod_mg2(1)
2AGPG120tipp	YPO0792-MONOMER
2AGPG140tipp	YPO0792-MONOMER
2AGPG141tipp	YPO0792-MONOMER
2AGPG160tipp	YPO0792-MONOMER
2AGPG161tipp	YPO0792-MONOMER
2AGPG180tipp	YPO0792-MONOMER
2AGPG181tipp	YPO0792-MONOMER
2AGPGAT120	YPO0793-MONOMER_mod_mg2(1)
2AGPGAT140	YPO0793-MONOMER_mod_mg2(1)
2AGPGAT141	YPO0793-MONOMER_mod_mg2(1)
2AGPGAT160	YPO0793-MONOMER_mod_mg2(1)
2AGPGAT161	YPO0793-MONOMER_mod_mg2(1)
2AGPGAT180	YPO0793-MONOMER_mod_mg2(1)
2AGPGAT181	YPO0793-MONOMER_mod_mg2(1)
2DGLCNRx	YPO4078-MONOMER
2DGLCNRy	YPO4078-MONOMER
2DGULRx	YPO4078-MONOMER
2DGULRy	YPO4078-MONOMER
34dhpactex	YPO1222-MONOMER
3AMPtex	YPO1222-MONOMER
3CMPtex	YPO1222-MONOMER
