,query,evalue
CLJU_RS03455,b3895,1.8500000000000002e-26
CLJU_c00010,b3702,4.94e-134
CLJU_c00020,b3701,4.36e-49
CLJU_c00040,b3700,7.369999999999999e-28
CLJU_c00060,b3699,0.0
CLJU_c00070,b2231,0.0
CLJU_c00170,b0893,3.61e-143
CLJU_c00590,b1827,4.04e-33
CLJU_c00600,b4298,5.4700000000000004e-73
CLJU_c00610,b0269,0.0
CLJU_c00620,b4296,4.82e-178
CLJU_c00640,b4062,3.39e-20
CLJU_c00650,b0766,1.07e-25
CLJU_c00710,b4160,1.3e-39
CLJU_c00730,b3835,5.709999999999999e-54
CLJU_c00760,b2559,6.090000000000001e-32
CLJU_c00850,b0470,1.25e-94
CLJU_c00860,b0471,1.62e-20
CLJU_c00870,b0472,2.2299999999999998e-54
CLJU_c00900,b0146,1.68e-37
CLJU_c00970,b2913,1.01e-54
CLJU_c00990,b1066,1.99e-24
CLJU_c01090,b4305,1.51e-33
CLJU_c01100,b3898,3.79e-50
CLJU_c01180,b3775,9.44e-21
CLJU_c01200,b0062,1.04e-175
CLJU_c01210,b4198,4.5300000000000004e-99
CLJU_c01250,b0270,2.46e-73
CLJU_c01260,b3751,1.85e-37
CLJU_c01270,b3749,7.04e-154
CLJU_c01280,b3750,5.789999999999999e-81
CLJU_c01320,b1120,1.9100000000000002e-29
CLJU_c01350,b1192,7.01e-35
CLJU_c01460,b1889,1.0100000000000002e-21
CLJU_c01480,b3146,1.76e-69
CLJU_c01490,b1655,1.01e-28
CLJU_c01520,b3056,3.29e-19
CLJU_c01540,b1304,9.78e-14
CLJU_c01570,b2746,6.2e-51
CLJU_c01610,b0130,3.4e-24
CLJU_c01730,b2114,5.389999999999999e-90
CLJU_c01740,b1100,2.6399999999999997e-52
CLJU_c01770,b0051,2.79e-44
CLJU_c01840,b4238,2.62e-109
CLJU_c01850,b4237,3.76e-23
CLJU_c01890,b0026,1.67e-98
CLJU_c01900,b1658,1.18e-63
CLJU_c01940,b3155,1.1e-11
CLJU_c01990,b3631,5.77e-13
CLJU_c02110,b1208,2.14e-26
CLJU_c02200,b2780,0.0
CLJU_c02220,b3783,3.3900000000000004e-148
CLJU_c02230,b3936,4.53e-20
CLJU_c02250,b1212,3.26e-36
CLJU_c02260,b1211,2.11e-125
CLJU_c02280,b3040,1.34e-20
CLJU_c02290,b3282,4.4e-17
CLJU_c02310,b4090,3.5e-53
CLJU_c02320,b2498,1.54e-76
CLJU_c02340,b3784,1.0600000000000002e-27
CLJU_c02350,b3786,3.5800000000000002e-143
CLJU_c02370,b3738,6.62e-16
CLJU_c02390,b3736,1.48e-12
CLJU_c02400,b3735,4.15e-12
CLJU_c02410,b3734,0.0
CLJU_c02420,b3733,7.219999999999999e-48
CLJU_c02430,b3732,0.0
CLJU_c02440,b3731,2.72e-19
CLJU_c02580,b2942,8.83e-175
CLJU_c02590,b2819,2.4199999999999997e-30
CLJU_c02620,b3203,3.76e-15
CLJU_c02630,b0098,0.0
CLJU_c02640,b2891,1.3599999999999999e-112
CLJU_c02660,b1761,0.0
CLJU_c02680,b3407,0.0
CLJU_c02750,b0642,0.0
CLJU_c02810,b2096,7.89e-62
CLJU_c02840,b2066,1.64e-11
CLJU_c02920,b1752,5.13e-28
CLJU_c02940,b2086,2.0200000000000002e-29
CLJU_c02960,b4469,0.0
CLJU_c03000,b2563,2.82e-19
CLJU_c03010,b4167,1.7099999999999998e-68
CLJU_c03050,b2465,1.12e-47
CLJU_c03070,b3463,2.8099999999999997e-61
CLJU_c03080,b3462,1.74e-18
CLJU_c03090,b1830,6.21e-31
CLJU_c03110,b0779,0.0
CLJU_c03120,b4058,0.0
CLJU_c03170,b1913,6.52e-110
CLJU_c03180,b3972,2.01e-16
CLJU_c03190,b3205,3.35e-68
CLJU_c03200,b0780,1.9e-37
CLJU_c03240,b0184,0.0
CLJU_c03250,b3916,3.13e-106
CLJU_c03260,b1676,9.310000000000001e-167
CLJU_c03310,b4349,2.82e-13
CLJU_c03820,b2737,4.02e-14
CLJU_c03850,b0052,1.48e-48
CLJU_c03940,b3943,1.93e-11
CLJU_c04000,b1022,1.31e-22
CLJU_c04040,b0451,4.19e-96
CLJU_c04050,b2553,2.47e-32
CLJU_c04060,b0948,7.24e-57
CLJU_c04170,b4139,2.05e-152
CLJU_c04250,b3385,5.26e-17
CLJU_c04330,b1188,1.2600000000000002e-72
CLJU_c04340,b1784,4.72e-49
CLJU_c04350,b1783,1.5300000000000002e-110
CLJU_c04370,b2686,1.4299999999999998e-61
CLJU_c04380,b2368,4.14e-20
CLJU_c04400,b0032,7.5e-112
CLJU_c04410,b0033,0.0
CLJU_c04420,b1338,2.94e-28
CLJU_c04480,b1210,1.32e-31
CLJU_c04490,b0154,7.35e-163
CLJU_c04690,b1642,1.33e-11
CLJU_c04790,b1344,7.31e-43
CLJU_c05160,b2060,1.02e-43
CLJU_c05310,b2049,5.2500000000000005e-123
CLJU_c05320,b3788,1.26e-120
CLJU_c05330,b2039,3.0099999999999998e-136
CLJU_c05350,b2038,1.64e-65
CLJU_c05490,b2253,9.260000000000001e-79
CLJU_c05570,b2040,8.64e-52
CLJU_c05610,b2972,1.11e-19
CLJU_c05620,b3508,2.0000000000000002e-47
CLJU_c05650,b1118,6.06e-18
CLJU_c05820,b0158,3.2e-15
CLJU_c05830,b4288,2.3799999999999998e-48
CLJU_c05840,b0588,2.53e-63
CLJU_c05920,b0801,3.15e-44
CLJU_c05940,b1045,5.8899999999999995e-30
CLJU_c05990,b0242,6.519999999999999e-67
CLJU_c06000,b0243,2.0599999999999998e-138
CLJU_c06020,b0635,1.2399999999999999e-45
CLJU_c06170,b2592,0.0
CLJU_c06210,b3403,1.14e-159
CLJU_c06220,b3057,1.7200000000000002e-73
CLJU_c06280,b0199,7.39e-111
CLJU_c06290,b0198,7.169999999999999e-48
CLJU_c06340,b3177,6.45e-65
CLJU_c06350,b2153,5.2e-36
CLJU_c06370,b0142,3.07e-28
CLJU_c06380,b2119,8.980000000000001e-110
CLJU_c06390,b2120,1.1299999999999999e-52
CLJU_c06420,b2121,2.34e-107
CLJU_c06450,b2118,1.64e-47
CLJU_c06580,b3660,2.53e-63
CLJU_c06630,b1136,8.410000000000001e-72
CLJU_c06650,b4019,1.13e-88
CLJU_c06670,b1920,1.5599999999999998e-54
CLJU_c06680,b1918,3.35e-63
CLJU_c06690,b1917,1.65e-98
CLJU_c06700,b3172,1.31e-45
CLJU_c06710,b3960,1.65e-153
CLJU_c06730,b3743,4.2999999999999996e-46
CLJU_c06760,b0730,2.67e-20
CLJU_c06850,b3279,3.92e-45
CLJU_c06890,b4242,1.55e-95
CLJU_c06940,b0489,3.9300000000000005e-77
CLJU_c06990,b4079,0.0
CLJU_c07000,b0827,8.67e-60
CLJU_c07010,b3856,1.66e-23
CLJU_c07030,b2285,6.03e-29
CLJU_c07040,b2284,4.1700000000000003e-109
CLJU_c07100,b2456,2.62e-15
CLJU_c07160,b0003,2.48e-38
CLJU_c07200,b3248,3.4999999999999996e-42
CLJU_c07210,b3638,1.53e-48
CLJU_c07220,b3251,5.98e-137
CLJU_c07270,b1175,1.52e-76
CLJU_c07300,b0963,3.4199999999999997e-40
CLJU_c07350,b3247,2.69e-52
CLJU_c07360,b3186,2.2300000000000003e-27
CLJU_c07380,b3185,4.94e-28
CLJU_c07390,b3183,8.38e-94
CLJU_c07400,b0639,5.99e-32
CLJU_c07420,b3113,4.1999999999999995e-40
CLJU_c07450,b0442,6.71e-12
CLJU_c07460,b1764,8.39e-78
CLJU_c07590,b0878,2.74e-12
CLJU_c07680,b1117,2.18e-65
CLJU_c07730,b0873,2.35e-159
CLJU_c07900,b0023,2.5e-13
CLJU_c07940,b2569,0.0
CLJU_c07950,b2955,5.82e-60
CLJU_c07970,b2614,5.02e-21
CLJU_c07980,b0014,0.0
CLJU_c07990,b0015,5.83e-118
CLJU_c08000,b3259,2.3400000000000002e-29
CLJU_c08010,b2946,6.13e-33
CLJU_c08030,b1103,5.100000000000001e-31
CLJU_c08040,b3065,6.71e-17
CLJU_c08080,b0659,4.33e-12
CLJU_c08100,b2566,8.55e-80
CLJU_c08170,b1867,8.66e-51
CLJU_c08210,b3066,1.4999999999999999e-92
CLJU_c08220,b3067,6.42e-118
CLJU_c08250,b0710,3.95e-16
CLJU_c08330,b4208,7.059999999999999e-180
CLJU_c08390,b4391,4.02e-124
CLJU_c08410,b2828,5.69e-22
CLJU_c08430,b3234,1.72e-51
CLJU_c08530,b0494,7.14e-12
CLJU_c08540,b0523,8.270000000000001e-36
CLJU_c08550,b2476,2.45e-64
CLJU_c08560,b2312,3.35e-108
CLJU_c08570,b2499,9.59e-115
CLJU_c08580,b2500,1.17e-33
CLJU_c08590,b4006,1.1499999999999999e-152
CLJU_c08600,b4005,9.36e-131
CLJU_c08740,b3770,1.21e-41
CLJU_c08750,b2785,1.65e-45
CLJU_c08910,b0448,1.39e-83
CLJU_c08920,b0914,4.15e-108
CLJU_c08950,b2150,3.23e-65
CLJU_c08970,b0047,5.59e-14
CLJU_c09050,b0074,9.32e-162
CLJU_c09060,b0072,1.89e-65
CLJU_c09070,b0071,2.55e-17
CLJU_c09080,b0073,2.21e-134
CLJU_c09090,b2711,2.18e-30
CLJU_c09130,b3816,3.59e-11
CLJU_c09210,b4386,3.3100000000000004e-56
CLJU_c09220,b0424,3.6000000000000003e-29
CLJU_c09240,b2892,4.8e-73
CLJU_c09280,b4254,8.14e-152
CLJU_c09290,b1605,3.24e-138
