Complex	Complex_compartment	Protein	Protein_compartment	translocase_pathway
CLJU_RS07615-MONOMER	Plasma_Membrane	CLJU_c15540()	Plasma_Membrane	s
CPLX-502	Plasma_Membrane	CLJU_c10590()	Plasma_Membrane	r
CLJU_RS05200-MONOMER	Plasma_Membrane	CLJU_c10590()	Plasma_Membrane	r
CPLX-36	Plasma_Membrane	CLJU_c15350()	Plasma_Membrane	r
CLJU_RS07525-MONOMER	Plasma_Membrane	CLJU_c15350()	Plasma_Membrane	r
CLJU_RS16555-MONOMER	Plasma_Membrane	CLJU_c33590()	Plasma_Membrane	s
CLJU_RS00350-MONOMER	Plasma_Membrane	CLJU_c00730()	Plasma_Membrane	r
CPLX-204	Plasma_Membrane	CLJU_c18280()	Plasma_Membrane	r
CLJU_RS08975-MONOMER	Plasma_Membrane	CLJU_c18280()	Plasma_Membrane	r
CPLX-287	Plasma_Membrane	CLJU_c11890()	Plasma_Membrane	r
CLJU_RS05835-MONOMER	Plasma_Membrane	CLJU_c11890()	Plasma_Membrane	r
CLJU_RS06415-MONOMER	Plasma_Membrane	CLJU_c13070()	Plasma_Membrane	r
CPLX-222	Plasma_Membrane	CLJU_c17740()	Plasma_Membrane	r
CLJU_RS08715-MONOMER	Plasma_Membrane	CLJU_c17740()	Plasma_Membrane	r
CLJU_RS16820-MONOMER	Plasma_Membrane	CLJU_c34120()	Plasma_Membrane	r
CLJU_RS14340-MONOMER	Plasma_Membrane	CLJU_c29070()	Plasma_Membrane	r
CPLX-27	Plasma_Membrane	CLJU_c28660()	Plasma_Membrane	s
CLJU_RS14140-MONOMER	Plasma_Membrane	CLJU_c28660()	Plasma_Membrane	s
CPLX-551	Plasma_Membrane	CLJU_c09130()	Plasma_Membrane	p
CLJU_RS04500-MONOMER	Plasma_Membrane	CLJU_c09130()	Plasma_Membrane	p
CPLX-114	Plasma_Membrane	CLJU_c06220()	Plasma_Membrane	r
CLJU_RS03055-MONOMER	Plasma_Membrane	CLJU_c06220()	Plasma_Membrane	r
CopA_mono	Plasma_Membrane	CLJU_c24900()	Plasma_Membrane	r
CLJU_RS12265-MONOMER	Plasma_Membrane	CLJU_c24900()	Plasma_Membrane	r
Ca2_ATP	Plasma_Membrane	CLJU_c06890()	Plasma_Membrane	r
CLJU_RS03385-MONOMER	Plasma_Membrane	CLJU_c06890()	Plasma_Membrane	r
CPLX-11	Plasma_Membrane	CLJU_c35850()	Plasma_Membrane	r
CLJU_RS17640-MONOMER	Plasma_Membrane	CLJU_c35850()	Plasma_Membrane	r
CPLX-308	Plasma_Membrane	CLJU_c20790()	Plasma_Membrane	r
CLJU_RS10210-MONOMER	Plasma_Membrane	CLJU_c20790()	Plasma_Membrane	r
ZupT_mono	Plasma_Membrane	CLJU_c02280()	Plasma_Membrane	r
CLJU_RS01115-MONOMER	Plasma_Membrane	CLJU_c02280()	Plasma_Membrane	r
CPLX-109	Plasma_Membrane	CLJU_c01260()	Plasma_Membrane	s
CLJU_RS00615-MONOMER	Plasma_Membrane	CLJU_c01260()	Plasma_Membrane	s
CPLX-109	Plasma_Membrane	CLJU_c01280()	Plasma_Membrane	r
CLJU_RS00625-MONOMER	Plasma_Membrane	CLJU_c01280()	Plasma_Membrane	r
CPLX-291	Plasma_Membrane	CLJU_c08950()	Plasma_Membrane	s
CLJU_RS04410-MONOMER	Plasma_Membrane	CLJU_c08950()	Plasma_Membrane	s
CPLX-525	Plasma_Membrane	CLJU_c02390()	Plasma_Membrane	r
