,query,evalue
BSU00010,USA300HOU_RS00005,0.0
BSU00020,USA300HOU_RS00010,2.4699999999999998e-146
BSU00030,USA300HOU_RS00015,3.19e-14
BSU00040,USA300HOU_RS00020,3.7100000000000006e-161
BSU00060,USA300HOU_RS00025,0.0
BSU00070,USA300HOU_RS00030,0.0
BSU00090,USA300HOU_RS02065,0.0
BSU00100,USA300HOU_RS03475,4.52e-37
BSU00110,USA300HOU_RS02730,3.12e-179
BSU00120,USA300HOU_RS02735,5.9e-73
BSU00130,USA300HOU_RS00045,1.0399999999999999e-176
BSU00140,USA300HOU_RS02920,9.35e-107
BSU00150,USA300HOU_RS02925,3.87e-59
BSU00180,USA300HOU_RS02930,1.74e-70
BSU00190,USA300HOU_RS02415,9.52e-175
BSU00200,USA300HOU_RS02420,2.17e-33
BSU00210,USA300HOU_RS02425,3.4100000000000004e-116
BSU00250,USA300HOU_RS07160,1.6999999999999997e-23
BSU00260,USA300HOU_RS07165,3.3600000000000003e-118
BSU00270,USA300HOU_RS02450,1.7899999999999998e-74
BSU00280,USA300HOU_RS02455,1.33e-73
BSU00290,USA300HOU_RS02460,6.139999999999999e-54
BSU00310,USA300HOU_RS02470,1.0399999999999999e-46
BSU00320,USA300HOU_RS02475,1.63e-115
BSU00330,USA300HOU_RS02480,6.94e-20
BSU00340,USA300HOU_RS02485,2.03e-76
BSU00350,USA300HOU_RS02490,4.55e-28
BSU00360,USA300HOU_RS02495,1.16e-84
BSU00380,USA300HOU_RS02505,0.0
BSU00390,USA300HOU_RS02510,2.1999999999999998e-128
BSU00410,USA300HOU_RS02515,7.340000000000001e-56
BSU00420,USA300HOU_RS02520,3.25e-128
BSU00440,USA300HOU_RS02525,2.41e-37
BSU00460,USA300HOU_RS02530,2.54e-107
BSU00470,USA300HOU_RS02535,4.68e-111
BSU00480,USA300HOU_RS02540,1.41e-53
BSU00490,USA300HOU_RS02545,7.56e-43
BSU00500,USA300HOU_RS02555,0.0
BSU00510,USA300HOU_RS02560,4.01e-173
BSU00520,USA300HOU_RS02570,7.77e-56
BSU00530,USA300HOU_RS02575,6.46e-70
BSU00550,USA300HOU_RS02580,0.0
BSU00570,USA300HOU_RS02585,8.93e-69
BSU00580,USA300HOU_RS02590,4.1e-115
BSU00590,USA300HOU_RS02595,1.51e-34
BSU00620,USA300HOU_RS02600,4.19e-11
BSU00630,USA300HOU_RS02605,3.9200000000000004e-56
BSU00670,USA300HOU_RS02610,1.4999999999999999e-40
BSU00680,USA300HOU_RS02615,3.6e-76
BSU00690,USA300HOU_RS02620,0.0
BSU00710,USA300HOU_RS02625,6.38e-149
BSU00730,USA300HOU_RS02630,1.46e-160
BSU00740,USA300HOU_RS06960,6.34e-75
BSU00750,USA300HOU_RS03850,8.99e-50
BSU00770,USA300HOU_RS02635,1.81e-75
BSU00780,USA300HOU_RS02640,1.3699999999999998e-40
BSU00790,USA300HOU_RS02645,1.7e-46
BSU00820,USA300HOU_RS02655,0.0
BSU00830,USA300HOU_RS02745,3.28e-49
BSU00840,USA300HOU_RS02750,2.41e-20
BSU00850,USA300HOU_RS02755,2.69e-93
BSU00860,USA300HOU_RS02760,0.0
BSU00870,USA300HOU_RS02770,0.0
BSU00890,USA300HOU_RS02775,1.83e-86
BSU00900,USA300HOU_RS01325,5.42e-29
BSU00920,USA300HOU_RS02780,0.0
BSU00930,USA300HOU_RS02785,3.88e-96
BSU00940,USA300HOU_RS02790,0.0
BSU00950,USA300HOU_RS02795,1.02e-43
BSU00960,USA300HOU_RS02800,5.69e-99
BSU00970,USA300HOU_RS02805,4.26e-41
BSU01000,USA300HOU_RS02815,4.93e-16
BSU01010,USA300HOU_RS02820,5.11e-88
BSU01020,USA300HOU_RS02825,2.2300000000000002e-88
BSU01030,USA300HOU_RS02830,2.08e-127
BSU01040,USA300HOU_RS02835,5.19e-77
BSU01050,USA300HOU_RS02840,1.6100000000000001e-37
BSU01060,USA300HOU_RS02845,2.8800000000000002e-64
BSU01070,USA300HOU_RS02850,0.0
BSU01080,USA300HOU_RS02855,0.0
BSU01090,USA300HOU_RS02860,2.82e-13
BSU01100,USA300HOU_RS02865,2.08e-81
BSU01110,USA300HOU_RS02870,7.5e-100
BSU01120,USA300HOU_RS02875,0.0
BSU01130,USA300HOU_RS02880,0.0
BSU01150,USA300HOU_RS12180,3.07e-67
BSU01160,USA300HOU_RS12175,2.23e-102
BSU01170,USA300HOU_RS12170,4.5e-90
BSU01180,USA300HOU_RS12165,3.55e-35
BSU01190,USA300HOU_RS12160,7.02e-168
BSU01200,USA300HOU_RS12155,2.4199999999999997e-54
BSU01210,USA300HOU_RS12150,1.99e-58
BSU01220,USA300HOU_RS12145,1.22e-125
BSU01230,USA300HOU_RS12140,1.3300000000000002e-85
BSU01240,USA300HOU_RS12135,9.520000000000001e-32
BSU01250,USA300HOU_RS12130,3.12e-51
BSU01260,USA300HOU_RS12125,3.82e-80
BSU01270,USA300HOU_RS12120,1.6100000000000002e-47
BSU01280,USA300HOU_RS12115,2.18e-111
BSU01290,USA300HOU_RS12110,4.96e-35
BSU01300,USA300HOU_RS12105,5.75e-80
BSU01310,USA300HOU_RS12100,1.44e-78
BSU01320,USA300HOU_RS12095,2.7800000000000002e-58
BSU01330,USA300HOU_RS12090,2.3099999999999998e-82
BSU01340,USA300HOU_RS12085,3.37e-26
BSU01350,USA300HOU_RS12080,1.5199999999999998e-81
BSU01360,USA300HOU_RS12075,3.51e-179
BSU01370,USA300HOU_RS12070,1.5100000000000001e-109
BSU01390,USA300HOU_RS12065,8.109999999999999e-45
BSU01400,USA300HOU_RS12060,2.81e-20
BSU01410,USA300HOU_RS12055,2.52e-67
BSU01420,USA300HOU_RS12050,2.2e-80
BSU01430,USA300HOU_RS12045,0.0
BSU01440,USA300HOU_RS12040,4.11e-58
BSU01450,USA300HOU_RS12035,1.53e-91
BSU01460,USA300HOU_RS12030,1.88e-85
BSU01470,USA300HOU_RS12025,8.19e-87
BSU01480,USA300HOU_RS12020,7.17e-76
BSU01490,USA300HOU_RS12015,1.11e-71
BSU01500,USA300HOU_RS12010,2.27e-71
BSU01540,USA300HOU_RS11730,2.26e-159
BSU01680,USA300HOU_RS01015,9.620000000000001e-123
