Complex	Complex_compartment	Protein	Protein_compartment	translocase_pathway
JCVISYN3A_0779-MONOMER	Inner_Membrane	JCVISYN3A_0779()	Inner_Membrane	r
CPLX_GLCpts-0	Inner_Membrane	JCVISYN3A_0779()	Inner_Membrane	r
JCVISYN3A_0304-MONOMER	Inner_Membrane	JCVISYN3A_0304()	Inner_Membrane	r
JCVISYN3A_0787-MONOMER	Inner_Membrane	JCVISYN3A_0787()	Inner_Membrane	r
JCVISYN3A_0794-MONOMER	Inner_Membrane	JCVISYN3A_0794()	Inner_Membrane	r
CPLX_ATPase-0	Inner_Membrane	JCVISYN3A_0794()	Inner_Membrane	r
JCVISYN3A_0166-MONOMER	Inner_Membrane	JCVISYN3A_0166()	Inner_Membrane	r
CPLX_ARG4abc-0	Inner_Membrane	JCVISYN3A_0166()	Inner_Membrane	r
JCVISYN3A_0875-MONOMER	Inner_Membrane	JCVISYN3A_0875()	Inner_Membrane	r
JCVISYN3A_0195-MONOMER	Inner_Membrane	JCVISYN3A_0195()	Inner_Membrane	r
CPLX_SPRMabc-0	Inner_Membrane	JCVISYN3A_0195()	Inner_Membrane	r
JCVISYN3A_0196-MONOMER	Inner_Membrane	JCVISYN3A_0196()	Inner_Membrane	r
CPLX_SPRMabc-0	Inner_Membrane	JCVISYN3A_0196()	Inner_Membrane	r
JCVISYN3A_0426-MONOMER	Inner_Membrane	JCVISYN3A_0426()	Inner_Membrane	r
CPLX_PIabc-0	Inner_Membrane	JCVISYN3A_0426()	Inner_Membrane	r
JCVISYN3A_0371-MONOMER	Inner_Membrane	JCVISYN3A_0371()	Inner_Membrane	r
JCVISYN3A_0147-MONOMER	Inner_Membrane	JCVISYN3A_0147()	Inner_Membrane	r
JCVISYN3A_0117-MONOMER	Inner_Membrane	JCVISYN3A_0117()	Inner_Membrane	r
JCVISYN3A_0652-MONOMER	Inner_Membrane	JCVISYN3A_0652()	Inner_Membrane	r
