,value
GMET_RS05140,TU2LZ9-2655
GMET_RS07475,TU2LZ9-2900
GMET_RS07830,TU2LZ9-2934
GMET_RS09410,TU2LZ9-3096
GMET_RS10175,TU2LZ9-3165
GMET_RS11175,TU2LZ9-3279
GMET_RS11180,TU2LZ9-3279
GMET_RS11470,TU2LZ9-3324
GMET_RS12320,TU2LZ9-4128
GMET_RS12505,TU2LZ9-3432
GMET_RS15085,TU2LZ9-4087
GMET_RS17965,TU2LZ9-4041
GMET_RS18120,TU2LZ9-2284
GMET_RS18130,TU2LZ9-2656
GMET_RS18195,TU2LZ9-4040
GMET_RS18200,TU2LZ9-2148
GMET_RS18285,TU2LZ9-2834
GMET_RS18325,TU2LZ9-2960
GMET_RS18450,TU2LZ9-3579
GMET_RS18500,TU2LZ9-3981
GMET_RS18535,TU2LZ9-2894
GMET_RS18545,TU2LZ9-2960
GMET_RS18590,TU2LZ9-3251
GMET_RS18610,TU2LZ9-3402
GMET_RS18660,TU2LZ9-4073
GMET_RS18675,TU2LZ9-3982
GMET_RS18685,TU2LZ9-2176
GMET_RS18700,TU2LZ9-2233
GMET_RS18705,TU2LZ9-4251
GMET_RS18715,TU2LZ9-2317
GMET_RS18720,TU2LZ9-4236
GMET_RS18725,TU2LZ9-4225
GMET_RS18730,TU2LZ9-4217
GMET_RS18740,TU2LZ9-2646
GMET_RS18745,TU2LZ9-2756
GMET_RS18755,TU2LZ9-4185
GMET_RS18760,TU2LZ9-4184
GMET_RS18765,TU2LZ9-2833
GMET_RS18775,TU2LZ9-2887
GMET_RS18785,TU2LZ9-2934
GMET_RS18790,TU2LZ9-2934
GMET_RS18800,TU2LZ9-2983
GMET_RS18805,TU2LZ9-3137
GMET_RS18810,TU2LZ9-3208
GMET_RS18825,TU2LZ9-3280
GMET_RS18835,TU2LZ9-3329
GMET_RS18840,TU2LZ9-3330
GMET_RS18845,TU2LZ9-3330
GMET_RS18870,TU2LZ9-3798
GMET_RS18890,TU2LZ9-4176
GMET_RS18895,TU2LZ9-2939
GMET_RS18920,TU2LZ9-2150
GMET_RS18925,TU2LZ9-4271
GMET_RS18930,TU2LZ9-2304
GMET_RS18935,TU2LZ9-2346
GMET_RS18940,TU2LZ9-2347
GMET_RS18950,TU2LZ9-2500
GMET_RS18955,TU2LZ9-2820
GMET_RS18960,TU2LZ9-2820
GMET_RS18965,TU2LZ9-2821
GMET_RS18980,TU2LZ9-2860
GMET_RS18985,TU2LZ9-2897
GMET_RS18990,TU2LZ9-2897
GMET_RS18995,TU2LZ9-2940
GMET_RS19010,TU2LZ9-4158
GMET_RS19015,TU2LZ9-3091
GMET_RS19020,TU2LZ9-3109
GMET_RS19025,TU2LZ9-3123
GMET_RS19030,TU2LZ9-3123
GMET_RS19035,TU2LZ9-4147
GMET_RS19050,TU2LZ9-3257
GMET_RS19055,TU2LZ9-3306
GMET_RS19060,TU2LZ9-3306
GMET_RS19075,TU2LZ9-3437
GMET_RS19080,TU2LZ9-3437
GMET_RS19085,TU2LZ9-3492
GMET_RS19090,TU2LZ9-3493
GMET_RS19095,TU2LZ9-3623
GMET_RS19100,TU2LZ9-3704
GMET_RS19105,TU2LZ9-3711
GMET_RS19120,TU2LZ9-4055
Gmet_0001,TU2LZ9-2139
Gmet_0002,TU2LZ9-2139
Gmet_0003,TU2LZ9-2140
Gmet_0004,TU2LZ9-2140
Gmet_0005,TU2LZ9-2140
Gmet_0006,TU2LZ9-2141
Gmet_0007,TU2LZ9-4276
Gmet_0008,TU2LZ9-2142
Gmet_0009,TU2LZ9-2142
Gmet_0010,TU2LZ9-2142
Gmet_0011,TU2LZ9-2142
Gmet_0012,TU2LZ9-2142
Gmet_0013,TU2LZ9-2142
Gmet_0014,TU2LZ9-2142
Gmet_0015,TU2LZ9-2143
Gmet_0016,TU2LZ9-2144
Gmet_0017,TU2LZ9-2145
