,value
GMET_RS05140,MONOMER
GMET_RS07475,MONOMER
GMET_RS07830,MONOMER
GMET_RS09410,MONOMER
GMET_RS10175,MONOMER
GMET_RS11175,MONOMER
GMET_RS11180,MONOMER
GMET_RS11470,MONOMER
GMET_RS12320,MONOMER
GMET_RS12505,MONOMER
GMET_RS15085,MONOMER
GMET_RS17965,MONOMER
GMET_RS18120,MONOMER
GMET_RS18130,MONOMER
GMET_RS18195,MONOMER
GMET_RS18200,RNA
GMET_RS18285,MONOMER
GMET_RS18325,MONOMER
GMET_RS18450,MONOMER
GMET_RS18500,MONOMER
GMET_RS18535,MONOMER
GMET_RS18545,MONOMER
GMET_RS18590,MONOMER
GMET_RS18610,MONOMER
GMET_RS18660,MONOMER
GMET_RS18675,MONOMER
GMET_RS18685,MONOMER
GMET_RS18700,MONOMER
GMET_RS18705,MONOMER
GMET_RS18715,MONOMER
GMET_RS18720,MONOMER
GMET_RS18725,MONOMER
GMET_RS18730,MONOMER
GMET_RS18740,MONOMER
GMET_RS18745,MONOMER
GMET_RS18755,MONOMER
GMET_RS18760,MONOMER
GMET_RS18765,MONOMER
GMET_RS18775,MONOMER
GMET_RS18785,MONOMER
GMET_RS18790,MONOMER
GMET_RS18800,MONOMER
GMET_RS18805,MONOMER
GMET_RS18810,MONOMER
GMET_RS18825,MONOMER
GMET_RS18835,MONOMER
GMET_RS18840,MONOMER
GMET_RS18845,MONOMER
GMET_RS18870,MONOMER
GMET_RS18890,MONOMER
GMET_RS18895,MONOMER
GMET_RS18920,MONOMER
GMET_RS18925,MONOMER
GMET_RS18930,MONOMER
GMET_RS18935,MONOMER
GMET_RS18940,MONOMER
GMET_RS18950,MONOMER
GMET_RS18955,MONOMER
GMET_RS18960,MONOMER
GMET_RS18965,MONOMER
GMET_RS18980,MONOMER
GMET_RS18985,MONOMER
GMET_RS18990,MONOMER
GMET_RS18995,MONOMER
GMET_RS19010,MONOMER
GMET_RS19015,MONOMER
GMET_RS19020,MONOMER
GMET_RS19025,MONOMER
GMET_RS19030,MONOMER
GMET_RS19035,MONOMER
GMET_RS19050,MONOMER
GMET_RS19055,MONOMER
GMET_RS19060,MONOMER
GMET_RS19075,MONOMER
GMET_RS19080,MONOMER
GMET_RS19085,MONOMER
GMET_RS19090,MONOMER
GMET_RS19095,MONOMER
GMET_RS19100,MONOMER
GMET_RS19105,MONOMER
GMET_RS19120,MONOMER
Gmet_0001,MONOMER
Gmet_0002,MONOMER
Gmet_0003,MONOMER
Gmet_0004,MONOMER
Gmet_0005,MONOMER
Gmet_0006,MONOMER
Gmet_0007,MONOMER
Gmet_0008,MONOMER
Gmet_0009,MONOMER
Gmet_0010,MONOMER
Gmet_0011,MONOMER
Gmet_0012,MONOMER
Gmet_0013,MONOMER
Gmet_0014,MONOMER
Gmet_0015,MONOMER
Gmet_0016,MONOMER
Gmet_0017,MONOMER
Gmet_0018,MONOMER
Gmet_0019,MONOMER
Gmet_0020,MONOMER
Gmet_0021,MONOMER
Gmet_0022,MONOMER
Gmet_0023,MONOMER
Gmet_0024,MONOMER
Gmet_0025,MONOMER
Gmet_0026,MONOMER
Gmet_0027,MONOMER
Gmet_0028,MONOMER
Gmet_0029,MONOMER
Gmet_0030,MONOMER
Gmet_0031,MONOMER
Gmet_0032,MONOMER
Gmet_0033,MONOMER
Gmet_0034,MONOMER
Gmet_0035,MONOMER
Gmet_0036,MONOMER
Gmet_0037,MONOMER
Gmet_0038,MONOMER
Gmet_0039,MONOMER
Gmet_0040,MONOMER
Gmet_0041,MONOMER
Gmet_0042,MONOMER
Gmet_0043,MONOMER
Gmet_0044,MONOMER
Gmet_0045,MONOMER
Gmet_0046,MONOMER
Gmet_0047,MONOMER
Gmet_0048,MONOMER
Gmet_0049,MONOMER
Gmet_0050,MONOMER
Gmet_0051,MONOMER
Gmet_0052,MONOMER
Gmet_0053,MONOMER
