Modified_enzyme,Core_enzyme,Modifications,Source
hRNAP_mod_zn2(1)_mod_mg2(2),hRNAP,zn2(1) AND mg2(2),RNA_Polymerase
DTDPGLUCDEHYDRAT2-MONOMER_mod_nad(1),DTDPGLUCDEHYDRAT2-MONOMER,nad(1),Homology
CPLX0-7652_mod_mn2(1),CPLX0-7652,mn2(1),Homology
GABATRANSAM-CPLX_mod_pydx5p(1),GABATRANSAM-CPLX,pydx5p(1),Homology
CPLX0-303_mod_mn2(1),CPLX0-303,mn2(1),Homology
RumA_mono_mod_4fe4s(1),RumA_mono,4fe4s(1),Homology
FPPSYN-MONOMER_mod_mg2(1),FPPSYN-MONOMER,mg2(1),Homology
FPPSYN-MONOMER_mod_mn2(1),FPPSYN-MONOMER,mn2(1),Homology
UPPSYN-CPLX_mod_mg2(1),UPPSYN-CPLX,mg2(1),Homology
DAPASYN-CPLX_mod_pydx5p(1),DAPASYN-CPLX,pydx5p(1),Homology
CPLX0-3841_mod_mg2(1),CPLX0-3841,mg2(1),Homology
UDK-MONOMER_mod_mg2(1),UDK-MONOMER,mg2(1),Homology
Ser_RS_dim_mod_mg2(1),Ser_RS_dim,mg2(1),Homology
DETHIOBIOTIN-SYN-CPLX_mod_mg2(1),DETHIOBIOTIN-SYN-CPLX,mg2(1),Homology
HOLO-ACP-SYNTH-CPLX_mod_mg2(1),HOLO-ACP-SYNTH-CPLX,mg2(1),Homology
HOLO-ACP-SYNTH-CPLX_mod_mn2(1),HOLO-ACP-SYNTH-CPLX,mn2(1),Homology
L-ASPARTATE-OXID-MONOMER_mod_fad(1),L-ASPARTATE-OXID-MONOMER,fad(1),Homology
CPLX0-782_mod_4fe4s(2),CPLX0-782,4fe4s(2),Homology
HOMOCYSMET-MONOMER_mod_zn2(1),HOMOCYSMET-MONOMER,zn2(1),Homology
QueG_mono_mod_adocbl(1),QueG_mono,adocbl(1),Homology
QueG_mono_mod_4fe4s(2),QueG_mono,4fe4s(2),Homology
CPLX0-234_mod_mg2(1),CPLX0-234,mg2(1),Homology
CPLX0-234_mod_mn2(1),CPLX0-234,mn2(1),Homology
CPLX0-234_mod_cobalt2(1),CPLX0-234,cobalt2(1),Homology
GLUCARDEHYDRA-MONOMER_mod_mg2(1),GLUCARDEHYDRA-MONOMER,mg2(1),Homology
CPLX0-7826_mod_mg2(1),CPLX0-7826,mg2(1),Homology
PANTOATE-BETA-ALANINE-LIG-CPLX_mod_mg2(1)_mod_k(1),PANTOATE-BETA-ALANINE-LIG-CPLX,mg2(1) AND k(1),Homology
PANTOATE-BETA-ALANINE-LIG-CPLX_mod_mg2(1)_mod_nh4(1),PANTOATE-BETA-ALANINE-LIG-CPLX,mg2(1) AND nh4(1),Homology
PANTOATE-BETA-ALANINE-LIG-CPLX_mod_mn2(1)_mod_k(1),PANTOATE-BETA-ALANINE-LIG-CPLX,mn2(1) AND k(1),Homology
PANTOATE-BETA-ALANINE-LIG-CPLX_mod_mn2(1)_mod_nh4(1),PANTOATE-BETA-ALANINE-LIG-CPLX,mn2(1) AND nh4(1),Homology
CDPDIGLYSYN-MONOMER_mod_mg2(1)_mod_k(1),CDPDIGLYSYN-MONOMER,mg2(1) AND k(1),Homology
TadA_dim_mod_zn2(2),TadA_dim,zn2(2),Homology
XYLISOM-CPLX_mod_mn2(1),XYLISOM-CPLX,mn2(1),Homology
G7166-MONOMER_mod_pydx5p(1),G7166-MONOMER,pydx5p(1),Homology
UDP-NACMUR-ALA-LIG-MONOMER_mod_mg2(1),UDP-NACMUR-ALA-LIG-MONOMER,mg2(1),Homology
ACYLCOASYN-CPLX_mod_mg2(1),ACYLCOASYN-CPLX,mg2(1),Homology
OHMETHYLBILANESYN-MONOMER_mod_dpm(1),OHMETHYLBILANESYN-MONOMER,dpm(1),Homology
CPLX0-3061_mod_zn2(1),CPLX0-3061,zn2(1),Homology
GARTRANSFORMYL2-MONOMER_mod_mg2(1),GARTRANSFORMYL2-MONOMER,mg2(1),Homology
CPLX0-7719_mod_4fe4s(1),CPLX0-7719,4fe4s(1),Homology
CPLX-64_mod_cobalt2(1)_mod_zn2(1),CPLX-64,cobalt2(1) AND zn2(1),Homology
CPLX-64_mod_mn2(1)_mod_zn2(1),CPLX-64,mn2(1) AND zn2(1),Homology
CPLX-64_mod_ni2(1)_mod_zn2(1),CPLX-64,ni2(1) AND zn2(1),Homology
GLYCEROL-KIN-CPLX_mod_mg2(1),GLYCEROL-KIN-CPLX,mg2(1),Homology
GLYCEROL-KIN-CPLX_mod_mn2(1),GLYCEROL-KIN-CPLX,mn2(1),Homology
THREDEHYDSYN-CPLX_mod_pydx5p(1),THREDEHYDSYN-CPLX,pydx5p(1),Homology
