Complex	Complex_compartment	Protein	Protein_compartment	translocase_pathway
G185E-7776-MONOMER	Extracellular_Space	Rv3499c()	Extracellular_Space	s
G185E-5245-MONOMER	Membrane	Rv1083()	Membrane	s
G185E-7760-MONOMER	Membrane	Rv3483c()	Membrane	s
G185E-5229-MONOMER	Extracellular_Space	Rv1067c()	Extracellular_Space	s
G185E-6346-MONOMER	Extracellular_Space	Rv2140c()	Extracellular_Space	s
G185E-5198-MONOMER	Extracellular_Space	Rv1038c()	Extracellular_Space	s
G185E-6997-MONOMER	Extracellular_Space	Rv2748c()	Extracellular_Space	s
G185E-7773-MONOMER	Extracellular_Space	Rv3496c()	Extracellular_Space	s
G185E-4178-MONOMER	Extracellular_Space	Rv0064()	Extracellular_Space	s
G185E-5953-MONOMER	Extracellular_Space	Rv1758()	Extracellular_Space	s
G185E-7375-MONOMER	Extracellular_Space	Rv3111()	Extracellular_Space	s
G185E-5182-MONOMER	Extracellular_Space	Rv1023()	Extracellular_Space	s
G185E-7728-MONOMER	Extracellular_Space	Rv3451()	Extracellular_Space	s
G185E-5950-MONOMER	Extracellular_Space	Rv1755c()	Extracellular_Space	s
G185E-5550-MONOMER	Extracellular_Space	Rv1368()	Extracellular_Space	s
G185E-7342-MONOMER	Extracellular_Space	Rv3080c()	Extracellular_Space	s
G185E-8106-MONOMER	Extracellular_Space	Rv3810()	Extracellular_Space	s
G185E-7696-MONOMER	Extracellular_Space	Rv3419c()	Extracellular_Space	s
G185E-6279-MONOMER	Extracellular_Space	Rv2074()	Extracellular_Space	s
G185E-8090-MONOMER	Extracellular_Space	Rv3794()	Extracellular_Space	s
G185E-5148-MONOMER	Extracellular_Space	Rv0991c()	Extracellular_Space	s
G185E-7664-MONOMER	Extracellular_Space	Rv3388()	Extracellular_Space	s
G185E-5497-MONOMER	Extracellular_Space	Rv1319c()	Extracellular_Space	s
G185E-5086-MONOMER	Extracellular_Space	Rv0931c()	Extracellular_Space	s
G185E-6243-MONOMER	Extracellular_Space	Rv2040c()	Extracellular_Space	s
G185E-7632-MONOMER	Extracellular_Space	Rv3356c()	Extracellular_Space	s
G185E-7645-MONOMER	Extracellular_Space	Rv3369()	Extracellular_Space	s
G185E-5824-MONOMER	Extracellular_Space	Rv1635c()	Extracellular_Space	s
G185E-4420-MONOMER	Extracellular_Space	Rv0297()	Extracellular_Space	s
G185E-6878-MONOMER	Extracellular_Space	Rv2634c()	Extracellular_Space	s
G185E-5460-MONOMER	Extracellular_Space	Rv1288()	Extracellular_Space	s
G185E-7991-MONOMER	Membrane	Rv3705c()	Membrane	s
G185E-7975-MONOMER	Membrane	Rv3690()	Membrane	s
G185E-5414-MONOMER	Extracellular_Space	Rv1243c()	Extracellular_Space	s
G185E-6575-MONOMER	Extracellular_Space	Rv2349c()	Extracellular_Space	s
G185E-6817-MONOMER	Extracellular_Space	Rv2575()	Extracellular_Space	s
G185E-7934-MONOMER	Extracellular_Space	Rv3653()	Extracellular_Space	s
G185E-5324-MONOMER	Extracellular_Space	Rv1157c()	Extracellular_Space	s
G185E-7480-MONOMER	Extracellular_Space	Rv3209()	Extracellular_Space	s
G185E-4537-MONOMER	Extracellular_Space	Rv0412c()	Extracellular_Space	s
G185E-4268-MONOMER	Membrane	Rv0151c()	Membrane	s
G185E-6013-MONOMER	Extracellular_Space	Rv1818c()	Extracellular_Space	s
G185E-6373-MONOMER	Membrane	Rv2164c()	Membrane	s
G185E-7770-MONOMER	Membrane	Rv3493c()	Membrane	s
G185E-7352-MONOMER	Extracellular_Space	Rv3090()	Extracellular_Space	s
G185E-7722-MONOMER	Extracellular_Space	Rv3445c()	Extracellular_Space	s
G185E-5162-MONOMER	Extracellular_Space	Rv1004c()	Extracellular_Space	s
G185E-5543-MONOMER	Membrane	Rv1363c()	Membrane	s
G185E-5899-MONOMER	Extracellular_Space	Rv1707()	Extracellular_Space	s
G185E-7690-MONOMER	Extracellular_Space	Rv3413c()	Extracellular_Space	s
G185E-6273-MONOMER	Extracellular_Space	Rv2068c()	Extracellular_Space	s
G185E-6240-MONOMER	Membrane	Rv2037c()	Membrane	s
G185E-6620-MONOMER	Extracellular_Space	Rv2394()	Extracellular_Space	s
G185E-6875-MONOMER	Extracellular_Space	Rv2631()	Extracellular_Space	s
G185E-6206-MONOMER	Extracellular_Space	Rv2004c()	Extracellular_Space	s
G185E-5441-MONOMER	Extracellular_Space	Rv1269c()	Extracellular_Space	s
G185E-4414-MONOMER	Extracellular_Space	Rv0291()	Extracellular_Space	s
G185E-6572-MONOMER	Extracellular_Space	Rv2346c()	Extracellular_Space	s
G185E-4650-MONOMER	Extracellular_Space	Rv0518()	Extracellular_Space	s
G185E-5030-MONOMER	Extracellular_Space	Rv0876c()	Extracellular_Space	s
G185E-6827-MONOMER	Extracellular_Space	Rv2585c()	Extracellular_Space	s
G185E-6519-MONOMER	Extracellular_Space	Rv2301()	Extracellular_Space	s
G185E-4995-MONOMER	Membrane	Rv0841()	Membrane	s
G185E-6123-MONOMER	Extracellular_Space	Rv1926c()	Extracellular_Space	s
G185E-5355-MONOMER	Extracellular_Space	Rv1186c()	Extracellular_Space	s
G185E-6107-MONOMER	Extracellular_Space	Rv1910c()	Extracellular_Space	s
G185E-6758-MONOMER	Membrane	Rv2520c()	Membrane	s
G185E-5338-MONOMER	Extracellular_Space	Rv1169c()	Extracellular_Space	s
G185E-4297-MONOMER	Extracellular_Space	Rv0179c()	Extracellular_Space	s
G185E-7477-MONOMER	Membrane	Rv3207c()	Membrane	s
G185E-7461-MONOMER	Extracellular_Space	Rv3194c()	Extracellular_Space	s
G185E-4518-MONOMER	Membrane	Rv0394c()	Membrane	s
G185E-8195-MONOMER	Extracellular_Space	Rv3897c()	Extracellular_Space	s
G185E-5255-MONOMER	Extracellular_Space	Rv1091()	Extracellular_Space	s
G185E-4233-MONOMER	Extracellular_Space	Rv0116c()	Extracellular_Space	s
G185E-6010-MONOMER	Extracellular_Space	Rv1815()	Extracellular_Space	s
G185E-8179-MONOMER	Extracellular_Space	Rv3881c()	Extracellular_Space	s
G185E-5239-MONOMER	Extracellular_Space	Rv1077()	Extracellular_Space	s
G185E-7784-MONOMER	Extracellular_Space	Rv3507()	Extracellular_Space	s
G185E-4470-MONOMER	Extracellular_Space	Rv0346c()	Extracellular_Space	s
G185E-6354-MONOMER	Extracellular_Space	Rv2146c()	Extracellular_Space	s
G185E-8150-MONOMER	Membrane	Rv3852()	Membrane	s
G185E-4828-MONOMER	Extracellular_Space	Rv0685()	Extracellular_Space	s
G185E-4812-MONOMER	Extracellular_Space	Rv0669c()	Extracellular_Space	s
G185E-8100-MONOMER	Extracellular_Space	Rv3804c()	Extracellular_Space	s
G185E-6286-MONOMER	Extracellular_Space	Rv2080()	Extracellular_Space	s
G185E-4728-MONOMER	Extracellular_Space	Rv0593()	Extracellular_Space	s
G185E-7279-MONOMER	Extracellular_Space	Rv3020c()	Extracellular_Space	s
G185E-8032-MONOMER	Membrane	Rv3742c()	Membrane	s
G185E-4712-MONOMER	Extracellular_Space	Rv0578c()	Extracellular_Space	s
G185E-4411-MONOMER	Extracellular_Space	Rv0288()	Extracellular_Space	s
