TU_id,replicon,genes,start,stop,tss,strand,rho_dependent,rnapol
TU2DNV-2645_from_HP_RS00445-MONOMER,NC_000915.1,HP1514,1588569,1589756,,+,True,HP_RS00445-MONOMER
TU2DNV-2258_from_HP_RS00445-MONOMER,NC_000915.1,HP0559,594037,594273,,-,True,HP_RS00445-MONOMER
TU2DNV-2260_from_HP_RS00445-MONOMER,NC_000915.1,HP0562,595289,595501,,-,True,HP_RS00445-MONOMER
TU2DNV-2627_from_HP_RS00445-MONOMER,NC_000915.1,HP1453,1521892,1524132,,+,True,HP_RS00445-MONOMER
TU2DNV-2629_from_HP_RS00445-MONOMER,NC_000915.1,HP1458,1527772,1528086,,-,True,HP_RS00445-MONOMER
TU2DNV-2242_from_HP_RS00445-MONOMER,NC_000915.1,HP0513,539820,541949,,+,True,HP_RS00445-MONOMER
TU2DNV-2244_from_HP_RS00445-MONOMER,NC_000915.1,HP0520,547328,547675,,+,True,HP_RS00445-MONOMER
TU2DNV-2611_from_HP_RS00445-MONOMER,HP1408,HP1408,1,276,,+,True,HP_RS00445-MONOMER
TU2DNV-2613_from_HP_RS00445-MONOMER,NC_000915.1,HP1411,1481000,1482859,,+,True,HP_RS00445-MONOMER
TU2DNV-2226_from_HP_RS00445-MONOMER,NC_000915.1,HP0472,494379,494939,,-,True,HP_RS00445-MONOMER
TU2DNV-2228_from_HP_RS00445-MONOMER,"NC_000915.1,NC_000915.1,NC_000915.1","HP0479,HP0478,HP0477",499019,502582,,+,True,HP_RS00445-MONOMER
TU2DNV-2594_from_HP_RS00445-MONOMER,"NC_000915.1,NC_000915.1","HP1380,HP1379",1442398,1445741,,+,True,HP_RS00445-MONOMER
TU2DNV-2596_from_HP_RS00445-MONOMER,"NC_000915.1,NC_000915.1","HP1385,HP1384",1446953,1448028,,-,True,HP_RS00445-MONOMER
TU2DNV-2208_from_HP_RS00445-MONOMER,NC_000915.1,HP0424,439284,441143,,-,True,HP_RS00445-MONOMER
TU2DNV-2210_from_HP_RS00445-MONOMER,HP0427,HP0427,1,276,,-,True,HP_RS00445-MONOMER
TU2DNV-2578_from_HP_RS00445-MONOMER,"NC_000915.1,NC_000915.1,NC_000915.1","HP1332,HP1331,HP1330",1391527,1393674,,-,True,HP_RS00445-MONOMER
TU2DNV-2580_from_HP_RS00445-MONOMER,NC_000915.1,HP1334,1395156,1395830,,+,True,HP_RS00445-MONOMER
TU2DNV-2192_from_HP_RS00445-MONOMER,"NC_000915.1,NC_000915.1","HP0382,HP0381",391537,393587,,-,True,HP_RS00445-MONOMER
TU2DNV-2194_from_HP_RS00445-MONOMER,NC_000915.1,HP0388,397646,398377,,-,True,HP_RS00445-MONOMER
TU2DNV-2562_from_HP_RS00445-MONOMER,"NC_000915.1,NC_000915.1,NC_000915.1,NC_000915.1,NC_000915.1,NC_000915.1,NC_000915.1,NC_000915.1,NC_000915.1,NC_000915.1,NC_000915.1,NC_000915.1,NC_000915.1,NC_000915.1,NC_000915.1,NC_000915.1","HP1275,HP1274,HP1273,HP1272,HP1271,HP1270,HP1269,HP1268,HP1267,HP1266,HP1265,HP1264,HP1263,HP1262,HP1261,HP1260",1333813,1351585,,+,True,HP_RS00445-MONOMER
TU2DNV-2564_from_HP_RS00445-MONOMER,"NC_000915.1,NC_000915.1,NC_000915.1,NC_000915.1,NC_000915.1,NC_000915.1","HP1282,HP1281,HP1280,HP1279,HP1278,HP1277",1352363,1358769,,-,True,HP_RS00445-MONOMER
TU2DNV-2176_from_HP_RS00445-MONOMER,"NC_000915.1,NC_000915.1,NC_000915.1","HP0349,HP0348,HP0347",353995,358066,,-,True,HP_RS00445-MONOMER
TU2DNV-2178_from_HP_RS00445-MONOMER,"NC_000915.1,NC_000915.1,NC_000915.1,NC_000915.1,NC_000915.1,NC_000915.1","HP0356,HP0355,HP0354,HP0353,HP0352,HP0351",359038,366984,,+,True,HP_RS00445-MONOMER
TU2DNV-2546_from_HP_RS00445-MONOMER,"NC_000915.1,HP1216,NC_000915.1,NC_000915.1","HP1217,HP1216,HP1214,HP1213",1,1294068,,-,True,HP_RS00445-MONOMER
TU2DNV-2548_from_HP_RS00445-MONOMER,"NC_000915.1,NC_000915.1,NC_000915.1","HP1222,HP1221,HP1220",1295704,1299969,,-,True,HP_RS00445-MONOMER
TU2DNV-2160_from_HP_RS00445-MONOMER,"NC_000915.1,NC_000915.1","HP0310,HP0309",325790,327562,,+,True,HP_RS00445-MONOMER
TU2DNV-2162_from_HP_RS00445-MONOMER,NC_000915.1,HP0313,328947,330092,,-,True,HP_RS00445-MONOMER
TU2DNV-2530_from_HP_RS00445-MONOMER,"NC_000915.1,NC_000915.1,NC_000915.1","HP1180,HP1179,HP1178",1245964,1249171,,-,True,HP_RS00445-MONOMER
TU2DNV-2532_from_HP_RS00445-MONOMER,"NC_000915.1,NC_000915.1","HP1182,HP1181",1249488,1251599,,+,True,HP_RS00445-MONOMER
TU2DNV-2144_from_HP_RS00445-MONOMER,"NC_000915.1,NC_000915.1,NC_000915.1,NC_000915.1,NC_000915.1","HP0259,HP0258,HP0257,HP0256,HP0255",264709,269342,,+,True,HP_RS00445-MONOMER
TU2DNV-2146_from_HP_RS00445-MONOMER,NC_000915.1,HP0262,271111,271705,,+,True,HP_RS00445-MONOMER
TU2DNV-2514_from_HP_RS00445-MONOMER,"NC_000915.1,NC_000915.1,NC_000915.1,NC_000915.1,NC_000915.1","HP1151,HP1150,HP1149,HP1148,HP1147",1211231,1213448,,-,True,HP_RS00445-MONOMER
TU2DNV-2516_from_HP_RS00445-MONOMER,"NC_000915.1,NC_000915.1","HP1155,HP1154",1217638,1219118,,+,True,HP_RS00445-MONOMER
TU2DNV-2128_from_HP_RS00445-MONOMER,NC_000915.1,HP0222,230651,230872,,+,True,HP_RS00445-MONOMER
TU2DNV-2130_from_HP_RS00445-MONOMER,NC_000915.1,HP0224,232467,233546,,+,True,HP_RS00445-MONOMER
TU2DNV-2498_from_HP_RS00445-MONOMER,NC_000915.1,HP1112,1173406,1174728,,+,True,HP_RS00445-MONOMER
TU2DNV-2500_from_HP_RS00445-MONOMER,NC_000915.1,HP1114,1175638,1177614,,-,True,HP_RS00445-MONOMER
TU2DNV-2111_from_HP_RS00445-MONOMER,"NC_000915.1,NC_000915.1","HP0187,HP0186",193210,194900,,-,True,HP_RS00445-MONOMER
TU2DNV-2113_from_HP_RS00445-MONOMER,"NC_000915.1,NC_000915.1,NC_000915.1","HP0196,HP0195,HP0194",200992,203553,,+,True,HP_RS00445-MONOMER
TU2DNV-2482_from_HP_RS00445-MONOMER,NC_000915.1,HP1074,1133091,1133879,,+,True,HP_RS00445-MONOMER
TU2DNV-2484_from_HP_RS00445-MONOMER,"NC_000915.1,NC_000915.1","HP1079,HP1078",1136958,1138785,,-,True,HP_RS00445-MONOMER
TU2DNV-2095_from_HP_RS00445-MONOMER,"NC_000915.1,NC_000915.1,NC_000915.1,NC_000915.1","HP0139,HP0138,HP0137,HP0136",146813,150111,,-,True,HP_RS00445-MONOMER
TU2DNV-2097_from_HP_RS00445-MONOMER,NC_000915.1,HP0141,152048,153703,,+,True,HP_RS00445-MONOMER
TU2DNV-2466_from_HP_RS00445-MONOMER,"NC_000915.1,NC_000915.1,HP1019","HP1021,HP1020,HP1019",1,1085028,,+,True,HP_RS00445-MONOMER
TU2DNV-2468_from_HP_RS00445-MONOMER,"NC_000915.1,NC_000915.1,NC_000915.1","HP1026,HP1025,HP1024",1087633,1090052,,+,True,HP_RS00445-MONOMER
TU2DNV-2079_from_HP_RS00445-MONOMER,"NC_000915.1,NC_000915.1,NC_000915.1","HP0107,HP0106,HP0105",112828,115417,,-,True,HP_RS00445-MONOMER
TU2DNV-2081_from_HP_RS00445-MONOMER,"NC_000915.1,NC_000915.1","HP0113,HP0112",120037,120992,,+,True,HP_RS00445-MONOMER
TU2DNV-2450_from_HP_RS00445-MONOMER,NC_000915.1,HP0993,1054815,1055066,,+,True,HP_RS00445-MONOMER
TU2DNV-2452_from_HP_RS00445-MONOMER,NC_000915.1,HP0995,1056158,1057225,,-,True,HP_RS00445-MONOMER
TU2DNV-2063_from_HP_RS00445-MONOMER,NC_000915.1,HP0080,84359,86140,,+,True,HP_RS00445-MONOMER
TU2DNV-2065_from_HP_RS00445-MONOMER,"NC_000915.1,NC_000915.1","HP0084,HP0083",88833,89644,,-,True,HP_RS00445-MONOMER
TU2DNV-2434_from_HP_RS00445-MONOMER,NC_000915.1,HP_RS04710,1020455,1020667,,-,True,HP_RS00445-MONOMER
TU2DNV-2436_from_HP_RS00445-MONOMER,NC_000915.1,HP0967,1026448,1026735,,-,True,HP_RS00445-MONOMER
TU2DNV-2047_from_HP_RS00445-MONOMER,NC_000915.1,HP0028,28907,29434,,+,True,HP_RS00445-MONOMER
TU2DNV-2049_from_HP_RS00445-MONOMER,"NC_000915.1,NC_000915.1,NC_000915.1,NC_000915.1,NC_000915.1,NC_000915.1,NC_000915.1","HP0037,HP0036,HP0035,HP0034,HP0033,HP0032,HP0031",31961,37611,,+,True,HP_RS00445-MONOMER
TU2DNV-2418_from_HP_RS00445-MONOMER,NC_000915.1,HP0922,979432,987021,,+,True,HP_RS00445-MONOMER
TU2DNV-2420_from_HP_RS00445-MONOMER,"NC_000915.1,NC_000915.1,NC_000915.1,NC_000915.1,NC_000915.1,NC_000915.1,NC_000915.1,NC_000915.1,NC_000915.1,NC_000915.1","HP0935,HP0934,HP0933,HP0931,HP0930,HP0929,HP0928,HP0927,HP0926,HP0925",988604,996029,,+,True,HP_RS00445-MONOMER
TU2DNV-2031_from_HP_RS00445-MONOMER,NC_000915.1,HP1589,1667057,1667800,,-,True,HP_RS00445-MONOMER
TU2DNV-2033_from_HP_RS00445-MONOMER,"NC_000915.1,NC_000915.1","HP0006,HP0005",2719,4233,,+,True,HP_RS00445-MONOMER
TU2DNV-2402_from_HP_RS00445-MONOMER,"NC_000915.1,NC_000915.1","HP0895,HP0894",946345,946969,,-,True,HP_RS00445-MONOMER
TU2DNV-2404_from_HP_RS00445-MONOMER,"HPt21,HPt20","HPt21,HPt20",1,77,,-,True,HP_RS00445-MONOMER
TU2DNV-2768_from_HP_RS00445-MONOMER,NC_000915.1,HP0159,167613,168731,,-,True,HP_RS00445-MONOMER
TU2DNV-2770_from_HP_RS00445-MONOMER,NC_000915.1,HP0134,145016,146365,,+,True,HP_RS00445-MONOMER
TU2DNV-2386_from_HP_RS00445-MONOMER,"NC_000915.1,NC_000915.1","HP0853,HP0852",903788,906327,,-,True,HP_RS00445-MONOMER
TU2DNV-2388_from_HP_RS00445-MONOMER,"NC_000915.1,NC_000915.1","HP0856,HP0855",907648,910335,,+,True,HP_RS00445-MONOMER
TU2DNV-2752_from_HP_RS00445-MONOMER,NC_000915.1,HP0413,425510,426838,,-,True,HP_RS00445-MONOMER
TU2DNV-2754_from_HP_RS00445-MONOMER,NC_000915.1,HP0384,394337,395089,,-,True,HP_RS00445-MONOMER
TU2DNV-2749_from_HP_RS00445-MONOMER,NC_000915.1,HP0438,454828,456111,,+,True,HP_RS00445-MONOMER
TU2DNV-2367_from_HP_RS00445-MONOMER,"NC_000915.1,NC_000915.1,NC_000915.1","HP0810,HP0809,HP0808",863551,865079,,-,True,HP_RS00445-MONOMER
TU2DNV-2733_from_HP_RS00445-MONOMER,NC_000915.1,HP0819a,872760,872939,,-,True,HP_RS00445-MONOMER
