,value
HP0219,MONOMER
HP0722,MONOMER
HP1207,MONOMER
HP0197,MONOMER
HP0696,MONOMER
HP1190,MONOMER
HP0178,MONOMER
HP0664,MONOMER
HP1169,MONOMER
HP0157,MONOMER
HP0645,MONOMER
HP1572,MONOMER
HP1152,MONOMER
HP0136,MONOMER
HP0625,MONOMER
HP1553,MONOMER
HP1133,MONOMER
HP0114,MONOMER
HP0604,MONOMER
HP1532,MONOMER
HP1111,MONOMER
HP0092,MONOMER
HP0586,MONOMER
HP1504,MONOMER
HP1088,MONOMER
HP0073,MONOMER
HP0569,MONOMER
HP1485,MONOMER
HP1067,MONOMER
HP0048,MONOMER
HP0547,MONOMER
HP1466,MONOMER
HP1047,MONOMER
HP0026,MONOMER
HP0531,MONOMER
HP1448,MONOMER
HP1030,MONOMER
HP0004,MONOMER
HP0514,MONOMER
HP1427,MONOMER
HP1010,MONOMER
HP0493,MONOMER
HP1406,MONOMER
HP0976,MONOMER
HP0473,MONOMER
HP1379,MONOMER
HP0956,MONOMER
HP0426,MONOMER
HP1361,MONOMER
HP0935,MONOMER
HP0403,MONOMER
HP1340,MONOMER
HP0913,MONOMER
HP0384,MONOMER
HP1321,MONOMER
HP0890,MONOMER
HP0361,MONOMER
HP1305,MONOMER
HP0866,MONOMER
HP0331,MONOMER
HP1287,MONOMER
HP0844,MONOMER
HP0310,MONOMER
HP1270,MONOMER
HP0821,MONOMER
HP0293,MONOMER
HP0801,MONOMER
HP0280,MONOMER
HP0781,MONOMER
HP0258,MONOMER
HP0758,MONOMER
HP0754,MONOMER
HP1243,MONOMER
HP0233,MONOMER
HP0739,MONOMER
HP1225,MONOMER
HP0215,MONOMER
HP0717,MONOMER
HP1204,MONOMER
HP0194,MONOMER
HP0692,MONOMER
HP1185,MONOMER
HP0175,MONOMER
HP0661,MONOMER
HP1588,MONOMER
HP1166,MONOMER
HP0153,MONOMER
HP0642,MONOMER
HP1568,MONOMER
HP1149,MONOMER
HP0132,MONOMER
HP0621,MONOMER
HP1550,MONOMER
HP1130,MONOMER
HP0110,MONOMER
HP0600,MONOMER
HP1526,MONOMER
HP1108,MONOMER
HP0089,MONOMER
HP0584,MONOMER
HP1501,MONOMER
HP1084,MONOMER
HP0070,MONOMER
HP0566,MONOMER
HP1482,MONOMER
HP1061,MONOMER
HP0044,MONOMER
HP0545,MONOMER
HP1462,MONOMER
HP1044,MONOMER
HP0021,MONOMER
HP0528,MONOMER
HP1445,MONOMER
HP1027,MONOMER
HP0001,MONOMER
HP0509,MONOMER
HP1421,MONOMER
HP1000,MONOMER
