Modified_enzyme,Core_enzyme,Modifications,Source
RNAP-CPLX_mod_zn2(1)_mod_mg2(2),RNAP-CPLX,zn2(1) AND mg2(2),RNA_Polymerase
G1G01-1711-MONOMER_mod_mg2(1),G1G01-1711-MONOMER,mg2(1),Homology
G1G01-1711-MONOMER_mod_mn2(1),G1G01-1711-MONOMER,mn2(1),Homology
G1G01-1711-MONOMER_mod_cobalt2(1),G1G01-1711-MONOMER,cobalt2(1),Homology
G1G01-4298-MONOMER_mod_zn2(2),G1G01-4298-MONOMER,zn2(2),Homology
G1G01-5578-MONOMER_mod_pydx5p(1),G1G01-5578-MONOMER,pydx5p(1),Homology
CPLX1G01-106_mod_pydx5p(1),CPLX1G01-106,pydx5p(1),Homology
CPLX1G01-137_mod_mg2(1),CPLX1G01-137,mg2(1),Homology
CPLX1G01-160_mod_pheme(1)_mod_hemed(1),CPLX1G01-160,pheme(1) AND hemed(1),Homology
G1G01-1110-MONOMER_mod_mg2(1),G1G01-1110-MONOMER,mg2(1),Homology
G1G01-577-MONOMER_mod_mg2(1),G1G01-577-MONOMER,mg2(1),Homology
G1G01-577-MONOMER_mod_mn2(1),G1G01-577-MONOMER,mn2(1),Homology
G1G01-1398-MONOMER_mod_mg2(1),G1G01-1398-MONOMER,mg2(1),Homology
CPLX1G01-78_mod_mg2(1),CPLX1G01-78,mg2(1),Homology
CPLX1G01-78_mod_mn2(1),CPLX1G01-78,mn2(1),Homology
CPLX1G01-78_mod_cobalt2(1),CPLX1G01-78,cobalt2(1),Homology
CPLX1G01-78_mod_cd2(1),CPLX1G01-78,cd2(1),Homology
CPLX1G01-78_mod_zn2(1),CPLX1G01-78,zn2(1),Homology
G1G01-1693-MONOMER_mod_mg2(1)_mod_k(1),G1G01-1693-MONOMER,mg2(1) AND k(1),Homology
G1G01-4996-MONOMER_mod_mg2(1),G1G01-4996-MONOMER,mg2(1),Homology
G1G01-5651-MONOMER_mod_mg2(1),G1G01-5651-MONOMER,mg2(1),Homology
CPLX1G01-153_mod_mg2(1),CPLX1G01-153,mg2(1),Homology
G1G01-5237-MONOMER_mod_mg2(2),G1G01-5237-MONOMER,mg2(2),Homology
CPLX1G01-79_mod_fe2(1)_mod_fad(1),CPLX1G01-79,fe2(1) AND fad(1),Homology
G1G01-5160-MONOMER_mod_mg2(1),G1G01-5160-MONOMER,mg2(1),Homology
G1G01-1108-MONOMER_mod_zn2(2),G1G01-1108-MONOMER,zn2(2),Homology
G1G01-1753-MONOMER_mod_4fe4s(1),G1G01-1753-MONOMER,4fe4s(1),Homology
G1G01-1916-MONOMER_mod_nad(1),G1G01-1916-MONOMER,nad(1),Homology
G1G01-490-MONOMER_mod_acetyl(1),G1G01-490-MONOMER,acetyl(1),Homology
G1G01-1888-MONOMER_mod_nad(1),G1G01-1888-MONOMER,nad(1),Homology
G1G01-1525-MONOMER_mod_mg2(2),G1G01-1525-MONOMER,mg2(2),Homology
G1G01-3084-MONOMER_mod_zn2(1),G1G01-3084-MONOMER,zn2(1),Homology
G1G01-1105-MONOMER_mod_mg2(1),G1G01-1105-MONOMER,mg2(1),Homology
G1G01-2597-MONOMER_mod_fad(1),G1G01-2597-MONOMER,fad(1),Homology
G1G01-1686-MONOMER_mod_fe2(2),G1G01-1686-MONOMER,fe2(2),Homology
G1G01-2220-MONOMER_mod_mg2(1),G1G01-2220-MONOMER,mg2(1),Homology
G1G01-5646-MONOMER_mod_mg2(1),G1G01-5646-MONOMER,mg2(1),Homology
G1G01-2495-MONOMER_mod_mg2(1),G1G01-2495-MONOMER,mg2(1),Homology
G1G01-5231-MONOMER_mod_mg2(1),G1G01-5231-MONOMER,mg2(1),Homology
G1G01-1146-MONOMER_mod_fad(1),G1G01-1146-MONOMER,fad(1),Homology
G1G01-5494-MONOMER_mod_pydx5p(1),G1G01-5494-MONOMER,pydx5p(1),Homology
G1G01-1549-MONOMER_mod_mg2(1),G1G01-1549-MONOMER,mg2(1),Homology
G1G01-671-MONOMER_mod_mn2(1),G1G01-671-MONOMER,mn2(1),Homology
G1G01-671-MONOMER_mod_2fe2s(1)_mod_mn2(1),G1G01-671-MONOMER,2fe2s(1) AND mn2(1),Homology
G1G01-671-MONOMER_mod_4fe4s(1)_mod_mn2(1),G1G01-671-MONOMER,4fe4s(1) AND mn2(1),Homology
G1G01-928-MONOMER_mod_mn2(1),G1G01-928-MONOMER,mn2(1),Homology
G1G01-913-MONOMER_mod_mg2(1),G1G01-913-MONOMER,mg2(1),Homology
G1G01-469-MONOMER_mod_pydx5p(1),G1G01-469-MONOMER,pydx5p(1),Homology
G1G01-469-MONOMER_mod_pydx5p(1)_mod_SH(1),G1G01-469-MONOMER,pydx5p(1) AND SH(1),Homology
G1G01-469-MONOMER_mod_2fe2s(1),G1G01-469-MONOMER,2fe2s(1),Homology
G1G01-469-MONOMER_mod_4fe4s(1),G1G01-469-MONOMER,4fe4s(1),Homology
G1G01-1851-MONOMER_mod_mg2(1),G1G01-1851-MONOMER,mg2(1),Homology
G1G01-1715-MONOMER_mod_mn2(1),G1G01-1715-MONOMER,mn2(1),Homology
G1G01-796-MONOMER_mod_mg2(1)_mod_pi(1),G1G01-796-MONOMER,mg2(1) AND pi(1),Homology
G1G01-796-MONOMER_mod_mn2(1)_mod_pi(1),G1G01-796-MONOMER,mn2(1) AND pi(1),Homology
G1G01-5643-MONOMER_mod_fmn(1),G1G01-5643-MONOMER,fmn(1),Homology
G1G01-5643-MONOMER_mod_mg2(1),G1G01-5643-MONOMER,mg2(1),Homology
G1G01-4407-MONOMER_mod_pydx5p(1),G1G01-4407-MONOMER,pydx5p(1),Homology
G1G01-925-MONOMER_mod_4fe4s(1),G1G01-925-MONOMER,4fe4s(1),Homology
G1G01-4364-MONOMER_mod_mg2(1),G1G01-4364-MONOMER,mg2(1),Homology
G1G01-400-MONOMER_mod_mg2(1),G1G01-400-MONOMER,mg2(1),Homology
G1G01-1040-MONOMER_mod_mn2(1),G1G01-1040-MONOMER,mn2(1),Homology
G1G01-1907-MONOMER_mod_mg2(1),G1G01-1907-MONOMER,mg2(1),Homology
G1G01-5329-MONOMER_mod_pydx5p(1),G1G01-5329-MONOMER,pydx5p(1),Homology
G1G01-5562-MONOMER_mod_mn2(1),G1G01-5562-MONOMER,mn2(1),Homology
G1G01-688-MONOMER_mod_mg2(1)_mod_cu(1)_mod_fad(1),G1G01-688-MONOMER,mg2(1) AND cu(1) AND fad(1),Homology
G1G01-2027-MONOMER_mod_pan4p(1),G1G01-2027-MONOMER,pan4p(1),Homology
G1G01-2027-MONOMER_mod_pan4p(1)_mod_ac(1),G1G01-2027-MONOMER,pan4p(1) AND ac(1),Homology
G1G01-2027-MONOMER_mod_pan4p(1)_mod_mal(1),G1G01-2027-MONOMER,pan4p(1) AND mal(1),Homology
G1G01-2027-MONOMER_mod_pan4p(1)_mod_but2e(1),G1G01-2027-MONOMER,pan4p(1) AND but2e(1),Homology
G1G01-2027-MONOMER_mod_pan4p(1)_mod_act(1),G1G01-2027-MONOMER,pan4p(1) AND act(1),Homology
G1G01-2027-MONOMER_mod_pan4p(1)_mod_but(1),G1G01-2027-MONOMER,pan4p(1) AND but(1),Homology
G1G01-2027-MONOMER_mod_pan4p(1)_mod_3ha(1),G1G01-2027-MONOMER,pan4p(1) AND 3ha(1),Homology
G1G01-2027-MONOMER_mod_pan4p(1)_mod_egme(1),G1G01-2027-MONOMER,pan4p(1) AND egme(1),Homology
G1G01-2027-MONOMER_mod_pan4p(1)_mod_ogme(1),G1G01-2027-MONOMER,pan4p(1) AND ogme(1),Homology
G1G01-2027-MONOMER_mod_pan4p(1)_mod_gme(1),G1G01-2027-MONOMER,pan4p(1) AND gme(1),Homology
G1G01-2027-MONOMER_mod_pan4p(1)_mod_hgme(1),G1G01-2027-MONOMER,pan4p(1) AND hgme(1),Homology
G1G01-2027-MONOMER_mod_pan4p(1)_mod_thex2e(1),G1G01-2027-MONOMER,pan4p(1) AND thex2e(1),Homology
G1G01-2027-MONOMER_mod_pan4p(1)_mod_3ohex(1),G1G01-2027-MONOMER,pan4p(1) AND 3ohex(1),Homology
G1G01-2027-MONOMER_mod_pan4p(1)_mod_hex(1),G1G01-2027-MONOMER,pan4p(1) AND hex(1),Homology
G1G01-2027-MONOMER_mod_pan4p(1)_mod_3hhex(1),G1G01-2027-MONOMER,pan4p(1) AND 3hhex(1),Homology
G1G01-2027-MONOMER_mod_pan4p(1)_mod_pim(1),G1G01-2027-MONOMER,pan4p(1) AND pim(1),Homology
G1G01-2027-MONOMER_mod_pan4p(1)_mod_epme(1),G1G01-2027-MONOMER,pan4p(1) AND epme(1),Homology
G1G01-2027-MONOMER_mod_pan4p(1)_mod_opme(1),G1G01-2027-MONOMER,pan4p(1) AND opme(1),Homology
G1G01-2027-MONOMER_mod_pan4p(1)_mod_pme(1),G1G01-2027-MONOMER,pan4p(1) AND pme(1),Homology
G1G01-2027-MONOMER_mod_pan4p(1)_mod_hpme(1),G1G01-2027-MONOMER,pan4p(1) AND hpme(1),Homology
G1G01-2027-MONOMER_mod_pan4p(1)_mod_toct2e(1),G1G01-2027-MONOMER,pan4p(1) AND toct2e(1),Homology
G1G01-2027-MONOMER_mod_pan4p(1)_mod_3ooct(1),G1G01-2027-MONOMER,pan4p(1) AND 3ooct(1),Homology
G1G01-2027-MONOMER_mod_pan4p(1)_mod_oc(1),G1G01-2027-MONOMER,pan4p(1) AND oc(1),Homology
G1G01-2027-MONOMER_mod_pan4p(1)_mod_3hoct(1),G1G01-2027-MONOMER,pan4p(1) AND 3hoct(1),Homology
G1G01-2027-MONOMER_mod_pan4p(1)_mod_tdec2e(1),G1G01-2027-MONOMER,pan4p(1) AND tdec2e(1),Homology
G1G01-2027-MONOMER_mod_pan4p(1)_mod_cdec3e(1),G1G01-2027-MONOMER,pan4p(1) AND cdec3e(1),Homology
G1G01-2027-MONOMER_mod_pan4p(1)_mod_3odec(1),G1G01-2027-MONOMER,pan4p(1) AND 3odec(1),Homology
G1G01-2027-MONOMER_mod_pan4p(1)_mod_dca(1),G1G01-2027-MONOMER,pan4p(1) AND dca(1),Homology
G1G01-2027-MONOMER_mod_pan4p(1)_mod_3hdec(1),G1G01-2027-MONOMER,pan4p(1) AND 3hdec(1),Homology
G1G01-2027-MONOMER_mod_pan4p(1)_mod_t3c5ddece(1),G1G01-2027-MONOMER,pan4p(1) AND t3c5ddece(1),Homology
G1G01-2027-MONOMER_mod_pan4p(1)_mod_3ocddec5e(1),G1G01-2027-MONOMER,pan4p(1) AND 3ocddec5e(1),Homology
G1G01-2027-MONOMER_mod_pan4p(1)_mod_tddec2e(1),G1G01-2027-MONOMER,pan4p(1) AND tddec2e(1),Homology
G1G01-2027-MONOMER_mod_pan4p(1)_mod_cddec5e(1),G1G01-2027-MONOMER,pan4p(1) AND cddec5e(1),Homology
G1G01-2027-MONOMER_mod_pan4p(1)_mod_3oddec(1),G1G01-2027-MONOMER,pan4p(1) AND 3oddec(1),Homology
G1G01-2027-MONOMER_mod_pan4p(1)_mod_3hcddec5e(1),G1G01-2027-MONOMER,pan4p(1) AND 3hcddec5e(1),Homology
G1G01-2027-MONOMER_mod_pan4p(1)_mod_ddca(1),G1G01-2027-MONOMER,pan4p(1) AND ddca(1),Homology
G1G01-2027-MONOMER_mod_pan4p(1)_mod_3hddec(1),G1G01-2027-MONOMER,pan4p(1) AND 3hddec(1),Homology
G1G01-2027-MONOMER_mod_pan4p(1)_mod_t3c7mrse(1),G1G01-2027-MONOMER,pan4p(1) AND t3c7mrse(1),Homology
G1G01-2027-MONOMER_mod_pan4p(1)_mod_3ocmrs7e(1),G1G01-2027-MONOMER,pan4p(1) AND 3ocmrs7e(1),Homology
G1G01-2027-MONOMER_mod_pan4p(1)_mod_tde(1),G1G01-2027-MONOMER,pan4p(1) AND tde(1),Homology
