Reaction	Complexes
14GLUCANabcpp	B488_RS05590-MONOMER
2DHGLCNkt_tpp	B488_RS04930-MONOMER OR B488_RS01480-MONOMER OR B488_RS00280-MONOMER OR B488_RS05650-MONOMER
3HAD100	B488_RS00530-MONOMER OR B488_RS00245-MONOMER
3HAD120	B488_RS00530-MONOMER OR B488_RS00245-MONOMER
3HAD121	B488_RS00530-MONOMER OR B488_RS00245-MONOMER
3HAD140	B488_RS00530-MONOMER OR B488_RS00245-MONOMER
3HAD141	B488_RS00530-MONOMER OR B488_RS00245-MONOMER
3HAD160	B488_RS00530-MONOMER OR B488_RS00245-MONOMER
3HAD161	B488_RS00530-MONOMER OR B488_RS00245-MONOMER
3HAD180	B488_RS00530-MONOMER OR B488_RS00245-MONOMER
3HAD181	B488_RS00245-MONOMER OR B488_RS00530-MONOMER
3HAD40	B488_RS00530-MONOMER OR B488_RS00245-MONOMER
3HAD60	B488_RS00530-MONOMER OR B488_RS00245-MONOMER
3HAD80	B488_RS00530-MONOMER OR B488_RS00245-MONOMER
3OAR100	B488_RS04910-MONOMER
3OAR120	B488_RS04910-MONOMER
3OAR121	B488_RS04910-MONOMER
3OAR140	B488_RS04910-MONOMER
3OAR141	B488_RS04910-MONOMER
3OAR160	B488_RS04910-MONOMER
3OAR161	B488_RS04910-MONOMER
3OAR180	B488_RS04910-MONOMER
3OAR181	B488_RS04910-MONOMER
3OAR40	B488_RS04910-MONOMER
3OAR60	B488_RS04910-MONOMER
3OAR80	B488_RS04910-MONOMER
3OAS100	B488_RS00525-MONOMER OR B488_RS04900-MONOMER
3OAS120	B488_RS00525-MONOMER OR B488_RS04900-MONOMER
3OAS121	B488_RS00525-MONOMER
3OAS140	B488_RS00525-MONOMER OR B488_RS04900-MONOMER
3OAS141	B488_RS00525-MONOMER
3OAS160	B488_RS00525-MONOMER OR B488_RS04900-MONOMER
3OAS161	B488_RS00525-MONOMER
3OAS180	B488_RS04900-MONOMER OR B488_RS00525-MONOMER
3OAS181	B488_RS04900-MONOMER
3OAS60	B488_RS00525-MONOMER OR B488_RS04900-MONOMER
3OAS80	B488_RS00525-MONOMER OR B488_RS04900-MONOMER
3OXOADPt_pp	B488_RS00585-MONOMER
3PEPTabcpp	CPLX_3PEPTabcpp-0 OR B488_RS05120-MONOMER OR CPLX_3PEPTabcpp-1
4HBZtex	B488_RS00585-MONOMER OR B488_RS06850-MONOMER
4HTHRS	B488_RS02875-MONOMER_mod_pydx5p(2) OR B488_RS00485-MONOMER_mod_pydx5p(1)
4PEPTabcpp	CPLX_3PEPTabcpp-0 OR CPLX_4PEPTabcpp-0 OR CPLX_3PEPTabcpp-1
A5PISO	B488_RS02775-MONOMER
AASAD3	B488_RS04015-MONOMER
ABTA	B488_RS00750-MONOMER_mod_pydx5p(1) OR B488_RS00750-MONOMER_mod_pydx5p(1) OR B488_RS06460-MONOMER_mod_pydx5p(1)
ACCOAC	CPLX_ACCOAC-0_mod_btn(1)
ACGK	B488_RS06440-MONOMER
ACGS	B488_RS06440-MONOMER OR B488_RS01650-MONOMER
ACHBS	B488_RS03080-MONOMER_mod_mg2(1)
ACOATA	CPLX_ACOATA-0
ACOLIPAabctex	CPLX_ACOLIPAabctex-0
ACONT	B488_RS00600-MONOMER_mod_4fe4s(1)
ACONTa	B488_RS00600-MONOMER_mod_4fe4s(1)
ACONTb	B488_RS00600-MONOMER_mod_4fe4s(1)
ACOTA	B488_RS00750-MONOMER_mod_pydx5p(1)
ACt2rpp	B488_RS01830-MONOMER
ADCS	CPLX_ADCS-0 OR B488_RS06380-MONOMER
ADK1	B488_RS03080-MONOMER_mod_mg2(1)
ADK3	B488_RS02105-MONOMER_mod_mg2(1)
ADK4	B488_RS02105-MONOMER_mod_mg2(1)
ADNK1	B488_RS02105-MONOMER_mod_mg2(1)
ADSL1r	B488_RS02595-MONOMER OR B488_RS02205-MONOMER
ADSL2r	B488_RS02595-MONOMER OR B488_RS01040-MONOMER OR B488_RS02205-MONOMER OR B488_RS02155-MONOMER
ADSS	B488_RS05710-MONOMER_mod_mg2(1)
AGM3PApp	B488_RS00370-MONOMER
AGM4PApp	B488_RS00370-MONOMER
AGPAT120	B488_RS00645-MONOMER
AGPAT160	B488_RS00645-MONOMER
AGPAT161	B488_RS00645-MONOMER
AGPAT180	B488_RS00645-MONOMER
AGPAT181	B488_RS00645-MONOMER
AGPR	B488_RS05625-MONOMER
AHSERL2	B488_RS00315-MONOMER_mod_pydx5p(1)
AICART	B488_RS06010-MONOMER
AIRC3	B488_RS04130-MONOMER
AIRCr	CPLX_AIRCr-0
AKGDH	CPLX_AKGDH-0_mod_mg2(1)_mod_lipoyl(1)
AKGDa	B488_RS03585-MONOMER
AKGDb	B488_RS03580-MONOMER OR B488_RS05365-MONOMER
AKGt2rpp	B488_RS00585-MONOMER OR B488_RS01480-MONOMER
ALAALAabcpp	CPLX_3PEPTabcpp-0 OR CPLX_ALAALAabcpp-0 OR B488_RS02955-MONOMER OR B488_RS04240-MONOMER
ALAALAr	B488_RS02895-MONOMER OR B488_RS02895-MONOMER
ALAR	B488_RS01575-MONOMER
ALATA_D2	B488_RS05295-MONOMER
ALATA_L	B488_RS02150-MONOMER
ALATA_L2	B488_RS05295-MONOMER
ALATRS	B488_RS02200-MONOMER_mod_zn2(4)
ALAabcpp	CPLX_ALAabcpp-0 OR B488_RS00480-MONOMER OR CPLX_ALAabcpp-1
ALDD2x_copy1	B488_RS04015-MONOMER OR B488_RS04015-MONOMER OR B488_RS04015-MONOMER OR B488_RS04015-MONOMER OR B488_RS04015-MONOMER OR B488_RS04015-MONOMER
ALDD2x_copy2	B488_RS04015-MONOMER
AMMQLT8	B488_RS05785-MONOMER
AMPMS2	B488_RS00700-MONOMER
ANPRT	B488_RS06375-MONOMER OR B488_RS06380-MONOMER OR B488_10810-MONOMER
ANS	CPLX_ANS-0_mod_mg2(1) OR CPLX_ANS-0_mod_cobalt2(1) OR CPLX_ANS-0_mod_fe2(1)
APRAUR	B488_RS05290-MONOMER
APTNAT	B488_RS00750-MONOMER_mod_pydx5p(1) OR B488_RS06460-MONOMER_mod_pydx5p(1)
ARGSL	B488_RS01040-MONOMER
ARGSS	B488_RS04960-MONOMER_mod_mg2(1)
ARGTRS	B488_RS04620-MONOMER_mod_mg2(1)
ARGabcpp	CPLX_ARGabcpp-0 OR B488_RS04240-MONOMER OR CPLX_ARGabcpp-1 OR CPLX_ARGabcpp-2 OR CPLX_ARGabcpp-3
ARUH	B488_RS02150-MONOMER OR B488_RS05620-MONOMER
ASCBptspp	CPLX_ASCBptspp-0
ASNS1	B488_RS01560-MONOMER_mod_mg2(1)
ASP1DC	B488_RS01955-MONOMER
ASPK	B488_RS01385-MONOMER
ASPO1	B488_RS03620-MONOMER
ASPO6	B488_RS03620-MONOMER
ASPT	B488_RS02205-MONOMER
ASPTA	B488_RS02150-MONOMER OR B488_RS05620-MONOMER
ASPTRS	B488_RS00845-MONOMER
ASPabcpp	CPLX_ASPabcpp-0 OR CPLX_ASPabcpp-1 OR B488_RS02745-MONOMER OR B488_RS02955-MONOMER OR B488_RS04240-MONOMER
ASPt2_2pp	B488_RS01830-MONOMER
ATPM	B488_RS05060-MONOMER OR B488_RS06620-MONOMER
ATPPRT	B488_RS04805-MONOMER OR B488_RS00485-MONOMER_mod_pydx5p(1) OR B488_RS02875-MONOMER_mod_pydx5p(2)
ATPS4rpp	CPLX_ATPS4rpp-0
BDH	B488_RS04910-MONOMER
BETALDHx	B488_RS04015-MONOMER
BTS4	B488_RS06445-MONOMER_mod_4fe4s(1)_mod_2fe2s(1)
BTS5	B488_RS06445-MONOMER_mod_4fe4s(1)_mod_2fe2s(1)
BUTSO3abcpp	CPLX_BUTSO3abcpp-0
BZt1pp	B488_RS01830-MONOMER
CATECHOLtex	B488_RS02960-MONOMER
CATECHOLtpp	B488_RS02960-MONOMER
CBPS	B488_RS06445-MONOMER_mod_4fe4s(1)_mod_2fe2s(1)
CCGS	B488_RS03680-MONOMER
CFAS160E	B488_RS00955-MONOMER_mod_hco3(1)
CFAS160G	B488_RS00955-MONOMER_mod_hco3(1)
CFAS180E	B488_RS00955-MONOMER_mod_hco3(1)
CFAS180G	B488_RS00955-MONOMER_mod_hco3(1)
CGLYabcpp	CPLX_CGLYabcpp-0 OR CPLX_ALAALAabcpp-0
CHLabcpp	CPLX_CHLabcpp-0 OR B488_RS05120-MONOMER OR B488_RS05245-MONOMER OR B488_RS05590-MONOMER OR B488_RS06135-MONOMER OR B488_RS06325-MONOMER
CHOLSH	B488_RS01690-MONOMER
CHOLS_ex	B488_RS02875-MONOMER_mod_pydx5p(2)
CHOLSabc	B488_RS05250-MONOMER OR B488_RS01615-MONOMER OR B488_RS05120-MONOMER OR B488_RS05245-MONOMER OR B488_RS05590-MONOMER OR B488_RS06135-MONOMER OR B488_RS06325-MONOMER
CHORM	B488_RS00270-MONOMER
CHORS	CPLX_CHORS-0_mod_mg2(1) OR CPLX_CHORS-0_mod_mn2(1) OR CPLX_CHORS-0_mod_cobalt2(1) OR CPLX_CHORS-0_mod_cd2(1) OR CPLX_CHORS-0_mod_zn2(1)
CITt_kt	B488_RS00585-MONOMER OR B488_RS01480-MONOMER
