Complex	Complex_compartment	Protein	Protein_compartment	translocase_pathway
B488_RS05965-MONOMER	Inner_Membrane	B488_RS05965()	Inner_Membrane	r
B488_RS04735-MONOMER	Inner_Membrane	B488_RS04735()	Inner_Membrane	r
B488_RS03450-MONOMER	Inner_Membrane	B488_RS03450()	Inner_Membrane	r
B488_RS03915-MONOMER	Inner_Membrane	B488_RS03915()	Inner_Membrane	r
CPLX27KH-5	Inner_Membrane	B488_RS00410()	Inner_Membrane	r
B488_RS00410-MONOMER	Inner_Membrane	B488_RS00410()	Inner_Membrane	r
CPLX27KH-5	Inner_Membrane	B488_RS00400()	Inner_Membrane	p
B488_RS00400-MONOMER	Inner_Membrane	B488_RS00400()	Inner_Membrane	p
CPLX_CYO1b-0	Inner_Membrane	B488_RS00400()	Inner_Membrane	p
CPLX27KH-5	Inner_Membrane	B488_RS00405()	Inner_Membrane	r
B488_RS00405-MONOMER	Inner_Membrane	B488_RS00405()	Inner_Membrane	r
CPLX27KH-5	Inner_Membrane	B488_RS00395()	Inner_Membrane	p
B488_RS00395-MONOMER	Inner_Membrane	B488_RS00395()	Inner_Membrane	p
CPLX_CYO1b-0	Inner_Membrane	B488_RS00395()	Inner_Membrane	p
B488_RS02650-MONOMER	Periplasm	B488_RS02650()	Periplasm	s
B488_RS05780-MONOMER	Inner_Membrane	B488_RS05780()	Inner_Membrane	r
B488_RS00225-MONOMER	Inner_Membrane	B488_RS00225()	Inner_Membrane	r
B488_RS00115-MONOMER	Inner_Membrane	B488_RS00115()	Inner_Membrane	r
B488_RS01720-MONOMER	Outer_Membrane	B488_RS01720()	Inner_Membrane	s
CPLX27KH-12	Inner_Membrane	B488_RS03630()	Inner_Membrane	r
B488_RS03630-MONOMER	Inner_Membrane	B488_RS03630()	Inner_Membrane	r
B488_RS01285-MONOMER	Inner_Membrane	B488_RS01285()	Inner_Membrane	p
CPLX27KH-3	Inner_Membrane	B488_RS01285()	Inner_Membrane	p
CPLX_NADH16pp-0	Inner_Membrane	B488_RS01285()	Inner_Membrane	p
B488_RS01345-MONOMER	Inner_Membrane	B488_RS01345()	Inner_Membrane	r
CPLX27KH-3	Inner_Membrane	B488_RS01345()	Inner_Membrane	r
CPLX27KH-15	Inner_Membrane	B488_RS01345()	Inner_Membrane	r
CPLX_NADH16pp-0	Inner_Membrane	B488_RS01345()	Inner_Membrane	r
B488_RS01330-MONOMER	Inner_Membrane	B488_RS01330()	Inner_Membrane	r
CPLX27KH-3	Inner_Membrane	B488_RS01330()	Inner_Membrane	r
CPLX27KH-15	Inner_Membrane	B488_RS01330()	Inner_Membrane	r
CPLX_NADH16pp-0	Inner_Membrane	B488_RS01330()	Inner_Membrane	r
B488_RS01335-MONOMER	Inner_Membrane	B488_RS01335()	Inner_Membrane	p
CPLX27KH-3	Inner_Membrane	B488_RS01335()	Inner_Membrane	p
CPLX27KH-15	Inner_Membrane	B488_RS01335()	Inner_Membrane	p
CPLX_NADH16pp-0	Inner_Membrane	B488_RS01335()	Inner_Membrane	p
B488_02680-MONOMER	Inner_Membrane	B488_02680()	Inner_Membrane	r
CPLX_NADH16pp-0	Inner_Membrane	B488_02680()	Inner_Membrane	r
B488_RS01320-MONOMER	Inner_Membrane	B488_RS01320()	Inner_Membrane	r
CPLX27KH-3	Inner_Membrane	B488_RS01320()	Inner_Membrane	r
CPLX27KH-15	Inner_Membrane	B488_RS01320()	Inner_Membrane	r
CPLX_NADH16pp-0	Inner_Membrane	B488_RS01320()	Inner_Membrane	r
B488_RS01350-MONOMER	Inner_Membrane	B488_RS01350()	Inner_Membrane	r
CPLX27KH-3	Inner_Membrane	B488_RS01350()	Inner_Membrane	r
CPLX27KH-15	Inner_Membrane	B488_RS01350()	Inner_Membrane	r
CPLX_NADH16pp-0	Inner_Membrane	B488_RS01350()	Inner_Membrane	r
B488_RS02935-MONOMER	Inner_Membrane	B488_RS02935()	Inner_Membrane	r
CPLX_DHQS-0	Inner_Membrane	B488_RS02935()	Inner_Membrane	r
CPLX_ASCBptspp-0	Inner_Membrane	B488_RS02935()	Inner_Membrane	r
B488_RS05575-MONOMER	Inner_Membrane	B488_RS05575()	Inner_Membrane	r
B488_RS04780-MONOMER	Outer_Membrane	B488_RS04780()	Inner_Membrane	pa
CPLX_CMtpp-0	Outer_Membrane	B488_RS04780()	Inner_Membrane	pa
B488_RS01100-MONOMER	Inner_Membrane	B488_RS01100()	Inner_Membrane	r
B488_RS00720-MONOMER	Inner_Membrane	B488_RS00720()	Inner_Membrane	r
CPLX27KH-4	Inner_Membrane	B488_RS00720()	Inner_Membrane	r
CPLX_DHDPRy-0	Inner_Membrane	B488_RS00720()	Inner_Membrane	r
B488_RS00725-MONOMER	Inner_Membrane	B488_RS00725()	Inner_Membrane	r
CPLX27KH-4	Inner_Membrane	B488_RS00725()	Inner_Membrane	r
CPLX_DHDPRy-0	Inner_Membrane	B488_RS00725()	Inner_Membrane	r
B488_RS03550-MONOMER	Inner_Membrane	B488_RS03550()	Inner_Membrane	p
CPLX27KH-1	Inner_Membrane	B488_RS03550()	Inner_Membrane	p
CPLX_ATPS4rpp-0	Inner_Membrane	B488_RS03550()	Inner_Membrane	p
B488_RS01625-MONOMER	Inner_Membrane	B488_RS01625()	Inner_Membrane	r
CPLX_3PEPTabcpp-0	Inner_Membrane	B488_RS01625()	Inner_Membrane	r
CPLX_ALAALAabcpp-0	Inner_Membrane	B488_RS01625()	Inner_Membrane	r
B488_RS01630-MONOMER	Inner_Membrane	B488_RS01630()	Inner_Membrane	r
