TU_id	replicon	genes	start	stop	tss	strand	rho_dependent	rnapol
TU0-13962_from_RpoD_mono	NC_000913.2	b3508	3653278	3653925		-	True	RpoD_mono
TU00326_from_RpoD_mono	NC_000913.2,NC_000913.2,NC_000913.2,NC_000913.2,NC_000913.2	b1304,b1305,b1306,b1307,b1308	1366103,1366825,1367049,1367417,1367713	1366771,1367049,1367408,1367638,1368027		+	True	RpoD_mono
TU871_from_RpoD_mono	NC_000913.2	b0405	424235	425305		+	True	RpoD_mono
TU0-13623_from_RpoD_mono	NC_000913.2	b2426	2541854	2542645		-	True	RpoD_mono
TU0-13134_from_RpoD_mono	NC_000913.2	b1086	1144163	1145122		+	True	RpoD_mono
TU0-1188_from_RpoD_mono	NC_000913.2,NC_000913.2,NC_000913.2,NC_000913.2	b2588,b2589,b2590,b2591	2724091,2724303,2727391,2727638	2724210,2727206,2727466,2729179		-	True	RpoD_mono
TU-8439_from_RpoD_mono	NC_000913.2	b2901	3041684	3043123		+	True	RpoD_mono
TU0-14375_from_RpoD_mono	NC_000913.2,NC_000913.2	b3322,b3323	3451530,3451951	3451949,3453420		-	True	RpoD_mono
TU0-2581_from_RpoD_mono	NC_000913.2	b1102	1158585	1160774		-	True	RpoD_mono
TU0-12804_from_RpoD_mono	NC_000913.2	b0065	71351	72115		+	True	RpoD_mono
TU0-7581_from_RpoD_mono	NC_000913.2	b0060	63429	65780		-	True	RpoD_mono
TU0-45190_from_RpoD_mono	NC_000913.2,NC_000913.2,NC_000913.2	b4662,b0070,b4577	77388,77621,77367	77519,78799,77593		+	True	RpoD_mono
TU0-1981_from_RpoD_mono	NC_000913.2	b4376	4609419	4610024		+	True	RpoD_mono
TU0-3364_from_RpoD_mono	NC_000913.2,NC_000913.2,NC_000913.2,NC_000913.2	b3971,b3970,b3969,b3968	4169660,4166664,4166395,4164682	4169779,4169567,4166470,4166223		+	True	RpoD_mono
TU0-13172_from_RpoD_mono	NC_000913.2	b1185	1231723	1232253		-	True	RpoD_mono
TU0-4522_from_RpoD_mono	NC_000913.2	b3438	3575754	3576749		-	True	RpoD_mono
TU0-8730_from_RpoD_mono	NC_000913.2	b2251	2362576	2363001		+	True	RpoD_mono
TU0-8044_from_RpoD_mono	NC_000913.2	b4498	2167717	2169751		-	True	RpoD_mono
TU0-45160_from_RpoD_mono	NC_000913.2,NC_000913.2	b3162,b4685	3303993,3305875	3305882,3305955		-	True	RpoD_mono
TU0-8245_from_RpoD_mono	NC_000913.2	b1862	1944275	1944877		+	True	RpoD_mono
TU0-8765_from_RpoD_mono	NC_000913.2	b3665	3841987	3843753		+	True	RpoD_mono
TU0-13204_from_RpoD_mono	NC_000913.2	b1288	1348275	1349063		-	True	RpoD_mono
TU0-13538_from_RpoD_mono	NC_000913.2,NC_000913.2	b2147,b2146	2233287,2232055	2234522,2233293		+	True	RpoD_mono
TU0-13574_from_RpoD_mono	NC_000913.2	b2269	2380735	2381946		+	True	RpoD_mono
TU0-13141_from_RpoD_mono	NC_000913.2,NC_000913.2,NC_000913.2	b1118,b1117,b1116	1176543,1175842,1174650	1177787,1176543,1175849		+	True	RpoD_mono
TU0-8804_from_RpoD_mono	NC_000913.2	b3653	3825483	3826688		-	True	RpoD_mono
TU00277_from_RpoD_mono	NC_000913.2,NC_000913.2	b3178,b3179	3323023,3325057	3324957,3325686		-	True	RpoD_mono
TU00305_from_RpoD_mono	NC_000913.2,NC_000913.2,NC_000913.2,NC_000913.2,NC_000913.2,NC_000913.2,NC_000913.2,NC_000913.2,NC_000913.2,NC_000913.2,NC_000913.2,NC_000913.2,NC_000913.2,NC_000913.2,NC_000913.2	b2194,b2195,b2196,b2197,b2198,b2199,b2200,b2201,b2202,b2203,b2204,b2205,b2206,b2207,b2208	2289380,2290429,2290983,2292923,2293399,2293605,2294384,2295043,2295679,2296291,2296737,2297587,2298289,2300772,2301025	2290432,2290986,2292926,2293402,2293608,2294342,2295046,2295666,2296281,2296740,2297600,2298282,2300775,2301035,2301519		-	True	RpoD_mono
TU00242_from_RpoD_mono	NC_000913.2	b2714	2836276	2837286		-	True	RpoD_mono
TU0-14317_from_RpoD_mono	NC_000913.2,NC_000913.2,NC_000913.2	b2032,b2033,b2034	2101415,2102518,2103089	2102533,2103108,2104081		-	True	RpoD_mono
TU0-7681_from_RpoD_mono	NC_000913.2,NC_000913.2,NC_000913.2	b1546,b1547,b1548	1632334,1632909,1633864	1632909,1633871,1634391		-	True	RpoD_mono
