,query,evalue
BSU00010,SYNPCC7942_RS05640,6.92e-152
BSU00020,SYNPCC7942_RS00005,8.42e-50
BSU00040,SYNPCC7942_RS11435,7.62e-57
BSU00060,SYNPCC7942_RS12640,0.0
BSU00070,SYNPCC7942_RS01295,0.0
BSU00090,SYNPCC7942_RS09290,2.72e-23
BSU00130,SYNPCC7942_RS02295,3.39e-154
BSU00180,SYNPCC7942_RS09415,3.2200000000000003e-37
BSU00190,SYNPCC7942_RS04690,4.16e-99
BSU00210,SYNPCC7942_RS07005,3.41e-72
BSU00280,SYNPCC7942_RS00470,7.620000000000001e-37
BSU00360,SYNPCC7942_RS00885,2.7600000000000002e-77
BSU00380,SYNPCC7942_RS05845,5.94e-138
BSU00390,SYNPCC7942_RS07775,1.6e-53
BSU00420,SYNPCC7942_RS01585,7.46e-39
BSU00460,SYNPCC7942_RS01580,1.52e-44
BSU00480,SYNPCC7942_RS04995,1.24e-44
BSU00500,SYNPCC7942_RS01465,1.36e-119
BSU00510,SYNPCC7942_RS10710,3.2e-127
BSU00530,SYNPCC7942_RS01155,2.07e-57
BSU00550,SYNPCC7942_RS06780,0.0
BSU00580,SYNPCC7942_RS07630,3.3e-60
BSU00670,SYNPCC7942_RS05825,2.12e-25
BSU00690,SYNPCC7942_RS01515,0.0
BSU00700,SYNPCC7942_RS09185,1.45e-18
BSU00710,SYNPCC7942_RS02845,9.640000000000001e-66
BSU00730,SYNPCC7942_RS07500,5.5e-105
BSU00750,SYNPCC7942_RS02040,8.27e-76
BSU00770,SYNPCC7942_RS11705,2.38e-68
BSU00780,SYNPCC7942_RS00200,5.67e-19
BSU00790,SYNPCC7942_RS11545,1.07e-27
BSU00810,SYNPCC7942_RS01440,1.05e-56
BSU00820,SYNPCC7942_RS12270,0.0
BSU00860,SYNPCC7942_RS01325,0.0
BSU00870,SYNPCC7942_RS07430,8.09e-150
BSU00890,SYNPCC7942_RS12110,5.75e-79
BSU00900,SYNPCC7942_RS03490,1.8899999999999997e-48
BSU00910,SYNPCC7942_RS06000,2.7099999999999996e-60
BSU00920,SYNPCC7942_RS12160,2.65e-127
BSU00930,SYNPCC7942_RS12295,6.15e-68
BSU00940,SYNPCC7942_RS08475,1.94e-148
BSU00950,SYNPCC7942_RS10750,6.96e-16
BSU00960,SYNPCC7942_RS10745,1.15e-62
BSU00970,SYNPCC7942_RS08365,4.73e-19
BSU01010,SYNPCC7942_RS03260,1.9799999999999997e-48
BSU01020,SYNPCC7942_RS03255,8.87e-76
BSU01030,SYNPCC7942_RS03250,5.6300000000000006e-77
BSU01040,SYNPCC7942_RS03245,2.09e-26
BSU01050,SYNPCC7942_RS03240,1.53e-25
BSU01070,SYNPCC7942_RS07780,0.0
BSU01080,SYNPCC7942_RS07790,0.0
BSU01100,SYNPCC7942_RS04570,3e-64
BSU01110,SYNPCC7942_RS04565,3.07e-69
BSU01120,SYNPCC7942_RS04560,0.0
BSU01130,SYNPCC7942_RS04555,0.0
BSU01150,SYNPCC7942_RS04550,8.089999999999999e-46
BSU01160,SYNPCC7942_RS11335,1.98e-68
BSU01170,SYNPCC7942_RS11330,5.2599999999999994e-61
BSU01180,SYNPCC7942_RS11325,3.58e-21
BSU01190,SYNPCC7942_RS11320,3.5100000000000005e-123
BSU01200,SYNPCC7942_RS11315,1.21e-46
BSU01210,SYNPCC7942_RS11310,4.21e-38
BSU01220,SYNPCC7942_RS11305,2.68e-69
BSU01230,SYNPCC7942_RS11300,6.33e-67
BSU01250,SYNPCC7942_RS11290,2.4e-24
BSU01260,SYNPCC7942_RS11285,1.38e-50
BSU01270,SYNPCC7942_RS11280,5.0000000000000004e-29
BSU01280,SYNPCC7942_RS11275,6.63e-83
BSU01300,SYNPCC7942_RS11270,2.7299999999999998e-52
BSU01310,SYNPCC7942_RS11265,4.8200000000000003e-57
BSU01320,SYNPCC7942_RS11260,2.1999999999999997e-42
BSU01330,SYNPCC7942_RS11255,3.5e-49
BSU01350,SYNPCC7942_RS11250,1.57e-41
BSU01360,SYNPCC7942_RS11245,1.81e-86
BSU01370,SYNPCC7942_RS11240,1.59e-49
BSU01380,SYNPCC7942_RS12430,3.05e-86
BSU01390,SYNPCC7942_RS12735,1.48e-16
BSU01400,SYNPCC7942_RS13815,1.44e-16
BSU01410,SYNPCC7942_RS11235,3.62e-42
BSU01420,SYNPCC7942_RS11230,1.2e-55
BSU01430,SYNPCC7942_RS11225,2.8600000000000003e-79
BSU01440,SYNPCC7942_RS11220,2.35e-31
BSU01480,SYNPCC7942_RS11215,1.05e-48
BSU01490,SYNPCC7942_RS11210,8.88e-62
BSU01500,SYNPCC7942_RS11205,1.32e-47
BSU01540,SYNPCC7942_RS05665,5.67e-68
BSU01660,SYNPCC7942_RS01800,1.2600000000000001e-64
BSU01700,SYNPCC7942_RS13120,6.67e-75
BSU01730,SYNPCC7942_RS09760,1.16e-27
BSU01750,SYNPCC7942_RS01340,3.85e-49
BSU01770,SYNPCC7942_RS10815,1.04e-99
BSU01780,SYNPCC7942_RS02715,1.1600000000000001e-125
BSU01820,SYNPCC7942_RS00755,1.04e-20
BSU02230,SYNPCC7942_RS03015,9.72e-131
BSU02280,SYNPCC7942_RS00050,2.0200000000000003e-21
BSU02330,SYNPCC7942_RS09595,2.69e-52
BSU02360,SYNPCC7942_RS05655,3.3200000000000004e-43
BSU02390,SYNPCC7942_RS05285,1.78e-26
BSU02630,SYNPCC7942_RS01150,3.28e-12
BSU02920,SYNPCC7942_RS02795,6.050000000000001e-27
BSU03150,SYNPCC7942_RS04605,2.01e-19
BSU03220,SYNPCC7942_RS08925,7.84e-14
BSU03250,SYNPCC7942_RS02220,4.99e-62
BSU03280,SYNPCC7942_RS13295,9.780000000000001e-73
BSU03290,SYNPCC7942_RS10330,1.21e-11
BSU03310,SYNPCC7942_RS06330,4.87e-133
BSU03360,SYNPCC7942_RS04915,1.72e-50
BSU03470,SYNPCC7942_RS08645,3.48e-32
BSU03570,SYNPCC7942_RS09170,1.39e-13
BSU03630,SYNPCC7942_RS09685,7.16e-37
BSU03640,SYNPCC7942_RS13180,1.01e-60
BSU03930,SYNPCC7942_RS08035,9.27e-69
BSU04180,SYNPCC7942_RS07205,2.73e-15
BSU04300,SYNPCC7942_RS05560,1.9299999999999999e-28
BSU04330,SYNPCC7942_RS09180,1.3e-12
BSU04560,SYNPCC7942_RS12070,3.54e-102
BSU04570,SYNPCC7942_RS09340,1.24e-74
BSU04700,SYNPCC7942_RS12570,5.73e-33
BSU04970,SYNPCC7942_RS04265,9.52e-13
BSU05330,SYNPCC7942_RS03530,5.15e-17
