Modified_enzyme,Core_enzyme,Modifications,Source
SYNPCC7942_1124-MONOMER_mod_mg2(1),SYNPCC7942_1124-MONOMER,mg2(1),Homology
SYNPCC7942_1021-MONOMER_mod_mg2(1),SYNPCC7942_1021-MONOMER,mg2(1),Homology
SYNPCC7942_0638-MONOMER_mod_ni2(1),SYNPCC7942_0638-MONOMER,ni2(1),Homology
SYNPCC7942_1377-MONOMER_mod_mn2(1),SYNPCC7942_1377-MONOMER,mn2(1),Homology
SYNPCC7942_2374-MONOMER_mod_4fe4s(1),SYNPCC7942_2374-MONOMER,4fe4s(1),Homology
SYNPCC7942_0925-MONOMER_mod_mg2(1),SYNPCC7942_0925-MONOMER,mg2(1),Homology
SYNPCC7942_1297-MONOMER_mod_mn2(1),SYNPCC7942_1297-MONOMER,mn2(1),Homology
SYNPCC7942_1297-MONOMER_mod_mg2(1),SYNPCC7942_1297-MONOMER,mg2(1),Homology
SYNPCC7942_0542-MONOMER_mod_4fe4s(2),SYNPCC7942_0542-MONOMER,4fe4s(2),Homology
SYNPCC7942_0125-MONOMER_mod_mg2(1),SYNPCC7942_0125-MONOMER,mg2(1),Homology
SYNPCC7942_0125-MONOMER_mod_mn2(1),SYNPCC7942_0125-MONOMER,mn2(1),Homology
SYNPCC7942_0093-MONOMER_mod_mg2(1),SYNPCC7942_0093-MONOMER,mg2(1),Homology
SYNPCC7942_2582-MONOMER_mod_mg2(1),SYNPCC7942_2582-MONOMER,mg2(1),Homology
SYNPCC7942_1552-MONOMER_mod_mg2(1),SYNPCC7942_1552-MONOMER,mg2(1),Homology
SYNPCC7942_0430-MONOMER_mod_thmpp(1),SYNPCC7942_0430-MONOMER,thmpp(1),Homology
SYNPCC7942_1519-MONOMER_mod_mn2(1),SYNPCC7942_1519-MONOMER,mn2(1),Homology
SYNPCC7942_1856-MONOMER_mod_zn2(2),SYNPCC7942_1856-MONOMER,zn2(2),Homology
SYNPCC7942_1073-MONOMER_mod_mg2(1),SYNPCC7942_1073-MONOMER,mg2(1),Homology
SYNPCC7942_1792-MONOMER_mod_zn2(1),SYNPCC7942_1792-MONOMER,zn2(1),Homology
SYNPCC7942_1037-MONOMER_mod_mg2(1)_mod_pydx5p(4),SYNPCC7942_1037-MONOMER,mg2(1) AND pydx5p(4),Homology
SYNPCC7942_1741-MONOMER_mod_mg2(1),SYNPCC7942_1741-MONOMER,mg2(1),Homology
SYNPCC7942_0603-MONOMER_mod_mg2(1),SYNPCC7942_0603-MONOMER,mg2(1),Homology
SYNPCC7942_1342-MONOMER_mod_nadp(1),SYNPCC7942_1342-MONOMER,nadp(1),Homology
SYNPCC7942_0587-MONOMER_mod_mg2(1),SYNPCC7942_0587-MONOMER,mg2(1),Homology
SYNPCC7942_1326-MONOMER_mod_mg2(1),SYNPCC7942_1326-MONOMER,mg2(1),Homology
SYNPCC7942_2323-MONOMER_mod_Oxidized(1),SYNPCC7942_2323-MONOMER,Oxidized(1),Homology
SYNPCC7942_1645-MONOMER_mod_mg2(2),SYNPCC7942_1645-MONOMER,mg2(2),Homology
SYNPCC7942_1597-MONOMER_mod_zn2(1),SYNPCC7942_1597-MONOMER,zn2(1),Homology
SYNPCC7942_1965-MONOMER_mod_mg2(1),SYNPCC7942_1965-MONOMER,mg2(1),Homology
SYNPCC7942_0459-MONOMER_mod_zn2(1),SYNPCC7942_0459-MONOMER,zn2(1),Homology
SYNPCC7942_0776-MONOMER_mod_mg2(1),SYNPCC7942_0776-MONOMER,mg2(1),Homology
SYNPCC7942_0776-MONOMER_mod_mn2(1),SYNPCC7942_0776-MONOMER,mn2(1),Homology
SYNPCC7942_1435-MONOMER_mod_mg2(1)_mod_mn2(1)_mod_thmpp(1),SYNPCC7942_1435-MONOMER,mg2(1) AND mn2(1) AND thmpp(1),Homology
SYNPCC7942_1403-MONOMER_mod_zn2(1),SYNPCC7942_1403-MONOMER,zn2(1),Homology
