reaction,keff
DTMPK,65
ACOATA,65
3HAD160,65
RNDR3,65
G5SD,65
HISTDa,65
TRPS3,65
DMBZIDS2,65
HSTPT,65
ZCAROTDH2,65
ORNDC,65
GND,65
CMPA_1,65
U23GAAT2,65
HOXGfx,65
PGK,65
IMPD,65
LPOR,65
CHRPL,65
GCALDDy,65
MSBENZMT,65
DESAT18a,65
FUM,65
PHYFXOR,65
TMPPP_1,65
VPAMTr,65
RNDR1,65
TALA,65
GLYCL,65
ACONT,65
NDPK7,65
GTPCI,65
AIRC2,65
IGPS,65
MTAP,65
HEMEAS_1,65
DHORD3um,65
MTHFC,65
HBZNPT,65
GCATENEC,65
COCHL_1,65
HSDy,65
TRPS1,65
HISTDb,65
UPPDC1,65
GARFT,65
H4THDPR,65
UDPG4E,65
GLCS3,65
AICART,65
ASPTA,65
GLYOX,65
PRAGSr,65
SQD1,65
ACKr,65
UDCPDPS,65
GK1,65
SHKK,65
OXADC,65
G1PACT,65
3HAD60,65
PGI,65
KAS14,65
OHPBAT,65
3HAD80,65
3OAR160,65
NMNS,65
PPK,65
GALUi,65
PHYTES2_1,65
IGPDH,65
OMPDC,65
DCTPD,65
GLUSfx,65
NADS2,65
GLUTRR,65
G1PTT,65
UAMAGS,65
SPS,65
ADCL,65
CYTK1,65
DAPDC,65
PSIum,65
R05219,65
Cobalt2abcppI,65
PFK_3,65
THRS,65
NAMNPP,65
FOLD3,65
P5CR,65
MEHLER_1,65
ICHORS,65
3OAS140,65
PPK2,65
IPDPS_syn,65
GLYDHDA,65
SBP,65
H4THDPS,65
EAR60y,65
ZNabcpp,65
UAPGR,65
DHAD1,65
IPPS,65
ANS,65
SUCBZL,65
ADSL1r,65
NNATr,65
PERD,65
PPBNGS,65
ADOCBLS,65
LTHRK,65
PPS,65
PDS2_1,65
ALAALAr,65
ADCPS2,65
GF6PTA,65
PGMT,65
GLCP2_1,65
AGDI_1,65
LPADSS2,65
GLYCK,65
DPR,65
EAR120y,65
MAN1PT,65
NMNAT,65
TKT2,65
PSP_L,65
HEX7,65
PPNCL2,65
CHORS,65
CYTBD4cm,65
PPNCL3,65
CS,65
PPCDC,65
LDH_D,65
HPYRRy,65
ADMDC,65
PRE3BS,65
PPPGO2_1,65
BIOMASS_DNA,65
DMATT,65
DNAMTn2r,65
G3PD2,65
PHYTES,65
MI3PP,65
MOHMT,65
FBA,65
PROAKGOX1,65
ASAD,65
CYSS_2,65
LYCOPC,65
ACOTA,65
3HAD180,65
FTHFD,65
ALDD2y,65
3OAS80,65
PSCVT,65
CBPS,65
NTPP8,65
MEPCT,65
PDX5POi,65
DHAD2,65
DHFS,65
PGCD,65
SPMDabcpp,65
NTD6,65
NNDMBRT,65
PRATPP,65
ASNN,65
SERAT,65
PRAIS,65
PRAMPC,65
AMPMS3,65
G1PCTYT,65
ACBIPGT,65
SEPHCHCS,65
NMNDA,65
CA2abcpp,65
ORNTAC,65
SUCBZS,65
UHGADA2,65
DHNANT,65
ASPO6,65
HGYDAS,65
GGDPR,65
ASP1DC,65
PPNDH,65
ASPK,65
DXPS,65
ME2,65
DDPGA,65
PAPSR,65
SADT,65
DPCOAK,65
NH4tpp,65
PC11M,65
DPOR,65
ARGSL,65
HSK,65
MTHFD,65
PMDPHT,65
ARGabcpp,65
3HAD140,65
ARGOXRum,65
DAPE,65
BCAROHX2,65
HPPK,65
PANTS,65
AHCi,65
G6PDH2r,65
ALAD_L,65
GTPCII,65
GLCBRAN3,65
DB4PS,65
DXPRIi,65
FBA3,65
RBFSa,65
GLUTRS,65
MPOMMM,65
METAT,65
EAR160y,65
DHORTS,65
PDX5PS2,65
KARI_23dhmp_1,65
ARGDC,65
GAPDi_nadp,65
NTD7,65
AIRC3,65
UMPK,65
ASPOb,65
RBFSb_1,65
SUCDum,65
FBP,65
CITCIb,65
MNabc_1,65
TMPK,65
AGPR,65
IPMD,65
CDPMEK,65
DVOCHR_1,65
H2CO3_NAt_syn,65
HEMEOS,65
PMANM,65
RPE,65
MPOMT_1,65
CPPPGO2,65
PC17M_1,65
UAMAS,65
GLUCYS,65
NDHPQRum,65
CYNL,65
DCTPD2,65
CYOOum,65
BPNT2,65
METS_1,65
PRUK,65
FNOR_1,65
GART,65
IPPMIb,65
DMTPHT,65
PC6YM_1,65
PGL,65
DDPA,65
ASPCT,65
HSERTA,65
CYRDAAT,65
MECDPDHf,65
MTHFR3_1,65
3HAD40_2,65
ZCAROTDH1,65
GLYALDDy,65
IMPC,65
LDAPAT,65
3OAR40_2,65
RNDR2,65
GRTT,65
NPDPS,65
3OAS100,65
ADSL2r,65
MAN6PI,65
HPROb,65
3OAS120,65
NTPP2,65
EAR180y,65
DHQTi,65
3OAS60,65
EAR40y,65
MG2uabcpp,65
KARA1,65
TKT1,65
PTRCabcpp,65
IPDDI,65
PKETF,65
ACODA,65
ENO,65
NDHPQRcm,65
NI2uabcpp,65
Kabcpp,65
TDPDRR,65
UAGCVT,65
TDPGDH,65
PRASCSi,65
PRFGS,65
MG2tex,65
GLU5K,65
TRDR,65
GLUPRT,65
PSERT,65
PC8XM,65
GMPS2,65
RBFK,65
NTRIRfx,65
UPP3MT,65
ACS,65
DHNCOAS,65
MCOATA,65
GTHPi,65
ARGSS,65
PKETX,65
PMPK,65
HMBS,65
PTPATi,65
PGLYCP,65
HTHRPDH,65
UAGAAT2,65
SPTc,65
GTHOr,65
TDPDRE,65
SHK3Dr,65
ORPT,65
PRPPS,65
CITMS,65
BCT1_syn,65
SPODM,65
TRDRf,65
AMPTASECG,65
SPRMS,65
PGAMT,65
NNDPR,65
ADSK,65
MECDPS,65
FCLT,65
SHCHCS3,65
PPA,65
ADCYRS,65
ATPPRT,65
CUabcpp,65
DHQS,65
GTHRDH_syn,65
ANPRT,65
PC6AR_1,65
ADK1,65
PRAIi,65
TRSARyr,65
