,value
CLJU_RS01630-MONOMER,RNAP_CLJURS01630MONOMER
CLJU_RS02050-MONOMER,RNAP_CLJURS02050MONOMER
CLJU_RS02545-MONOMER,RNAP_CLJURS02545MONOMER
CLJU_RS02550-MONOMER,RNAP_CLJURS02550MONOMER
CLJU_RS03350-MONOMER,RNAP_CLJURS03350MONOMER
CLJU_RS04050-MONOMER,RNAP_CLJURS04050MONOMER
CLJU_RS05110-MONOMER,RNAP_CLJURS05110MONOMER
CLJU_RS06015-MONOMER,RNAP_CLJURS06015MONOMER
CLJU_RS06045-MONOMER,RNAP_CLJURS06045MONOMER
CLJU_RS06050-MONOMER,RNAP_CLJURS06050MONOMER
CLJU_RS06665-MONOMER,RNAP_CLJURS06665MONOMER
CLJU_RS07695-MONOMER,RNAP_CLJURS07695MONOMER
CLJU_RS07935-MONOMER,RNAP_CLJURS07935MONOMER
CLJU_RS12070-MONOMER,RNAP_CLJURS12070MONOMER
CLJU_RS12765-MONOMER,RNAP_CLJURS12765MONOMER
CLJU_RS13055-MONOMER,RNAP_CLJURS13055MONOMER
CLJU_RS13580-MONOMER,RNAP_CLJURS13580MONOMER
CLJU_RS14740-MONOMER,RNAP_CLJURS14740MONOMER
CLJU_RS15950-MONOMER,RNAP_CLJURS15950MONOMER
CLJU_RS16035-MONOMER,RNAP_CLJURS16035MONOMER
CLJU_RS16735-MONOMER,RNAP_CLJURS16735MONOMER
CLJU_RS16875-MONOMER,RNAP_CLJURS16875MONOMER
CLJU_RS18020-MONOMER,RNAP_CLJURS18020MONOMER
CLJU_RS19285-MONOMER,RNAP_CLJURS19285MONOMER
CLJU_RS20310-MONOMER,RNAP_CLJURS20310MONOMER
