,query,evalue
BSU00010,PP_0010,1.41e-124
BSU00020,PP_0011,3.51e-47
BSU00040,PP_0012,9.440000000000001e-32
BSU00060,PP_0013,0.0
BSU00070,PP_1767,0.0
BSU00090,PP_1031,2.57e-178
BSU00130,PP_4000,3.71e-169
BSU00180,PP_1035,1.13e-33
BSU00190,PP_4269,1.08e-82
BSU00200,PP_4268,4.0500000000000005e-21
BSU00210,PP_4267,2.22e-59
BSU00310,PP_1966,1.64e-25
BSU00360,PP_1326,2.27e-59
BSU00380,PP_1097,4.9400000000000005e-73
BSU00390,PP_1967,6.729999999999999e-60
BSU00420,PP_0401,1.19e-44
BSU00460,PP_0723,2.68e-33
BSU00480,PP_5303,1.22e-36
BSU00500,PP_5411,1.0699999999999999e-119
BSU00510,PP_0722,6.5399999999999996e-111
BSU00520,PP_0721,4.22e-26
BSU00530,PP_0720,7.46e-33
BSU00550,PP_2148,0.0
BSU00580,PP_1657,3.33e-67
BSU00670,PP_1608,1.08e-28
BSU00680,PP_0747,5.45e-30
BSU00690,PP_4718,0.0
BSU00700,PP_0438,4.37e-12
BSU00710,PP_0252,2.17e-17
BSU00730,PP_4571,9.81e-85
BSU00740,PP_0417,4.4400000000000003e-107
BSU00750,PP_0420,7.56e-89
BSU00770,PP_4717,5.94e-68
BSU00780,PP_0392,1.39e-14
BSU00790,PP_4698,2.1699999999999998e-23
BSU00810,PP_4820,2.82e-74
BSU00820,PP_1496,3.51e-173
BSU00860,PP_3316,0.0
BSU00870,PP_4644,2.22e-149
BSU00900,PP_1614,1.07e-38
BSU00910,PP_1618,3.72e-68
BSU00920,PP_1977,9.999999999999999e-112
BSU00930,PP_0840,2.67e-78
BSU00940,PP_2905,1.6799999999999998e-138
BSU00960,PP_4879,6.61e-66
BSU01010,PP_0442,2.3399999999999998e-60
BSU01020,PP_0443,2.6700000000000003e-59
BSU01030,PP_0444,3.54e-70
BSU01040,PP_0445,1.7800000000000002e-35
BSU01050,PP_0446,3.96e-30
BSU01060,PP_0761,1.97e-13
BSU01070,PP_0447,0.0
BSU01080,PP_0448,0.0
BSU01100,PP_0449,6.699999999999999e-60
BSU01110,PP_0450,1.23e-66
BSU01120,PP_4111,0.0
BSU01130,PP_0452,0.0
BSU01150,PP_0453,8.26e-46
BSU01160,PP_0454,6.18e-66
BSU01170,PP_0455,2.58e-51
BSU01180,PP_0456,4.39e-12
BSU01190,PP_0457,1.5e-105
BSU01200,PP_0458,5.37e-41
BSU01210,PP_0459,2.06e-34
BSU01220,PP_0460,1.62e-88
BSU01230,PP_0461,6.08e-45
BSU01240,PP_0462,4.25e-11
BSU01250,PP_0463,2.4000000000000002e-29
BSU01260,PP_0464,3.57e-51
BSU01270,PP_0465,2.06e-28
BSU01280,PP_0466,1.18e-78
BSU01300,PP_0468,2.57e-35
BSU01310,PP_0469,2.4499999999999998e-54
BSU01320,PP_0470,3.55e-36
BSU01330,PP_0471,8.42e-57
BSU01350,PP_0473,4.13e-37
BSU01360,PP_0474,2.2e-109
BSU01370,PP_1506,2.64e-65
BSU01380,PP_1590,4.68e-74
BSU01390,PP_4007,5.8e-35
BSU01410,PP_0476,5.95e-49
BSU01420,PP_0477,2.01e-59
BSU01430,PP_0479,1.98e-88
BSU01440,PP_0480,4.5400000000000004e-29
BSU01480,PP_1994,6.56e-46
BSU01490,PP_1315,9.87e-57
BSU01500,PP_1316,6.05e-44
BSU01540,PP_1098,5.0700000000000005e-59
BSU01580,PP_4112,1.21e-118
BSU01640,PP_2234,5.95e-14
BSU01660,PP_2145,1.32e-37
BSU01670,PP_1954,5.93e-11
BSU01690,PP_5350,1.05e-36
BSU01720,PP_5158,7.969999999999999e-40
BSU01730,PP_1427,6.51e-34
BSU01770,PP_4716,2.19e-122
BSU01780,PP_5409,2.18e-138
BSU01820,PP_3017,2.26e-40
BSU01889,PP_2484,3.71e-24
BSU01920,PP_0376,2.8e-15
BSU02140,PP_2548,5.5e-29
BSU02170,PP_1684,2.42e-38
BSU02220,PP_2383,1.4e-26
BSU02230,PP_1457,7.3e-160
BSU02270,PP_4677,3.78e-16
BSU02290,PP_4908,3.96e-26
BSU02310,PP_3231,9.6e-14
BSU02330,PP_1758,4.4500000000000006e-58
BSU02390,PP_3511,1.56e-68
BSU02400,PP_0660,0.0
BSU02410,PP_0658,1.59e-15
BSU02460,PP_3599,2.79e-66
BSU02470,PP_2694,9.230000000000001e-123
BSU02480,PP_3600,0.0
BSU02490,PP_4757,0.0
BSU02510,PP_3601,0.0
BSU02680,PP_2475,1.08e-11
BSU02690,PP_2453,8e-93
BSU02840,PP_4059,3.57e-74
BSU02850,PP_3801,8.31e-25
BSU02870,PP_0117,7.09e-20
BSU02920,PP_2445,3.44e-13
BSU02950,PP_3658,4.9000000000000003e-36
BSU02980,PP_0294,5.23e-94
BSU02990,PP_0295,3.5e-77
BSU03000,PP_1741,7.870000000000001e-47
BSU03100,PP_2389,2.5500000000000003e-27
BSU03130,PP_4869,2.1e-74
BSU03150,PP_5079,6.24e-20
BSU03160,PP_1987,3.5899999999999996e-48
BSU03210,PP_4947,5.44e-81
BSU03220,PP_4946,3.63e-177
BSU03300,PP_1705,2.45e-153
BSU03330,PP_2092,1.69e-120
BSU03360,PP_5361,5.15e-131
BSU03370,PP_0226,1.36e-78
BSU03440,PP_2310,1.07e-36
BSU03480,PP_4219,0.0
BSU03490,PP_4243,0.0
BSU03520,PP_3807,2.5499999999999998e-23
BSU03590,PP_0225,1.51e-98
BSU03610,PP_0227,4.59e-46
BSU03630,PP_0548,9.76e-46
BSU03640,PP_5213,2.02e-53
BSU03800,PP_2594,1.4399999999999999e-92
BSU03810,PP_2593,3.35e-53
BSU03820,PP_2592,6.17e-84
BSU03830,PP_2591,2.5099999999999998e-54
BSU03860,PP_2490,3.55e-36
BSU03870,PP_2954,4.15e-15
BSU03880,PP_1253,1.63e-24
BSU03900,PP_0214,7.709999999999999e-128
BSU03910,PP_0213,1.01e-172
BSU04050,PP_4577,9.650000000000001e-70
BSU04080,PP_4576,2.7399999999999997e-40
BSU04090,PP_2922,2.5099999999999997e-60
BSU04100,PP_2609,2.11e-22
BSU04250,PP_4308,2.99e-19
BSU04260,PP_4019,1.37e-116
